NELEC	10
ENUC	11.406077
NBASIS	13

OEI
2.489683	
652.885352	21853.444877	
222.501863	7171.174569	8116.007367	
222.502160	7171.185723	-491.325110	8116.014429	
8 1 6 1 0.0183026
8 1 6 2 0.0204073
8 1 6 3 -0.0499230
8 1 6 4 0.0342384
8 1 6 5 -0.0038394
8 1 6 6 -0.2648916
8 1 7 0 -0.0026433
8 1 7 1 -0.0188674
8 1 7 2 -0.0069710
8 1 7 3 -0.0922944
8 1 7 4 -0.0069452
8 1 7 5 0.0584751
8 1 7 6 -0.0328639
8 1 7 7 -0.2738990
8 1 8 0 -0.0221324
8 1 8 1 -0.1034459
8 1 8 2 -0.0550610
8 1 8 3 0.0008784
8 1 8 4 0.0217261
8 1 8 5 -0.0305742
8 1 8 6 -0.0202223
8 1 8 7 0.0051763
8 1 8 8 -0.2133087
8 2 0 0 -0.0679085
8 2 1 0 0.0013668
8 2 1 1 -0.0382598
8 2 2 0 0.0047921
8 2 2 1 0.0050436
8 2 2 2 0.0054606
8 2 3 0 -0.0002927
8 2 3 1 -0.0012520
8 2 3 2 0.0002055
8 2 3 3 -0.0069050
8 2 4 0 0.0006733
8 2 4 1 0.0070919
8 2 4 2 -0.0042102
8 2 4 3 -0.0001317
8 2 4 4 -0.0015580
8 2 5 0 -0.0012040
8 2 5 1 -0.0067511
8 2 5 2 0.0030967
8 2 5 3 0.0016253
8 2 5 4 -0.0014045
8 2 5 5 -0.0834501
8 2 6 0 0.0085841
8 2 6 1 0.0234263
8 2 6 2 0.0188447
8 2 6 3 -0.0134109
8 2 6 4 0.0055516
8 2 6 5 0.0021142
8 2 6 6 -0.0558696
8 2 7 0 -0.0042144
8 2 7 1 -0.0114373
8 2 7 2 -0.0051388
8 2 7 3 -0.0252282
8 2 7 4 -0.0020230
8 2 7 5 0.0027022
8 2 7 6 -0.0153642
8 2 7 7 -0.0688095
8 2 8 0 -0.0136702
8 2 8 1 -0.0550610
8 2 8 2 0.0199449
8 2 8 3 0.0022719
8 2 8 4 0.0066584
8 2 8 5 -0.0013352
8 2 8 6 0.0063474
8 2 8 7 0.0009667
8 2 8 8 -0.0699082
8 3 0 0 -0.0081491
8 3 1 0 -0.0001658
8 3 1 1 -0.0071210
8 3 2 0 0.0004091
8 3 2 1 0.0004690
8 3 2 2 -0.0030553
8 3 3 0 0.0075417
8 3 3 1 0.0232023
8 3 3 2 0.0041366
8 3 3 3 -0.0069026
8 3 4 0 0.0002501
8 3 4 1 0.0003022
8 3 4 2 -0.0023036
8 3 4 3 -0.0027133
8 3 4 4 -0.0028674
8 3 5 0 0.0024191
8 3 5 1 0.0071699
8 3 5 2 0.0049833
8 3 5 3 0.0030592
8 3 5 4 -0.0032020
8 3 5 5 0.0038103
8 3 6 0 -0.0054630
8 3 6 1 -0.0187711
8 3 6 2 -0.0009448
8 3 6 3 0.0095181
8 3 6 4 0.0072885
8 3 6 5 -0.0008811
8 3 6 6 0.0092817
8 3 7 0 -0.0122187
8 3 7 1 -0.0315566
8 3 7 2 -0.0084646
8 3 7 3 -0.0056300
8 3 7 4 0.0067974
8 3 7 5 -0.0101970
8 3 7 6 0.0003324
8 3 7 7 0.0108641
8 3 8 0 0.0008345
8 3 8 1 0.0008784
8 3 8 2 0.0022719
8 3 8 3 0.0194981
8 3 8 4 0.0023108
8 3 8 5 0.0053842
8 3 8 6 -0.0208383
8 3 8 7 -0.0331254
8 3 8 8 0.0139705
8 4 0 0 -0.0387561
8 4 1 0 -0.0029992
8 4 1 1 -0.0478533
8 4 2 0 0.0042564
8 4 2 1 0.0094030
8 4 2 2 -0.0165967
8 4 3 0 0.0007143
8 4 3 1 0.0011432
8 4 3 2 0.0012523
8 4 3 3 -0.0339778
8 4 4 0 0.0182048
8 4 4 1 0.0591959
8 4 4 2 -0.0032420
8 4 4 3 -0.0016765
8 4 4 4 -0.0403555
8 4 5 0 0.0022281
8 4 5 1 0.0000191
8 4 5 2 0.0144421
8 4 5 3 0.0029017
8 4 5 4 0.0062345
8 4 5 5 0.0382318
8 4 6 0 0.0091449
8 4 6 1 -0.0017218
8 4 6 2 0.0213195
8 4 6 3 0.0038119
8 4 6 4 0.0317990
8 4 6 5 0.0062490
8 4 6 6 0.0853424
8 4 7 0 -0.0027547
8 4 7 1 0.0049120
8 4 7 2 -0.0065192
8 4 7 3 -0.0013461
8 4 7 4 -0.0155825
8 4 7 5 -0.0224379
8 4 7 6 0.0137757
8 4 7 7 0.0927573
8 4 8 0 0.0137900
8 4 8 1 0.0217261
8 4 8 2 0.0066584
8 4 8 3 0.0023108
8 4 8 4 0.0683402
8 4 8 5 0.0110115
8 4 8 6 0.0172625
8 4 8 7 -0.0025710
8 4 8 8 0.0971530
8 5 0 0 -0.0906055
8 5 1 0 0.0008664
8 5 1 1 -0.0689442
8 5 2 0 -0.0009812
8 5 2 1 -0.0004564
8 5 2 2 -0.0156262
8 5 3 0 0.0022504
8 5 3 1 0.0123188
8 5 3 2 0.0090747
8 5 3 3 -0.0331527
8 5 4 0 0.0007905
8 5 4 1 -0.0004035
8 5 4 2 -0.0089942
8 5 4 3 0.0004203
8 5 4 4 -0.0088881
8 5 5 0 -0.0007047
8 5 5 1 -0.0126003
8 5 5 2 0.0229070
8 5 5 3 -0.0065312
8 5 5 4 -0.0169118
8 5 5 5 -0.1645539
8 5 6 0 -0.0002784
8 5 6 1 -0.0042715
8 5 6 2 0.0296970
8 5 6 3 -0.0160970
8 5 6 4 0.0181760
8 5 6 5 0.0001900
8 5 6 6 -0.0304750
8 5 7 0 -0.0042468
8 5 7 1 -0.0065396
8 5 7 2 -0.0014871
8 5 7 3 -0.0324608
8 5 7 4 -0.0064661
8 5 7 5 -0.0327905
8 5 7 6 -0.0009566
8 5 7 7 -0.0246587
8 5 8 0 -0.0039779
8 5 8 1 -0.0305742
8 5 8 2 -0.0013352
8 5 8 3 0.0053842
8 5 8 4 0.0110115
8 5 8 5 0.0205102
8 5 8 6 -0.0243808
8 5 8 7 0.0092136
8 5 8 8 0.0018200
8 6 0 0 0.0917464
8 6 1 0 0.0003630
8 6 1 1 0.0910713
8 6 2 0 0.0023384
8 6 2 1 0.0453438
8 6 2 2 0.0538059
8 6 3 0 -0.0069469
8 6 3 1 -0.0420917
8 6 3 2 -0.0281699
8 6 3 3 0.1111814
8 6 4 0 0.0128246
8 6 4 1 0.0523383
8 6 4 2 0.0325863
8 6 4 3 -0.0083065
8 6 4 4 0.0125448
8 6 5 0 -0.0042985
8 6 5 1 0.0020892
8 6 5 2 -0.0145472
8 6 5 3 -0.0157923
8 6 5 4 0.0150473
8 6 5 5 0.0246720
8 6 6 0 0.0155804
8 6 6 1 0.0308433
8 6 6 2 -0.0492976
8 6 6 3 0.0451757
8 6 6 4 -0.0480633
8 6 6 5 0.0061333
8 6 6 6 0.0024169
8 6 7 0 0.0025488
8 6 7 1 -0.0145636
8 6 7 2 -0.0032972
8 6 7 3 0.0483836
8 6 7 4 0.0040781
8 6 7 5 0.0377421
8 6 7 6 -0.0243179
8 6 7 7 -0.1100603
8 6 8 0 -0.0136018
8 6 8 1 -0.0202223
8 6 8 2 0.0063474
8 6 8 3 -0.0208383
8 6 8 4 0.0172625
8 6 8 5 -0.0243808
8 6 8 6 0.0824685
8 6 8 7 -0.0072872
8 6 8 8 -0.0966501
8 7 0 0 -0.0657257
8 7 1 0 -0.0000670
8 7 1 1 -0.0610240
8 7 2 0 -0.0007654
8 7 2 1 -0.0164161
8 7 2 2 -0.0222586
8 7 3 0 -0.0144958
8 7 3 1 -0.0901525
8 7 3 2 -0.0375874
8 7 3 3 -0.0719458
8 7 4 0 -0.0052269
8 7 4 1 -0.0206423
8 7 4 2 -0.0142676
8 7 4 3 -0.0109653
8 7 4 4 -0.0072454
8 7 5 0 -0.0020428
8 7 5 1 -0.0018033
8 7 5 2 0.0229319
8 7 5 3 0.0035291
8 7 5 4 -0.0019067
8 7 5 5 -0.0931701
8 7 6 0 0.0040543
8 7 6 1 -0.0142208
8 7 6 2 0.0087110
8 7 6 3 0.0129142
8 7 6 4 0.0043575
8 7 6 5 -0.0145741
8 7 6 6 0.0572339
8 7 7 0 0.0221392
8 7 7 1 0.0228815
8 7 7 2 -0.0246148
8 7 7 3 -0.0565707
8 7 7 4 -0.0435473
8 7 7 5 -0.0110996
8 7 7 6 0.0541641
8 7 7 7 0.0153222
8 7 8 0 0.0059547
8 7 8 1 0.0051763
8 7 8 2 0.0009667
8 7 8 3 -0.0331254
8 7 8 4 -0.0025710
8 7 8 5 0.0092136
8 7 8 6 -0.0072872
8 7 8 7 0.0913903
8 7 8 8 0.0499743
8 8 0 0 -0.6255490
8 8 1 0 0.0107078
8 8 1 1 -0.4096123
8 8 2 0 -0.0386431
8 8 2 1 -0.1728169
8 8 2 2 -0.0742671
8 8 3 0 -0.0018276
8 8 3 1 -0.0039887
8 8 3 2 0.0121438
8 8 3 3 -0.1703692
8 8 4 0 0.0213214
8 8 4 1 0.0806879
8 8 4 2 -0.0058558
8 8 4 3 0.0044702
8 8 4 4 -0.0664809
8 8 5 0 -0.0145321
8 8 5 1 -0.0641866
8 8 5 2 0.0104179
8 8 5 3 0.0332550
8 8 5 4 0.0002833
8 8 5 5 -0.5460732
8 8 6 0 -0.0066052
8 8 6 1 -0.0307937
8 8 6 2 0.0758954
8 8 6 3 -0.1145317
8 8 6 4 0.1459895
8 8 6 5 -0.0326964
8 8 6 6 -0.4254553
8 8 7 0 -0.0028537
8 8 7 1 -0.0096321
8 8 7 2 -0.0167639
8 8 7 3 -0.2293694
8 8 7 4 -0.0555949
8 8 7 5 0.0111658
8 8 7 6 0.0022733
8 8 7 7 -0.3740016
8 8 8 0 -0.0175456
8 8 8 1 -0.2133087
8 8 8 2 -0.0699082
8 8 8 3 0.0139705
8 8 8 4 0.0971530
8 8 8 5 0.0018200
8 8 8 6 -0.0966501
8 8 8 7 0.0499743
8 8 8 8 -0.2262179
9 0 0 0 0.0001592
9 0 1 0 0.0000307
9 0 1 1 0.0001802
9 0 2 0 -0.0000785
9 0 2 1 -0.0001632
9 0 2 2 -0.0000298
9 0 3 0 0.0002674
9 0 3 1 0.0005800
9 0 3 2 0.0001652
9 0 3 3 -0.0000101
9 0 4 0 -0.0003197
9 0 4 1 -0.0005340
9 0 4 2 -0.0000300
9 0 4 3 0.0000187
9 0 4 4 0.0002388
9 0 5 0 0.0000721
9 0 5 1 0.0000602
9 0 5 2 -0.0000167
9 0 5 3 0.0000408
9 0 5 4 -0.0001840
9 0 5 5 -0.0001187
9 0 6 0 -0.0004299
9 0 6 1 -0.0003739
9 0 6 2 -0.0001057
9 0 6 3 0.0000095
9 0 6 4 -0.0000403
9 0 6 5 -0.0001012
9 0 6 6 -0.0006214
9 0 7 0 -0.0003330
9 0 7 1 -0.0003510
9 0 7 2 0.0000437
9 0 7 3 -0.0000126
9 0 7 4 0.0003075
9 0 7 5 -0.0001455
9 0 7 6 -0.0001258
9 0 7 7 0.0001318
9 0 8 0 -0.0000322
9 0 8 1 0.0000537
9 0 8 2 -0.0001044
9 0 8 3 0.0003177
9 0 8 4 -0.0004424
9 0 8 5 0.0002066
9 0 8 6 -0.0005728
9 0 8 7 -0.0004280
9 0 8 8 -0.0001135
9 0 9 0 0.0000270
9 0 9 1 0.0000699
9 0 9 2 0.0000893
9 0 9 3 -0.0000007
9 0 9 4 -0.0000423
9 0 9 5 -0.0000389
9 0 9 6 -0.0000513
9 0 9 7 0.0000384
9 0 9 8 0.0005796
9 0 9 9 -0.0000000
9 1 0 0 -0.0061524
9 1 1 0 0.0001235
9 1 1 1 -0.0051590
9 1 2 0 -0.0002905
9 1 2 1 -0.0027704
9 1 2 2 -0.0029378
9 1 3 0 0.0012777
9 1 3 1 0.0106854
9 1 3 2 0.0042252
9 1 3 3 -0.0056959
9 1 4 0 -0.0014356
9 1 4 1 -0.0081150
9 1 4 2 -0.0024950
9 1 4 3 0.0022052
9 1 4 4 0.0012216
9 1 5 0 0.0003263
9 1 5 1 0.0008323
9 1 5 2 0.0012648
9 1 5 3 0.0013893
9 1 5 4 -0.0028575
9 1 5 5 0.0050422
9 1 6 0 -0.0017732
9 1 6 1 -0.0041350
9 1 6 2 0.0026868
9 1 6 3 -0.0057503
9 1 6 4 0.0041327
9 1 6 5 0.0002693
9 1 6 6 -0.0105966
9 1 7 0 -0.0014842
9 1 7 1 -0.0028023
9 1 7 2 -0.0000143
9 1 7 3 -0.0020493
9 1 7 4 0.0042177
9 1 7 5 -0.0025879
9 1 7 6 -0.0013204
9 1 7 7 0.0045578
9 1 8 0 -0.0001946
9 1 8 1 -0.0010395
9 1 8 2 -0.0016984
9 1 8 3 0.0051495
9 1 8 4 -0.0054664
9 1 8 5 0.0001492
9 1 8 6 -0.0101223
9 1 8 7 -0.0057927
9 1 8 8 -0.0000085
9 1 9 0 0.0000699
9 1 9 1 0.0063060
9 1 9 2 -0.0021593
9 1 9 3 -0.0004843
9 1 9 4 -0.0001309
9 1 9 5 0.0065831
9 1 9 6 0.0047505
9 1 9 7 -0.0028355
9 1 9 8 -0.0131443
9 1 9 9 0.0000002
9 2 0 0 -0.0040378
9 2 1 0 0.0000021
9 2 1 1 -0.0033417
9 2 2 0 0.0000339
9 2 2 1 -0.0002457
9 2 2 2 -0.0011016
9 2 3 0 0.0000146
9 2 3 1 0.0005546
9 2 3 2 0.0006545
9 2 3 3 -0.0020795
9 2 4 0 0.0000878
9 2 4 1 0.0004043
9 2 4 2 -0.0005111
9 2 4 3 0.0004119
9 2 4 4 -0.0009842
9 2 5 0 0.0000123
9 2 5 1 -0.0007662
9 2 5 2 0.0005242
9 2 5 3 0.0003863
9 2 5 4 -0.0003259
9 2 5 5 -0.0023338
9 2 6 0 0.0000708
9 2 6 1 -0.0000866
9 2 6 2 0.0019513
9 2 6 3 -0.0011253
9 2 6 4 0.0011244
9 2 6 5 -0.0005104
9 2 6 6 0.0004092
9 2 7 0 -0.0000469
9 2 7 1 0.0004659
9 2 7 2 0.0002068
9 2 7 3 -0.0010802
9 2 7 4 -0.0001934
9 2 7 5 -0.0004202
9 2 7 6 0.0002817
9 2 7 7 0.0012264
9 2 8 0 0.0000023
9 2 8 1 -0.0006635
9 2 8 2 0.0000728
9 2 8 3 -0.0008734
9 2 8 4 0.0022357
9 2 8 5 0.0020602
9 2 8 6 -0.0000284
9 2 8 7 0.0010040
9 2 8 8 -0.0008607
9 2 9 0 0.0000893
9 2 9 1 -0.0021593
9 2 9 2 0.0020217
9 2 9 3 -0.0001229
9 2 9 4 -0.0001366
9 2 9 5 -0.0028814
9 2 9 6 -0.0035213
9 2 9 7 0.0014522
9 2 9 8 0.0113309
9 2 9 9 -0.0000002
9 3 0 0 0.0171416
9 3 1 0 -0.0000344
9 3 1 1 0.0146528
9 3 2 0 -0.0000944
9 3 2 1 0.0012765
9 3 2 2 0.0046260
9 3 3 0 -0.0000892
9 3 3 1 -0.0010823
9 3 3 2 -0.0012407
9 3 3 3 0.0111554
9 3 4 0 0.0001550
9 3 4 1 0.0016074
9 3 4 2 0.0030363
9 3 4 3 -0.0007188
9 3 4 4 0.0024665
9 3 5 0 -0.0000474
9 3 5 1 0.0005441
9 3 5 2 -0.0024824
9 3 5 3 -0.0024950
9 3 5 4 0.0006070
9 3 5 5 -0.0012611
9 3 6 0 0.0000057
9 3 6 1 0.0015059
9 3 6 2 -0.0066359
9 3 6 3 0.0039857
9 3 6 4 -0.0050663
9 3 6 5 0.0003942
9 3 6 6 0.0011889
9 3 7 0 0.0001352
9 3 7 1 -0.0006709
9 3 7 2 0.0016988
9 3 7 3 0.0067321
9 3 7 4 0.0013453
9 3 7 5 0.0012568
9 3 7 6 -0.0031473
9 3 7 7 -0.0046574
9 3 8 0 0.0001027
9 3 8 1 0.0031318
9 3 8 2 0.0007479
9 3 8 3 -0.0006986
9 3 8 4 -0.0024704
9 3 8 5 -0.0006931
9 3 8 6 0.0048647
9 3 8 7 -0.0017128
9 3 8 8 0.0010686
9 3 9 0 -0.0000007
9 3 9 1 -0.0004843
9 3 9 2 -0.0001229
9 3 9 3 0.0006971
9 3 9 4 -0.0002771
9 3 9 5 -0.0018055
9 3 9 6 0.0010395
9 3 9 7 0.0006793
9 3 9 8 0.0006772
9 3 9 9 -0.0000000
9 4 0 0 -0.0103572
9 4 1 0 -0.0000223
9 4 1 1 -0.0092917
9 4 2 0 0.0001874
9 4 2 1 0.0003758
9 4 2 2 -0.0026399
9 4 3 0 -0.0001619
9 4 3 1 -0.0006267
9 4 3 2 0.0005022
9 4 3 3 -0.0060442
9 4 4 0 0.0002042
9 4 4 1 0.0004019
9 4 4 2 -0.0017310
9 4 4 3 0.0001603
9 4 4 4 -0.0019532
9 4 5 0 -0.0000239
9 4 5 1 -0.0010780
9 4 5 2 0.0025957
9 4 5 3 0.0001296
9 4 5 4 -0.0007876
9 4 5 5 -0.0063212
9 4 6 0 0.0003867
9 4 6 1 -0.0003096
9 4 6 2 0.0043680
9 4 6 3 -0.0020321
9 4 6 4 0.0027973
9 4 6 5 -0.0000989
9 4 6 6 0.0013509
9 4 7 0 0.0001470
9 4 7 1 0.0010063
9 4 7 2 -0.0008592
9 4 7 3 -0.0038210
9 4 7 4 -0.0016302
9 4 7 5 -0.0017022
9 4 7 6 0.0016592
9 4 7 7 0.0022827
9 4 8 0 -0.0000580
9 4 8 1 -0.0020884
9 4 8 2 0.0001228
9 4 8 3 -0.0000683
9 4 8 4 0.0023867
9 4 8 5 0.0022165
9 4 8 6 -0.0019565
9 4 8 7 0.0024895
9 4 8 8 0.0017687
9 4 9 0 -0.0000423
9 4 9 1 -0.0001309
9 4 9 2 -0.0001366
9 4 9 3 -0.0002771
9 4 9 4 0.0005017
9 4 9 5 0.0039651
9 4 9 6 -0.0009011
9 4 9 7 0.0003374
9 4 9 8 -0.0014173
9 4 9 9 0.0000000
9 5 0 0 -0.0827007
9 5 1 0 -0.0000047
9 5 1 1 -0.0759361
9 5 2 0 0.0011075
9 5 2 1 0.0022133
9 5 2 2 -0.0220269
9 5 3 0 0.0003770
9 5 3 1 0.0006787
9 5 3 2 0.0037328
9 5 3 3 -0.0537417
9 5 4 0 -0.0012493
9 5 4 1 -0.0106634
9 5 4 2 -0.0151912
9 5 4 3 -0.0008193
9 5 4 4 -0.0106403
9 5 5 0 0.0002602
9 5 5 1 -0.0088895
9 5 5 2 0.0278608
9 5 5 3 -0.0027051
9 5 5 4 -0.0141201
9 5 5 5 -0.0883396
9 5 6 0 0.0001269
9 5 6 1 -0.0099637
9 5 6 2 0.0337179
9 5 6 3 -0.0136690
9 5 6 4 0.0202787
9 5 6 5 -0.0040347
9 5 6 6 -0.0008808
9 5 7 0 -0.0006870
9 5 7 1 0.0001100
9 5 7 2 -0.0081442
9 5 7 3 -0.0370343
9 5 7 4 -0.0112605
9 5 7 5 -0.0230458
9 5 7 6 0.0135428
9 5 7 7 0.0191947
9 5 8 0 -0.0009532
9 5 8 1 -0.0168039
9 5 8 2 0.0000670
9 5 8 3 0.0056706
9 5 8 4 0.0087751
9 5 8 5 0.0295139
9 5 8 6 -0.0277139
9 5 8 7 0.0205546
9 5 8 8 0.0218349
9 5 9 0 -0.0000389
9 5 9 1 0.0065831
9 5 9 2 -0.0028814
9 5 9 3 -0.0018055
9 5 9 4 0.0039651
9 5 9 5 0.0557427
9 5 9 6 -0.0022178
9 5 9 7 0.0040543
9 5 9 8 -0.0164955
9 5 9 9 0.0000002
9 6 0 0 0.0346092
9 6 1 0 0.0000436
9 6 1 1 0.0302354
9 6 2 0 -0.0005191
9 6 2 1 -0.0001032
9 6 2 2 0.0087983
9 6 3 0 0.0004996
9 6 3 1 0.0018956
9 6 3 2 -0.0018093
9 6 3 3 0.0200185
9 6 4 0 -0.0007336
9 6 4 1 -0.0021262
9 6 4 2 0.0053138
9 6 4 3 -0.0009189
9 6 4 4 0.0069218
9 6 5 0 0.0000664
9 6 5 1 0.0037047
9 6 5 2 -0.0068304
9 6 5 3 -0.0021162
9 6 5 4 0.0017222
9 6 5 5 0.0154823
9 6 6 0 -0.0012079
9 6 6 1 0.0007375
9 6 6 2 -0.0146053
9 6 6 3 0.0067268
9 6 6 4 -0.0091328
9 6 6 5 0.0013214
9 6 6 6 -0.0046462
9 6 7 0 -0.0004392
9 6 7 1 -0.0036008
9 6 7 2 0.0022899
9 6 7 3 0.0124194
9 6 7 4 0.0050227
9 6 7 5 0.0039741
9 6 7 6 -0.0056995
9 6 7 7 -0.0080307
9 6 8 0 0.0001231
9 6 8 1 0.0065814
9 6 8 2 -0.0002529
9 6 8 3 0.0022242
9 6 8 4 -0.0106526
9 6 8 5 -0.0077708
9 6 8 6 0.0044175
9 6 8 7 -0.0084915
9 6 8 8 -0.0012066
9 6 9 0 -0.0000513
9 6 9 1 0.0047505
9 6 9 2 -0.0035213
9 6 9 3 0.0010395
9 6 9 4 -0.0009011
9 6 9 5 -0.0022178
9 6 9 6 0.0089886
9 6 9 7 -0.0031253
9 6 9 8 -0.0180724
9 6 9 9 0.0000003
9 7 0 0 0.0072048
9 7 1 0 -0.0000897
9 7 1 1 0.0051836
9 7 2 0 0.0001998
9 7 2 1 0.0028996
9 7 2 2 0.0022681
9 7 3 0 -0.0003788
9 7 3 1 -0.0032143
9 7 3 2 -0.0012605
9 7 3 3 0.0058808
9 7 4 0 0.0005015
9 7 4 1 0.0029338
9 7 4 2 0.0016569
9 7 4 3 -0.0011877
9 7 4 4 0.0002542
9 7 5 0 -0.0000945
9 7 5 1 -0.0019093
9 7 5 2 0.0018987
9 7 5 3 -0.0043495
9 7 5 4 -0.0014543
9 7 5 5 -0.0220818
9 7 6 0 0.0006085
9 7 6 1 0.0013905
9 7 6 2 -0.0020058
9 7 6 3 0.0032264
9 7 6 4 -0.0033352
9 7 6 5 -0.0005322
9 7 6 6 0.0046540
9 7 7 0 0.0004040
9 7 7 1 0.0003625
9 7 7 2 0.0012837
9 7 7 3 0.0026990
9 7 7 4 -0.0012521
9 7 7 5 -0.0023714
9 7 7 6 -0.0017716
9 7 7 7 -0.0030851
9 7 8 0 0.0000255
9 7 8 1 0.0009959
9 7 8 2 0.0016700
9 7 8 3 -0.0019622
9 7 8 4 0.0015321
9 7 8 5 0.0065211
9 7 8 6 0.0043197
9 7 8 7 0.0035706
9 7 8 8 0.0053799
9 7 9 0 0.0000384
9 7 9 1 -0.0028355
9 7 9 2 0.0014522
9 7 9 3 0.0006793
9 7 9 4 0.0003374
9 7 9 5 0.0040543
9 7 9 6 -0.0031253
9 7 9 7 0.0037101
9 7 9 8 0.0102522
9 7 9 9 -0.0000002
9 8 0 0 0.0082684
9 8 1 0 -0.0000087
9 8 1 1 0.0073242
9 8 2 0 -0.0000472
9 8 2 1 0.0010096
9 8 2 2 0.0027935
9 8 3 0 -0.0002323
9 8 3 1 -0.0049101
9 8 3 2 -0.0025766
9 8 3 3 0.0058813
9 8 4 0 0.0002337
9 8 4 1 0.0032037
9 8 4 2 0.0030592
9 8 4 3 -0.0018020
9 8 4 4 0.0002784
9 8 5 0 -0.0000370
9 8 5 1 -0.0027816
9 8 5 2 -0.0001717
9 8 5 3 -0.0021405
9 8 5 4 -0.0010608
9 8 5 5 -0.0246839
9 8 6 0 0.0001475
9 8 6 1 0.0010832
9 8 6 2 -0.0028236
9 8 6 3 0.0061932
9 8 6 4 -0.0058176
9 8 6 5 -0.0042447
9 8 6 6 0.0051679
9 8 7 0 0.0002463
9 8 7 1 -0.0005830
9 8 7 2 0.0021753
9 8 7 3 0.0016151
9 8 7 4 -0.0014354
9 8 7 5 -0.0007701
9 8 7 6 -0.0006640
9 8 7 7 -0.0032045
9 8 8 0 0.0000946
9 8 8 1 0.0020390
9 8 8 2 0.0016991
9 8 8 3 -0.0067214
9 8 8 4 0.0069758
9 8 8 5 0.0120627
9 8 8 6 0.0089803
9 8 8 7 0.0069280
9 8 8 8 -0.0029176
9 8 9 0 0.0005796
9 8 9 1 -0.0131443
9 8 9 2 0.0113309
9 8 9 3 0.0006772
9 8 9 4 -0.0014173
9 8 9 5 -0.0164955
9 8 9 6 -0.0180724
9 8 9 7 0.0102522
9 8 9 8 0.0692823
9 8 9 9 -0.0000009
9 9 0 0 -0.0000000
9 9 1 0 0.0000000
9 9 1 1 -0.0000000
9 9 2 0 -0.0000000
9 9 2 1 -0.0000000
9 9 2 2 -0.0000000
9 9 3 0 0.0000000
9 9 3 1 0.0000002
9 9 3 2 0.0000001
9 9 3 3 -0.0000001
9 9 4 0 -0.0000000
9 9 4 1 -0.0000001
9 9 4 2 -0.0000000
9 9 4 3 0.0000000
9 9 4 4 0.0000000
9 9 5 0 0.0000000
9 9 5 1 0.0000001
9 9 5 2 -0.0000000
9 9 5 3 0.0000000
9 9 5 4 -0.0000000
9 9 5 5 0.0000004
9 9 6 0 -0.0000000
9 9 6 1 -0.0000001
9 9 6 2 0.0000000
9 9 6 3 -0.0000001
9 9 6 4 0.0000001
9 9 6 5 0.0000000
9 9 6 6 -0.0000002
9 9 7 0 -0.0000000
9 9 7 1 -0.0000000
9 9 7 2 -0.0000000
9 9 7 3 0.0000000
9 9 7 4 0.0000001
9 9 7 5 0.0000000
9 9 7 6 -0.0000000
9 9 7 7 0.0000001
9 9 8 0 -0.0000000
9 9 8 1 -0.0000000
9 9 8 2 -0.0000000
9 9 8 3 0.0000001
9 9 8 4 -0.0000002
9 9 8 5 -0.0000002
9 9 8 6 -0.0000002
9 9 8 7 -0.0000002
9 9 8 8 0.0000000
9 9 9 0 -0.0000000
9 9 9 1 0.0000002
9 9 9 2 -0.0000002
9 9 9 3 -0.0000000
9 9 9 4 0.0000000
9 9 9 5 0.0000002
9 9 9 6 0.0000003
9 9 9 7 -0.0000002
9 9 9 8 -0.0000009
9 9 9 9 0.0000000
10 0 0 0 0.0002207
10 0 1 0 0.0000395
10 0 1 1 0.0002381
10 0 2 0 -0.0000571
10 0 2 1 -0.0001266
10 0 2 2 0.0000262
10 0 3 0 -0.0002310
10 0 3 1 -0.0004855
10 0 3 2 -0.0001258
10 0 3 3 -0.0000546
10 0 4 0 -0.0004129
10 0 4 1 -0.0006694
10 0 4 2 -0.0000374
10 0 4 3 0.0000151
10 0 4 4 0.0003442
10 0 5 0 -0.0000627
10 0 5 1 0.0000355
10 0 5 2 -0.0001449
10 0 5 3 0.0000240
10 0 5 4 -0.0000116
10 0 5 5 0.0003856
10 0 6 0 -0.0000974
10 0 6 1 -0.0000296
10 0 6 2 -0.0001324
10 0 6 3 -0.0000769
10 0 6 4 -0.0003418
10 0 6 5 -0.0000585
10 0 6 6 -0.0001743
10 0 7 0 0.0004588
10 0 7 1 0.0004399
10 0 7 2 0.0000432
10 0 7 3 -0.0000310
10 0 7 4 -0.0000875
10 0 7 5 0.0002543
10 0 7 6 0.0003464
10 0 7 7 -0.0002476
10 0 8 0 -0.0000844
10 0 8 1 0.0000122
10 0 8 2 -0.0000580
10 0 8 3 -0.0002968
10 0 8 4 -0.0005892
10 0 8 5 -0.0004090
10 0 8 6 -0.0001507
10 0 8 7 0.0005425
10 0 8 8 -0.0002034
10 0 9 0 0.0000002
10 0 9 1 -0.0000041
10 0 9 2 0.0000000
10 0 9 3 -0.0000043
10 0 9 4 -0.0000136
10 0 9 5 -0.0001441
10 0 9 6 0.0000213
10 0 9 7 -0.0000367
10 0 9 8 0.0000082
10 0 9 9 0.0000000
10 0 10 0 0.0000271
10 0 10 1 0.0000774
10 0 10 2 0.0000742
10 0 10 3 0.0000186
10 0 10 4 -0.0000285
10 0 10 5 0.0002283
10 0 10 6 -0.0000390
10 0 10 7 0.0001046
10 0 10 8 0.0005602
10 0 10 9 -0.0000000
10 0 10 10 -0.0000000
10 1 0 0 -0.0017107
10 1 1 0 0.0001633
10 1 1 1 -0.0012531
