NELEC	10
ENUC	11.406077
NBASIS	13

OEI
2.489683	
652.885352	21853.444877	
222.501863	7171.174569	8116.007367	
222.502160	7171.185723	-491.325110	8116.014429	
2 2 2 0 0.0005424
2 2 2 1 0.0162491
2 2 2 2 0.0419117
3 0 0 0 -0.0074152
3 0 1 0 0.0004928
3 0 1 1 -0.0020387
3 0 2 0 -0.0001633
3 0 2 1 -0.0002956
3 0 2 2 -0.0006299
3 0 3 0 0.0073469
3 0 3 1 0.0114752
3 0 3 2 0.0038224
3 0 3 3 0.0003344
3 1 0 0 -0.0046094
3 1 1 0 0.0000156
3 1 1 1 -0.0017575
3 1 2 0 -0.0001641
3 1 2 1 -0.0011772
3 1 2 2 -0.0040147
3 1 3 0 0.0114752
3 1 3 1 0.0740685
3 1 3 2 0.0359502
3 1 3 3 0.0113781
3 2 0 0 -0.0117659
3 2 1 0 -0.0000237
3 2 1 1 -0.0095898
3 2 2 0 -0.0001421
3 2 2 1 -0.0037714
3 2 2 2 -0.0078837
3 2 3 0 0.0038224
3 2 3 1 0.0359502
3 2 3 2 0.0246863
3 2 3 3 -0.0057974
3 3 0 0 0.2167731
3 3 1 0 0.0011543
3 3 1 1 0.1851562
3 3 2 0 -0.0019002
3 3 2 1 0.0337727
3 3 2 2 0.0855732
3 3 3 0 0.0003344
3 3 3 1 0.0113781
3 3 3 2 -0.0057974
3 3 3 3 0.2157284
4 0 0 0 0.0170562
4 0 1 0 -0.0024652
4 0 1 1 0.0023092
4 0 2 0 -0.0016752
4 0 2 1 -0.0001231
4 0 2 2 0.0012518
4 0 3 0 0.0002908
4 0 3 1 0.0003917
4 0 3 2 -0.0002674
4 0 3 3 0.0040065
4 0 4 0 0.0183997
4 0 4 1 0.0201142
4 0 4 2 0.0038388
4 0 4 3 -0.0003636
4 0 4 4 -0.0098417
4 1 0 0 0.0429289
4 1 1 0 -0.0027544
4 1 1 1 0.0261649
4 1 2 0 0.0014480
4 1 2 1 0.0107043
4 1 2 2 0.0143539
4 1 3 0 0.0005432
4 1 3 1 0.0018132
4 1 3 2 -0.0028489
4 1 3 3 0.0384426
4 1 4 0 0.0201142
4 1 4 1 0.0825968
4 1 4 2 0.0197743
4 1 4 3 -0.0022747
4 1 4 4 -0.0268590
4 2 0 0 0.0802741
4 2 1 0 -0.0002481
4 2 1 1 0.0626996
4 2 2 0 -0.0027915
4 2 2 1 0.0015107
4 2 2 2 0.0235702
4 2 3 0 -0.0002515
4 2 3 1 -0.0017245
4 2 3 2 -0.0048765
4 2 3 3 0.0566770
4 2 4 0 0.0038388
4 2 4 1 0.0197743
4 2 4 2 0.0197231
4 2 4 3 -0.0018505
4 2 4 4 0.0094280
4 3 0 0 0.0031411
4 3 1 0 -0.0000225
4 3 1 1 0.0023973
4 3 2 0 -0.0002267
4 3 2 1 -0.0026967
4 3 2 2 -0.0027112
4 3 3 0 0.0000674
4 3 3 1 0.0169302
4 3 3 2 0.0139338
4 3 3 3 0.0016076
4 3 4 0 -0.0003636
4 3 4 1 -0.0022747
4 3 4 2 -0.0018505
4 3 4 3 0.0128851
4 3 4 4 -0.0010564
4 4 0 0 0.0681125
4 4 1 0 0.0011673
4 4 1 1 0.0594292
4 4 2 0 0.0001032
4 4 2 1 0.0112696
4 4 2 2 0.0216776
4 4 3 0 -0.0005133
4 4 3 1 -0.0023171
4 4 3 2 -0.0039746
4 4 3 3 0.0491882
4 4 4 0 -0.0098417
4 4 4 1 -0.0268590
4 4 4 2 0.0094280
4 4 4 3 -0.0010564
4 4 4 4 0.0300190
5 0 0 0 -0.0460793
5 0 1 0 0.0030325
5 0 1 1 -0.0127513
5 0 2 0 0.0000256
5 0 2 1 -0.0013905
5 0 2 2 -0.0015480
5 0 3 0 0.0019757
5 0 3 1 0.0032309
5 0 3 2 0.0012600
5 0 3 3 -0.0033423
5 0 4 0 -0.0006744
5 0 4 1 0.0012038
5 0 4 2 -0.0007886
5 0 4 3 0.0000573
5 0 4 4 -0.0009091
5 0 5 0 0.0003037
5 0 5 1 -0.0017229
5 0 5 2 0.0008646
5 0 5 3 0.0013614
5 0 5 4 -0.0003889
5 0 5 5 -0.0094427
5 1 0 0 -0.0344324
5 1 1 0 0.0012182
5 1 1 1 -0.0154594
5 1 2 0 -0.0022991
5 1 2 1 -0.0088615
5 1 2 2 0.0013877
5 1 3 0 0.0013144
5 1 3 1 0.0124354
5 1 3 2 0.0041423
5 1 3 3 0.0028099
5 1 4 0 0.0001050
5 1 4 1 0.0021354
5 1 4 2 0.0018657
5 1 4 3 0.0006189
5 1 4 4 0.0016105
5 1 5 0 -0.0017229
5 1 5 1 -0.0103002
5 1 5 2 -0.0084604
5 1 5 3 0.0028727
5 1 5 4 0.0025039
5 1 5 5 -0.0273617
5 2 0 0 -0.0860283
5 2 1 0 -0.0000326
5 2 1 1 -0.0690795
5 2 2 0 0.0044886
5 2 2 1 0.0180848
5 2 2 2 -0.0202318
5 2 3 0 0.0002668
5 2 3 1 0.0007062
5 2 3 2 0.0007100
5 2 3 3 -0.0438984
5 2 4 0 -0.0011468
5 2 4 1 -0.0061595
5 2 4 2 -0.0155599
5 2 4 3 -0.0023943
5 2 4 4 -0.0100035
5 2 5 0 0.0008646
5 2 5 1 -0.0084604
5 2 5 2 0.0274966
5 2 5 3 0.0032341
5 2 5 4 -0.0096220
5 2 5 5 0.0042659
5 3 0 0 -0.0070201
5 3 1 0 -0.0006675
5 3 1 1 -0.0073532
5 3 2 0 0.0010836
5 3 2 1 -0.0011405
5 3 2 2 -0.0117561
5 3 3 0 0.0010448
5 3 3 1 0.0006215
5 3 3 2 -0.0004984
5 3 3 3 -0.0289691
5 3 4 0 -0.0009449
5 3 4 1 -0.0078789
5 3 4 2 -0.0086537
5 3 4 3 -0.0019891
5 3 4 4 -0.0071059
5 3 5 0 0.0013614
5 3 5 1 0.0028727
5 3 5 2 0.0032341
5 3 5 3 0.0028305
5 3 5 4 0.0002507
5 3 5 5 0.0086073
5 4 0 0 0.0239710
5 4 1 0 -0.0004588
5 4 1 1 0.0159935
5 4 2 0 -0.0011723
5 4 2 1 -0.0075470
5 4 2 2 0.0045341
5 4 3 0 -0.0012106
5 4 3 1 -0.0101563
5 4 3 2 -0.0061522
5 4 3 3 0.0066090
5 4 4 0 0.0038598
5 4 4 1 0.0126134
5 4 4 2 0.0051276
5 4 4 3 -0.0038774
5 4 4 4 -0.0035802
5 4 5 0 -0.0003889
5 4 5 1 0.0025039
5 4 5 2 -0.0096220
5 4 5 3 0.0002507
5 4 5 4 0.0073132
5 4 5 5 -0.0238403
5 5 0 0 -0.3227507
5 5 1 0 0.0064374
5 5 1 1 -0.2309817
5 5 2 0 -0.0116657
5 5 2 1 -0.0597970
5 5 2 2 -0.0344282
5 5 3 0 0.0010384
5 5 3 1 0.0077258
5 5 3 2 0.0030688
5 5 3 3 -0.0577498
5 5 4 0 0.0044712
5 5 4 1 0.0321956
5 5 4 2 0.0004742
5 5 4 3 0.0050740
5 5 4 4 -0.0148528
5 5 5 0 -0.0094427
5 5 5 1 -0.0273617
5 5 5 2 0.0042659
5 5 5 3 0.0086073
5 5 5 4 -0.0238403
5 5 5 5 -0.9790983
6 0 0 0 0.0169283
6 0 1 0 -0.0033264
6 0 1 1 0.0036580
6 0 2 0 0.0116987
6 0 2 1 0.0132075
6 0 2 2 0.0040050
6 0 3 0 -0.0049313
6 0 3 1 -0.0083718
6 0 3 2 -0.0033588
6 0 3 3 0.0047889
6 0 4 0 0.0069005
6 0 4 1 0.0084927
6 0 4 2 -0.0003261
6 0 4 3 -0.0005330
6 0 4 4 -0.0029765
6 0 5 0 0.0008981
6 0 5 1 -0.0003387
6 0 5 2 0.0033908
6 0 5 3 -0.0021428
6 0 5 4 0.0013394
6 0 5 5 0.0023662
6 0 6 0 0.0152405
6 0 6 1 0.0089744
6 0 6 2 0.0041102
6 0 6 3 0.0033564
6 0 6 4 -0.0037396
6 0 6 5 0.0026927
6 0 6 6 0.0214022
6 1 0 0 0.1221519
6 1 1 0 0.0001881
6 1 1 1 0.1047559
6 1 2 0 0.0043776
6 1 2 1 0.0395187
6 1 2 2 0.0383832
6 1 3 0 -0.0045419
6 1 3 1 -0.0311319
6 1 3 2 -0.0161855
6 1 3 3 0.0680159
6 1 4 0 0.0049623
6 1 4 1 0.0182837
6 1 4 2 0.0154463
6 1 4 3 -0.0029652
6 1 4 4 0.0107810
6 1 5 0 -0.0019868
6 1 5 1 0.0081110
6 1 5 2 -0.0067548
6 1 5 3 -0.0203628
6 1 5 4 0.0074236
6 1 5 5 0.0015306
6 1 6 0 0.0089744
6 1 6 1 -0.0149733
6 1 6 2 -0.0528984
6 1 6 3 0.0532871
6 1 6 4 -0.0395841
6 1 6 5 -0.0171418
6 1 6 6 0.1323741
6 2 0 0 -0.0762122
6 2 1 0 -0.0018837
6 2 1 1 -0.0668762
6 2 2 0 0.0107851
6 2 2 1 0.0347043
6 2 2 2 -0.0350527
6 2 3 0 0.0007094
6 2 3 1 0.0018923
6 2 3 2 0.0079424
6 2 3 3 -0.0771533
6 2 4 0 -0.0021618
6 2 4 1 -0.0169442
6 2 4 2 -0.0313641
6 2 4 3 0.0027953
6 2 4 4 -0.0204503
6 2 5 0 0.0036557
6 2 5 1 0.0057025
6 2 5 2 0.0382567
6 2 5 3 0.0036502
6 2 5 4 -0.0103500
6 2 5 5 0.0687668
6 2 6 0 0.0041102
6 2 6 1 -0.0528984
6 2 6 2 0.0401592
6 2 6 3 0.0124297
6 2 6 4 0.0182761
6 2 6 5 -0.0106120
6 2 6 6 0.2013329
6 3 0 0 -0.0401561
6 3 1 0 0.0017599
6 3 1 1 -0.0224304
6 3 2 0 -0.0024112
6 3 2 1 -0.0041709
6 3 2 2 0.0138780
6 3 3 0 0.0007003
6 3 3 1 -0.0098563
6 3 3 2 -0.0144191
6 3 3 3 0.0271601
6 3 4 0 0.0022833
6 3 4 1 0.0174563
6 3 4 2 0.0132287
6 3 4 3 -0.0133025
6 3 4 4 0.0083355
6 3 5 0 -0.0025377
6 3 5 1 -0.0159252
6 3 5 2 -0.0091070
6 3 5 3 0.0052307
6 3 5 4 0.0050111
6 3 5 5 -0.0661500
6 3 6 0 0.0033564
6 3 6 1 0.0532871
6 3 6 2 0.0124297
6 3 6 3 -0.0145368
6 3 6 4 -0.0079719
6 3 6 5 0.0206719
6 3 6 6 -0.1978944
6 4 0 0 -0.0562426
6 4 1 0 -0.0020934
6 4 1 1 -0.0560676
6 4 2 0 -0.0007367
6 4 2 1 -0.0214425
6 4 2 2 -0.0358177
6 4 3 0 0.0030049
6 4 3 1 0.0174875
6 4 3 2 0.0141471
6 4 3 3 -0.0792832
6 4 4 0 0.0062545
6 4 4 1 0.0068505
6 4 4 2 -0.0206936
6 4 4 3 0.0076773
6 4 4 4 -0.0356866
6 4 5 0 0.0031943
6 4 5 1 0.0058672
6 4 5 2 0.0126681
6 4 5 3 0.0085152
6 4 5 4 -0.0002790
6 4 5 5 0.0585358
6 4 6 0 -0.0037396
6 4 6 1 -0.0395841
6 4 6 2 0.0182761
6 4 6 3 -0.0079719
6 4 6 4 0.0499902
6 4 6 5 -0.0100129
6 4 6 6 0.1251930
6 5 0 0 -0.0023181
6 5 1 0 0.0001919
6 5 1 1 0.0084392
6 5 2 0 0.0021037
6 5 2 1 0.0168726
6 5 2 2 0.0076617
6 5 3 0 0.0001488
6 5 3 1 -0.0041538
6 5 3 2 -0.0051384
6 5 3 3 0.0221819
6 5 4 0 0.0018780
6 5 4 1 0.0113657
6 5 4 2 0.0037970
6 5 4 3 -0.0020414
6 5 4 4 0.0013215
6 5 5 0 -0.0002405
6 5 5 1 0.0025197
6 5 5 2 0.0041748
6 5 5 3 -0.0019892
6 5 5 4 0.0028752
6 5 5 5 0.0234093
6 5 6 0 0.0026927
6 5 6 1 -0.0171418
6 5 6 2 -0.0106120
6 5 6 3 0.0206719
6 5 6 4 -0.0100129
6 5 6 5 -0.0045395
6 5 6 6 0.0413927
6 6 0 0 -0.5959596
6 6 1 0 0.0093887
6 6 1 1 -0.4313141
6 6 2 0 -0.0086544
6 6 2 1 -0.0826935
6 6 2 2 -0.0719941
6 6 3 0 -0.0053279
6 6 3 1 0.0163534
6 6 3 2 0.0270869
6 6 3 3 -0.1567520
6 6 4 0 0.0113158
6 6 4 1 0.0462638
6 6 4 2 -0.0274908
6 6 4 3 0.0137454
6 6 4 4 -0.0448334
6 6 5 0 -0.0122735
6 6 5 1 -0.0743108
6 6 5 2 0.0164880
6 6 5 3 0.0566360
6 6 5 4 -0.0020442
6 6 5 5 -0.3487001
6 6 6 0 0.0214022
6 6 6 1 0.1323741
6 6 6 2 0.2013329
6 6 6 3 -0.1978944
6 6 6 4 0.1251930
6 6 6 5 0.0413927
6 6 6 6 -0.6518978
7 0 0 0 -0.0273225
7 0 1 0 0.0029028
7 0 1 1 -0.0073449
7 0 2 0 -0.0055983
7 0 2 1 -0.0065883
7 0 2 2 -0.0015996
7 0 3 0 -0.0123891
7 0 3 1 -0.0188649
7 0 3 2 -0.0059737
7 0 3 3 -0.0052536
7 0 4 0 -0.0029557
7 0 4 1 -0.0026775
7 0 4 2 0.0003933
7 0 4 3 0.0002723
7 0 4 4 0.0010975
7 0 5 0 -0.0044508
7 0 5 1 -0.0020409
7 0 5 2 -0.0010303
7 0 5 3 -0.0000891
7 0 5 4 0.0016698
7 0 5 5 -0.0104916
7 0 6 0 0.0043441
7 0 6 1 0.0011194
7 0 6 2 -0.0018770
7 0 6 3 -0.0031707
7 0 6 4 -0.0015557
7 0 6 5 -0.0023538
7 0 6 6 -0.0041929
7 0 7 0 0.0198385
7 0 7 1 0.0117076
7 0 7 2 -0.0001764
7 0 7 3 -0.0064199
7 0 7 4 -0.0078946
7 0 7 5 0.0061429
7 0 7 6 0.0088928
7 0 7 7 -0.0144019
7 1 0 0 -0.0837674
7 1 1 0 0.0004041
7 1 1 1 -0.0673049
7 1 2 0 -0.0028578
7 1 2 1 -0.0209026
7 1 2 2 -0.0159336
7 1 3 0 -0.0096842
7 1 3 1 -0.0663213
7 1 3 2 -0.0234099
7 1 3 3 -0.0419927
7 1 4 0 -0.0017476
7 1 4 1 -0.0035698
7 1 4 2 -0.0052947
7 1 4 3 -0.0020143
7 1 4 4 -0.0051369
7 1 5 0 -0.0017092
7 1 5 1 0.0144891
7 1 5 2 0.0138606
7 1 5 3 0.0131821
7 1 5 4 0.0032286
7 1 5 5 -0.0531002
7 1 6 0 0.0018526
7 1 6 1 -0.0216297
7 1 6 2 0.0014662
7 1 6 3 0.0161248
7 1 6 4 0.0054072
7 1 6 5 -0.0165191
7 1 6 6 0.0432690
7 1 7 0 0.0117076
7 1 7 1 -0.0453610
7 1 7 2 -0.0398440
7 1 7 3 -0.0718981
7 1 7 4 -0.0289164
7 1 7 5 0.0331542
7 1 7 6 0.0704617
7 1 7 7 -0.1605702
7 2 0 0 0.0169912
7 2 1 0 0.0007346
7 2 1 1 0.0154663
7 2 2 0 -0.0039706
7 2 2 1 -0.0134103
7 2 2 2 0.0087591
7 2 3 0 -0.0006782
7 2 3 1 -0.0032453
7 2 3 2 0.0026887
7 2 3 3 0.0216995
7 2 4 0 0.0005193
7 2 4 1 0.0048187
7 2 4 2 0.0087128
7 2 4 3 0.0047121
7 2 4 4 0.0052724
7 2 5 0 -0.0009623
7 2 5 1 0.0078254
7 2 5 2 -0.0075049
7 2 5 3 -0.0011484
7 2 5 4 0.0011350
7 2 5 5 -0.0417064
7 2 6 0 -0.0023410
7 2 6 1 -0.0049280
7 2 6 2 -0.0192084
7 2 6 3 0.0074611
7 2 6 4 -0.0042040
7 2 6 5 -0.0099355
7 2 6 6 -0.0047451
7 2 7 0 -0.0001764
7 2 7 1 -0.0398440
7 2 7 2 -0.0060621
7 2 7 3 -0.0113624
7 2 7 4 0.0035917
7 2 7 5 0.0229722
7 2 7 6 0.0201027
7 2 7 7 -0.1242324
7 3 0 0 -0.0463213
7 3 1 0 0.0037161
7 3 1 1 -0.0174869
7 3 2 0 -0.0063033
7 3 2 1 -0.0153176
7 3 2 2 0.0303222
7 3 3 0 -0.0004465
7 3 3 1 0.0086700
7 3 3 2 0.0040161
7 3 3 3 0.0805045
7 3 4 0 0.0039828
7 3 4 1 0.0331117
7 3 4 2 0.0282984
7 3 4 3 0.0087738
7 3 4 4 0.0193949
7 3 5 0 -0.0051784
7 3 5 1 -0.0030381
7 3 5 2 -0.0198724
7 3 5 3 0.0045889
7 3 5 4 0.0026445
7 3 5 5 -0.1577308
7 3 6 0 0.0048802
7 3 6 1 0.0563597
7 3 6 2 -0.0042676
7 3 6 3 -0.0252421
7 3 6 4 -0.0125481
7 3 6 5 0.0110828
7 3 6 6 -0.2403886
7 3 7 0 -0.0064199
7 3 7 1 -0.0718981
7 3 7 2 -0.0113624
7 3 7 3 -0.0471114
7 3 7 4 0.0203444
7 3 7 5 0.0745318
7 3 7 6 -0.0515581
7 3 7 7 -0.4153324
7 4 0 0 0.0441064
7 4 1 0 0.0006624
7 4 1 1 0.0391309
7 4 2 0 0.0001605
7 4 2 1 0.0081254
7 4 2 2 0.0152189
7 4 3 0 0.0046547
7 4 3 1 0.0327691
7 4 3 2 0.0147748
7 4 3 3 0.0463570
7 4 4 0 -0.0023316
7 4 4 1 -0.0023119
7 4 4 2 0.0088863
7 4 4 3 0.0121692
7 4 4 4 0.0144895
7 4 5 0 0.0002863
7 4 5 1 0.0040447
7 4 5 2 -0.0086329
7 4 5 3 -0.0058412
7 4 5 4 -0.0061866
7 4 5 5 -0.0160698
7 4 6 0 -0.0027639
7 4 6 1 0.0028936
7 4 6 2 -0.0121255
7 4 6 3 -0.0018070
7 4 6 4 -0.0116822
7 4 6 5 0.0010690
7 4 6 6 -0.0265232
7 4 7 0 -0.0078946
7 4 7 1 -0.0289164
7 4 7 2 0.0035917
7 4 7 3 0.0203444
7 4 7 4 0.0290488
7 4 7 5 0.0089410
7 4 7 6 -0.0108214
7 4 7 7 -0.0801699
7 5 0 0 0.1629901
7 5 1 0 -0.0017445
7 5 1 1 0.1194539
7 5 2 0 0.0011647
7 5 2 1 0.0186656
7 5 2 2 0.0247649
7 5 3 0 -0.0024943
7 5 3 1 -0.0058268
7 5 3 2 -0.0041152
7 5 3 3 0.0643385
7 5 4 0 -0.0010244
7 5 4 1 -0.0038556
7 5 4 2 0.0136985
7 5 4 3 -0.0011194
7 5 4 4 0.0146975
7 5 5 0 0.0001497
7 5 5 1 0.0009186
7 5 5 2 -0.0156633
7 5 5 3 -0.0302110
7 5 5 4 -0.0058894
7 5 5 5 -0.1518351
7 5 6 0 -0.0008342
7 5 6 1 -0.0015021
7 5 6 2 -0.0424588
7 5 6 3 0.0241944
7 5 6 4 -0.0334210
7 5 6 5 0.0086073
7 5 6 6 0.0659044
7 5 7 0 0.0061429
7 5 7 1 0.0331542
7 5 7 2 0.0229722
7 5 7 3 0.0745318
7 5 7 4 0.0089410
7 5 7 5 -0.0712925
7 5 7 6 -0.0099650
7 5 7 7 0.0859745
7 6 0 0 -0.1567669
7 6 1 0 0.0010660
7 6 1 1 -0.1237870
7 6 2 0 -0.0042489
7 6 2 1 -0.0384896
7 6 2 2 -0.0400748
7 6 3 0 -0.0038536
7 6 3 1 0.0081047
7 6 3 2 0.0170505
7 6 3 3 -0.0981332
7 6 4 0 -0.0027667
7 6 4 1 -0.0140102
7 6 4 2 -0.0202873
7 6 4 3 0.0087390
7 6 4 4 -0.0178502
7 6 5 0 -0.0016351
7 6 5 1 -0.0231152
7 6 5 2 0.0023206
7 6 5 3 0.0184609
7 6 5 4 -0.0032745
7 6 5 5 -0.0090581
7 6 6 0 -0.0003704
7 6 6 1 0.0330600
7 6 6 2 0.0679497
7 6 6 3 -0.0782643
7 6 6 4 0.0483570
7 6 6 5 0.0119075
7 6 6 6 -0.1407829
7 6 7 0 0.0088928
7 6 7 1 0.0704617
7 6 7 2 0.0201027
7 6 7 3 -0.0515581
7 6 7 4 -0.0108214
7 6 7 5 -0.0099650
7 6 7 6 -0.0255974
7 6 7 7 0.0758511
7 7 0 0 -0.7552280
7 7 1 0 0.0101055
7 7 1 1 -0.5673947
7 7 2 0 -0.0157456
7 7 2 1 -0.1341393
7 7 2 2 -0.1160120
7 7 3 0 0.0003117
7 7 3 1 -0.0454280
7 7 3 2 -0.0121802
7 7 3 3 -0.2988748
7 7 4 0 0.0048860
7 7 4 1 0.0211415
7 7 4 2 -0.0484092
7 7 4 3 -0.0056286
7 7 4 4 -0.0625288
7 7 5 0 -0.0088348
7 7 5 1 -0.0155441
7 7 5 2 0.0621147
7 7 5 3 0.0980633
7 7 5 4 -0.0031322
7 7 5 5 -0.4594703
7 7 6 0 0.0047680
7 7 6 1 0.0082883
7 7 6 2 0.1786930
7 7 6 3 -0.1079736
7 7 6 4 0.1511999
7 7 6 5 -0.0216985
7 7 6 6 -0.4287607
7 7 7 0 -0.0144019
7 7 7 1 -0.1605702
7 7 7 2 -0.1242324
7 7 7 3 -0.4153324
7 7 7 4 -0.0801699
7 7 7 5 0.0859745
7 7 7 6 0.0758511
7 7 7 7 -0.6796681
8 0 0 0 -0.1563284
8 0 1 0 0.0092728
8 0 1 1 -0.0445092
8 0 2 0 -0.0116155
8 0 2 1 -0.0219025
8 0 2 2 -0.0084633
8 0 3 0 -0.0003300
8 0 3 1 -0.0004628
8 0 3 2 0.0009079
8 0 3 3 -0.0158473
8 0 4 0 0.0061306
8 0 4 1 0.0126848
8 0 4 2 0.0016822
8 0 4 3 0.0005385
8 0 4 4 -0.0087300
8 0 5 0 -0.0008811
8 0 5 1 -0.0064123
8 0 5 2 -0.0019919
8 0 5 3 0.0050704
8 0 5 4 0.0029747
8 0 5 5 -0.0306807
8 0 6 0 -0.0017072
8 0 6 1 -0.0092518
8 0 6 2 0.0030301
8 0 6 3 -0.0104951
8 0 6 4 0.0174199
8 0 6 5 -0.0039453
8 0 6 6 -0.0438796
8 0 7 0 0.0004284
8 0 7 1 0.0019349
8 0 7 2 -0.0005588
8 0 7 3 -0.0210466
8 0 7 4 -0.0063349
8 0 7 5 0.0059013
8 0 7 6 0.0023714
8 0 7 7 -0.0346020
8 0 8 0 0.0176105
8 0 8 1 -0.0221324
8 0 8 2 -0.0136702
8 0 8 3 0.0008345
8 0 8 4 0.0137900
8 0 8 5 -0.0039779
8 0 8 6 -0.0136018
8 0 8 7 0.0059547
8 0 8 8 -0.0175456
8 1 0 0 -0.1990897
8 1 1 0 0.0059838
8 1 1 1 -0.1253880
8 1 2 0 -0.0202543
8 1 2 1 -0.0728234
8 1 2 2 -0.0161254
8 1 3 0 -0.0014695
8 1 3 1 -0.0026090
8 1 3 2 0.0011215
8 1 3 3 -0.0218526
8 1 4 0 0.0066724
8 1 4 1 0.0234180
8 1 4 2 0.0117800
8 1 4 3 0.0027516
8 1 4 4 -0.0046560
8 1 5 0 -0.0094054
8 1 5 1 -0.0223125
8 1 5 2 -0.0146631
8 1 5 3 0.0212340
8 1 5 4 0.0084922
8 1 5 5 -0.1345744
8 1 6 0 -0.0023663
