-36.081791882021044
-11.301279990611237
13
1111111100000000	0.9886847323291913
1111001111000000	0.0048594457881731
1111110000110000	0.0036134276571615745
1111011010010000	0.0011278195256068495
1111100101100000	0.0011271358105151
1111001100110000	0.0005526279563978826
1111000011110000	2.860208399015933e-05
1111111111110000	2.7055026278080716e-06
1111000000000000	2.009023936498013e-06
1111101010100000	6.411603191287392e-07
1111010101010000	6.407781473284301e-07
1111101001010000	1.0662281475016778e-07
1111010110100000	1.0576111837800122e-07
0.0	
0.0	0.0	
0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
