-------- parallel information --------
 # of process = 1
 # of threads = 24
 Buffer size  = 4096 (MB)
-------- input information -----------
 Input   = ./samples/O2.inp
--------------------------------------
nat = 2
=============== INPUT DATA (A) ================
 O     0.00000     0.00000     0.00000
 O     0.00000     0.00000     1.20800
===============================================
nelec = 16,  nocc = 8
nat=2, ncs=6, nao=10, nps=18
S-TYPE: [  0,   4)
P-TYPE: [  4,   6)
== allocd memory size in ofmo-scf.c =      0.005 MB
ncspair = 21, npspair = 189 
******************** cutoff results **********************
      :     NCS PAIR                   NPS PAIR           
cstype: surved/ total (  rate)     surved/   total (  rate)
 (S|S):     10/    10 (100.00)         87/      90 ( 96.67)
 (P|S):      8/     8 (100.00)         72/      72 (100.00)
 (P|P):      3/     3 (100.00)         27/      27 (100.00)
**********************************************************
etime (buffer int2e) =  0.009054
Enuc =     28.0358807544
scfd scfe eps_ps4 eps_sch eps_eri: 1.00e-05 1.00e-08 1.00e-20 1.00e-12 1.00e-15
Allocated memory in ofmo_diis =    0.008 MB
g_incore: 100000
0.000000	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.038574	0.321627	0.000000	0.000000	1.000000	
0.000000	0.000000	0.000000	0.000000	0.152254	0.000000	0.000000	1.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.152254	0.000000	0.000000	1.000000	
-0.038574	-0.321627	0.000000	0.000000	0.000000	0.000000	-0.307631	0.000000	0.000000	1.000000	
===H mat===
-17.559870	
-8.180615	-5.869914	
-0.000001	-0.800473	-17.559870	
-0.800473	-3.451642	-8.180615	-5.869914	
0.000000	0.000000	0.000000	0.000000	-4.878015	
0.000000	0.000000	0.000000	0.000000	0.000000	-4.878015	
-0.077975	-0.967623	-1.350638	-3.927114	0.000000	0.000000	-5.160691	
0.000000	0.000000	0.000000	0.000000	-1.525188	0.000000	0.000000	-4.878015	
0.000000	0.000000	0.000000	0.000000	0.000000	-1.525188	0.000000	0.000000	-4.878015	
1.350638	3.927114	0.077975	0.967623	0.000000	0.000000	3.706110	0.000000	0.000000	-5.160691	
===MO ERI output===
 0  0  0  0 | 2.5915251
 1  0  1  0 | 2.1549240
 1  1  0  0 | 2.5931304
 1  1  1  1 | 2.5947393
 2  0  1  0 | -0.2163690
 2  0  2  0 | 0.0315647
 2  1  0  0 | -0.2136269
 2  1  1  1 | -0.2139166
 2  1  2  1 | 0.0316871
 2  1  2  2 | -0.0028176
 2  2  0  0 | 0.8014766
 2  2  1  1 | 0.8013596
 2  2  2  1 | -0.0028176
 2  2  2  2 | 0.7351193
 3  0  0  0 | -0.2349194
 3  0  1  1 | -0.2351522
 3  0  2  1 | 0.0323748
 3  0  2  2 | -0.0143597
 3  0  3  0 | 0.0371328
 3  0  3  3 | -0.0092980
 3  1  1  0 | -0.2322561
 3  1  2  0 | 0.0323971
 3  1  3  1 | 0.0371547
 3  1  3  2 | -0.0081238
 3  2  1  0 | 0.2791650
 3  2  2  0 | -0.0092520
 3  2  3  1 | -0.0081238
 3  2  3  2 | 0.1221931
 3  3  0  0 | 0.7511559
 3  3  1  1 | 0.7512820
 3  3  2  1 | -0.0122811
 3  3  2  2 | 0.5721895
 3  3  3  0 | -0.0092980
 3  3  3  3 | 0.5939603
 4  0  4  0 | 0.0115021
 4  0  4  3 | 0.0152557
 4  1  4  1 | 0.0117149
 4  1  4  2 | 0.0174337
 4  2  4  1 | 0.0174337
 4  2  4  2 | 0.1023945
 4  3  4  0 | 0.0152557
 4  3  4  3 | 0.0702850
 4  4  0  0 | 0.7493584
 4  4  1  1 | 0.7493260
 4  4  2  1 | -0.0039747
 4  4  2  2 | 0.6394731
 4  4  3  0 | -0.0075006
 4  4  3  3 | 0.5732916
 4  4  4  4 | 0.6322401
 5  0  1  0 | -0.0770037
 5  0  2  0 | 0.0084437
 5  0  3  1 | 0.0156467
 5  0  3  2 | -0.0001193
 5  0  5  0 | 0.0147534
 5  0  5  3 | 0.0153348
 5  1  0  0 | -0.0873729
 5  1  1  1 | -0.0873340
 5  1  2  1 | 0.0082958
 5  1  2  2 | -0.0209517
 5  1  3  0 | 0.0157644
 5  1  3  3 | 0.0019862
 5  1  4  4 | -0.0076098
 5  1  5  1 | 0.0152924
 5  1  5  2 | 0.0147346
 5  1  5  5 | 0.0029198
 5  2  0  0 | -0.0467308
 5  2  1  1 | -0.0465693
 5  2  2  1 | -0.0066600
 5  2  2  2 | -0.1133181
 5  2  3  0 | 0.0027650
 5  2  3  3 | 0.0049891
 5  2  4  4 | -0.0460024
 5  2  5  1 | 0.0147346
 5  2  5  2 | 0.0788491
 5  2  5  5 | -0.0124144
 5  3  1  0 | 0.2567399
 5  3  2  0 | -0.0107310
 5  3  3  1 | -0.0005005
 5  3  3  2 | 0.1252012
 5  3  5  0 | 0.0153348
 5  3  5  3 | 0.1997129
 5  4  4  1 | 0.0051124
 5  4  4  2 | 0.0121435
 5  4  5  4 | 0.0306920
 5  5  0  0 | 0.7522514
 5  5  1  1 | 0.7523559
 5  5  2  1 | -0.0083479
 5  5  2  2 | 0.5969081
 5  5  3  0 | -0.0055471
 5  5  3  3 | 0.6043928
 5  5  4  4 | 0.5739424
 5  5  5  1 | 0.0029198
 5  5  5  2 | -0.0124144
 5  5  5  5 | 0.6433349
 6  0  6  0 | 0.0115021
 6  0  6  3 | 0.0152557
 6  1  6  1 | 0.0117149
 6  1  6  2 | 0.0174337
 6  1  6  5 | 0.0051124
 6  2  6  1 | 0.0174337
 6  2  6  2 | 0.1023945
 6  2  6  5 | 0.0121435
 6  3  6  0 | 0.0152557
 6  3  6  3 | 0.0702850
 6  4  6  4 | 0.0246955
 6  5  6  1 | 0.0051124
 6  5  6  2 | 0.0121435
 6  5  6  5 | 0.0306920
 6  6  0  0 | 0.7493584
 6  6  1  1 | 0.7493260
 6  6  2  1 | -0.0039747
 6  6  2  2 | 0.6394731
 6  6  3  0 | -0.0075006
 6  6  3  3 | 0.5732916
 6  6  4  4 | 0.5828490
 6  6  5  1 | -0.0076098
 6  6  5  2 | -0.0460024
 6  6  5  5 | 0.5739424
 6  6  6  6 | 0.6322401
 7  0  4  1 | -0.0132762
 7  0  4  2 | -0.0193393
 7  0  5  4 | -0.0059400
 7  0  7  0 | 0.0150496
 7  0  7  3 | 0.0208072
 7  1  4  0 | -0.0129450
 7  1  4  3 | -0.0168819
 7  1  7  1 | 0.0145742
 7  1  7  2 | 0.0160532
 7  1  7  5 | 0.0077556
 7  2  4  0 | -0.0145934
 7  2  4  3 | -0.0623732
 7  2  7  1 | 0.0160532
 7  2  7  2 | 0.0608651
 7  2  7  5 | 0.0256359
 7  3  4  1 | -0.0185226
 7  3  4  2 | -0.0884986
 7  3  5  4 | -0.0343926
 7  3  7  0 | 0.0208072
 7  3  7  3 | 0.0968673
 7  4  1  0 | -0.3552168
 7  4  2  0 | 0.0076705
 7  4  3  1 | 0.0053744
 7  4  3  2 | -0.1633806
 7  4  5  0 | -0.0022057
 7  4  5  3 | -0.1636642
 7  4  7  4 | 0.2465279
 7  5  4  0 | -0.0068680
 7  5  4  3 | -0.0387488
 7  5  7  1 | 0.0077556
 7  5  7  2 | 0.0256359
 7  5  7  5 | 0.0352978
 7  6  7  6 | 0.0226558
 7  7  0  0 | 0.7846260
 7  7  1  1 | 0.7846231
 7  7  2  1 | -0.0063489
 7  7  2  2 | 0.6304640
 7  7  3  0 | -0.0082406
 7  7  3  3 | 0.5920202
 7  7  4  4 | 0.6386854
 7  7  5  1 | -0.0055162
 7  7  5  2 | -0.0291673
 7  7  5  5 | 0.5891679
 7  7  6  6 | 0.5884737
 7  7  7  7 | 0.6542698
 8  0  6  1 | 0.0132762
 8  0  6  2 | 0.0193393
 8  0  6  5 | 0.0059400
 8  0  8  0 | 0.0150496
 8  0  8  3 | 0.0208072
 8  1  6  0 | 0.0129450
 8  1  6  3 | 0.0168819
 8  1  8  1 | 0.0145742
 8  1  8  2 | 0.0160532
 8  1  8  5 | 0.0077556
 8  2  6  0 | 0.0145934
 8  2  6  3 | 0.0623732
 8  2  8  1 | 0.0160532
 8  2  8  2 | 0.0608651
 8  2  8  5 | 0.0256359
 8  3  6  1 | 0.0185226
 8  3  6  2 | 0.0884986
 8  3  6  5 | 0.0343926
 8  3  8  0 | 0.0208072
 8  3  8  3 | 0.0968673
 8  4  7  6 | -0.0226558
 8  4  8  4 | 0.0226558
 8  5  6  0 | 0.0068680
 8  5  6  3 | 0.0387488
 8  5  8  1 | 0.0077556
 8  5  8  2 | 0.0256359
 8  5  8  5 | 0.0352978
 8  6  1  0 | 0.3552168
 8  6  2  0 | -0.0076705
 8  6  3  1 | -0.0053744
 8  6  3  2 | 0.1633806
 8  6  5  0 | 0.0022057
 8  6  5  3 | 0.1636642
 8  6  7  4 | -0.2012162
 8  6  8  6 | 0.2465279
 8  7  6  4 | -0.0251059
 8  7  8  7 | 0.0270212
 8  8  0  0 | 0.7846260
 8  8  1  1 | 0.7846231
 8  8  2  1 | -0.0063489
 8  8  2  2 | 0.6304640
 8  8  3  0 | -0.0082406
 8  8  3  3 | 0.5920202
 8  8  4  4 | 0.5884737
 8  8  5  1 | -0.0055162
 8  8  5  2 | -0.0291673
 8  8  5  5 | 0.5891679
 8  8  6  6 | 0.6386854
 8  8  7  7 | 0.6002273
 8  8  8  8 | 0.6542698
 9  0  0  0 | 0.1109645
 9  0  1  1 | 0.1112862
 9  0  2  1 | -0.0217405
 9  0  2  2 | -0.0179060
 9  0  3  0 | -0.0145760
 9  0  3  3 | 0.0127035
 9  0  4  4 | -0.0045558
 9  0  5  1 | 0.0080978
 9  0  5  2 | 0.0201657
 9  0  5  5 | 0.0105337
 9  0  6  6 | -0.0045558
 9  0  7  7 | -0.0006945
 9  0  8  8 | -0.0006945
 9  0  9  0 | 0.0295012
 9  0  9  3 | 0.0189203
 9  0  9  9 | -0.0155337
 9  1  1  0 | 0.1258326
 9  1  2  0 | -0.0216044
 9  1  3  1 | -0.0148201
 9  1  3  2 | 0.0083074
 9  1  5  0 | 0.0074069
 9  1  5  3 | 0.0253619
 9  1  7  4 | -0.0087640
 9  1  8  6 | 0.0087640
 9  1  9  1 | 0.0287543
 9  1  9  2 | 0.0128247
 9  1  9  5 | 0.0093881
 9  2  1  0 | -0.2091960
 9  2  2  0 | 0.0022991
 9  2  3  1 | 0.0104954
 9  2  3  2 | -0.0765380
 9  2  5  0 | 0.0147751
 9  2  5  3 | -0.0182071
 9  2  7  4 | 0.1012979
 9  2  8  6 | -0.1012979
 9  2  9  1 | 0.0128247
 9  2  9  2 | 0.1095188
 9  2  9  5 | -0.0720808
 9  3  0  0 | -0.0701674
 9  3  1  1 | -0.0700192
 9  3  2  1 | -0.0022447
 9  3  2  2 | -0.0939663
 9  3  3  0 | 0.0075446
 9  3  3  3 | 0.0079376
 9  3  4  4 | -0.0511831
 9  3  5  1 | 0.0168416
 9  3  5  2 | 0.0611391
 9  3  5  5 | 0.0183855
 9  3  6  6 | -0.0511831
 9  3  7  7 | -0.0398816
 9  3  8  8 | -0.0398816
 9  3  9  0 | 0.0189203
 9  3  9  3 | 0.0721810
 9  3  9  9 | -0.0687360
 9  4  4  0 | -0.0073385
 9  4  4  3 | -0.0222579
 9  4  7  1 | 0.0079124
 9  4  7  2 | 0.0317785
 9  4  7  5 | -0.0068641
 9  4  9  4 | 0.0334339
 9  5  1  0 | 0.2878203
 9  5  2  0 | -0.0065505
 9  5  3  1 | -0.0038629
 9  5  3  2 | 0.1222364
 9  5  5  0 | 0.0031399
 9  5  5  3 | 0.1513947
 9  5  7  4 | -0.1549772
 9  5  8  6 | 0.1549772
 9  5  9  1 | 0.0093881
 9  5  9  2 | -0.0720808
 9  5  9  5 | 0.1607072
 9  6  6  0 | -0.0073385
 9  6  6  3 | -0.0222579
 9  6  8  1 | -0.0079124
 9  6  8  2 | -0.0317785
 9  6  8  5 | 0.0068641
 9  6  9  6 | 0.0334339
 9  7  4  1 | 0.0086626
 9  7  4  2 | 0.0494783
 9  7  5  4 | -0.0119532
 9  7  7  0 | -0.0095488
 9  7  7  3 | -0.0302682
 9  7  9  7 | 0.0409087
 9  8  6  1 | -0.0086626
 9  8  6  2 | -0.0494783
 9  8  6  5 | 0.0119532
 9  8  8  0 | -0.0095488
 9  8  8  3 | -0.0302682
 9  8  9  8 | 0.0409087
 9  9  0  0 | 0.9157323
 9  9  1  1 | 0.9156305
 9  9  2  1 | -0.0061788
 9  9  2  2 | 0.7366259
 9  9  3  0 | -0.0169719
 9  9  3  3 | 0.6176191
 9  9  4  4 | 0.6536216
 9  9  5  1 | -0.0207850
 9  9  5  2 | -0.0937076
 9  9  5  5 | 0.6561605
 9  9  6  6 | 0.6536216
 9  9  7  7 | 0.6575308
 9  9  8  8 | 0.6575308
 9  9  9  0 | -0.0155337
 9  9  9  3 | -0.0687360
 9  9  9  9 | 0.7955054
===END MO ERI output===
etime (SCF) =  0.240923
Energy =   -147.5511273973
--- w2e ---
ssss:   0.0000
psss:   0.0000
psps:   0.0000
ppss:   0.0000
ppps:   0.0000
pppp:   0.0000
dsss:  -1.0000
dsps:  -1.0000
dspp:  -1.0000
dsds:  -1.0000
dpss:  -1.0000
dpps:  -1.0000
dppp:  -1.0000
dpds:  -1.0000
dpdp:  -1.0000
ddss:  -1.0000
ddps:  -1.0000
ddpp:  -1.0000
ddds:  -1.0000
dddp:  -1.0000
dddd:  -1.0000
buff:   0.0000
-----------
etime =  0.316056
