NMONOMER	1
NELEC	8
ENUC	7.351144
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.138186
ENERGIES
-10.832447
-0.489862
-0.430359
-0.236724
0.583470
0.799399
0.912634
849736.652347
965066.584890
996478.285926
1070620.705971
1118094.135059

OEI
-18.389323	
-0.271338	-4.288603	
-0.000000	-0.000000	-3.749186	
-0.104525	-0.148158	-0.000000	-4.072811	
-0.268313	-0.188396	-0.000000	-0.482627	-3.051987	
-0.000000	-0.000000	-0.851419	0.000000	-0.000000	-3.643448	
-0.198253	-0.800558	0.000000	0.421988	0.098618	0.000000	-3.170736	
0.104904	-0.067129	0.000000	-0.109545	0.459054	-0.000000	0.064967	849733.109426	
-0.000000	-0.000000	0.073653	0.000000	-0.000000	0.117725	-0.000000	-0.000000	965063.915153	
0.005111	-0.021121	-0.000000	0.004531	0.002462	-0.000000	-0.017050	-0.002814	-0.000000	996475.290114	
-0.035719	0.191479	0.000000	-0.042357	-0.105557	-0.000000	-0.172480	0.193387	0.000000	-0.124916	1070618.333908	
0.101370	-0.078833	0.000000	-0.215209	0.459587	-0.000000	0.025179	-0.959781	-0.000000	-0.034540	0.332969	1118090.474752	

ENV_OEI
-4.917528	
-0.507862	-0.610633	
-0.000000	-0.000000	-0.128959	
-0.208236	0.092784	0.000000	-0.406027	
-0.473837	-0.096140	-0.000000	-0.122250	-0.178318	
-0.000000	0.000000	-0.196471	-0.000000	-0.000000	-0.341058	
-0.388511	0.147892	0.000000	-0.222153	-0.006240	-0.000000	-1.067439	
0.225187	-0.015161	-0.000000	-0.066440	0.069545	-0.000000	-0.009643	-0.568735	
-0.000000	0.000000	-0.063169	0.000000	-0.000000	-0.035070	0.000000	0.000000	-0.731074	
-0.018224	-0.479157	-0.000000	0.453642	-0.055387	0.000000	1.468784	-0.127242	-0.000000	-18.561668	
-0.055574	-0.046210	-0.000000	0.011853	-0.021265	0.000000	0.082857	-0.237611	0.000000	-1.672942	-0.789036	
0.213880	-0.015179	-0.000000	0.000335	0.081872	0.000000	0.048651	0.148129	-0.000000	-0.177493	0.098420	-0.392054	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.005362	0.005362	1.000000	
0.027047	0.301519	0.096511	0.096511	0.248362	1.000000	
0.000000	0.000000	0.155576	0.155576	-0.045312	-0.338874	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.219667	0.219667	0.000000	0.000000	0.000000	0.000000	1.000000	
0.045312	0.338874	0.109532	0.109532	0.000000	0.000000	-0.315123	0.000000	0.000000	1.000000	
0.000000	0.000000	0.051506	-0.051506	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.000000	0.000000	0.029737	0.029737	0.000000	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	

MOCOEFF
-0.996522	-0.018361	0.008877	0.008877	-0.001627	0.008241	0.008977	-0.000000	0.018615	0.002743	-0.000000	-0.003626	
-0.178920	0.555624	0.054990	0.054990	-0.046374	0.083780	-0.338419	0.000000	-0.356279	0.387758	-0.000000	0.056026	
-0.000000	0.000000	-0.525238	0.525238	-0.000000	0.000000	-0.000000	-0.447155	-0.000000	0.000000	0.128527	0.000000	
-0.074651	0.215683	0.261693	0.261693	0.041504	-0.118676	0.511647	0.000000	-0.602541	-0.286437	-0.000000	0.084719	
-0.157707	1.043622	-0.922392	-0.922392	-0.004664	0.038036	0.511562	-0.000000	0.248077	0.008917	0.000000	0.013571	
-0.000000	0.000000	0.803782	-0.803782	0.000000	-0.000000	-0.000000	-1.169647	0.000000	-0.000000	0.111868	-0.000000	
-0.138044	0.825833	-0.090723	-0.090723	0.129740	-0.778967	-0.859811	0.000000	0.056176	-0.958504	-0.000000	-0.003954	
0.084288	-0.388041	0.000000	0.000000	-0.012324	0.049398	-0.203229	-0.000000	-0.573902	-0.025821	-0.000000	0.799278	
0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	1.000000	0.000000	
0.000565	-0.002600	-0.000000	-0.000000	-1.025611	0.216380	-0.001361	0.000000	-0.003845	-0.105483	-0.000000	-0.019655	
-0.018948	0.087232	-0.000000	-0.000000	-0.019716	-0.850777	0.045686	-0.000000	0.129015	0.446528	0.000000	0.196307	
0.081636	-0.375835	0.000000	0.000000	0.011611	-0.229178	-0.196837	-0.000000	-0.555850	0.120151	0.000000	-0.583417	

ERI
0 0 0 0 3.5227331
1 0 0 0 0.2358336
1 0 1 0 0.0308265
1 0 1 1 -0.0060033
1 1 0 0 0.7274089
1 1 1 0 -0.0060033
1 1 1 1 0.6496538
2 0 0 0 0.0000000
2 0 1 0 0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0055112
2 0 2 1 -0.0055797
2 0 2 2 -0.0000000
2 1 0 0 0.0000000
2 1 1 0 -0.0000000
2 1 1 1 0.0000000
2 1 2 0 -0.0055797
2 1 2 1 0.0322385
2 1 2 2 -0.0000000
2 2 0 0 0.5770342
2 2 1 0 0.0062320
2 2 1 1 0.4069184
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5278153
3 0 0 0 0.0954422
3 0 1 0 0.0106487
3 0 1 1 0.0047617
3 0 2 0 0.0000000
3 0 2 1 0.0000000
3 0 2 2 0.0022356
3 0 3 0 0.0177336
3 0 3 1 -0.0130974
3 0 3 2 -0.0000000
3 0 3 3 -0.0072628
3 1 0 0 0.0612174
3 1 1 0 0.0011762
3 1 1 1 -0.0278876
3 1 2 0 0.0000000
3 1 2 1 -0.0000000
3 1 2 2 0.0248248
3 1 3 0 -0.0130974
3 1 3 1 0.0857253
3 1 3 2 0.0000000
3 1 3 3 0.0416950
3 2 0 0 0.0000000
3 2 1 0 0.0000000
3 2 1 1 -0.0000000
3 2 2 0 -0.0035276
3 2 2 1 0.0270876
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0506572
3 2 3 3 0.0000000
3 3 0 0 0.7396688
3 3 1 0 0.0051830
3 3 1 1 0.5146167
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4557436
3 3 3 0 -0.0072628
3 3 3 1 0.0416950
3 3 3 2 0.0000000
3 3 3 3 0.5701390
4 0 0 0 0.2146744
4 0 1 0 0.0177102
4 0 1 1 0.0176300
4 0 2 0 0.0000000
4 0 2 1 0.0000000
4 0 2 2 -0.0000484
4 0 3 0 0.0123762
4 0 3 1 -0.0014660
4 0 3 2 -0.0000000
4 0 3 3 0.0041294
4 0 4 0 0.0250155
4 0 4 1 0.0026140
4 0 4 2 0.0000000
4 0 4 3 0.0002714
4 0 4 4 -0.0019280
4 1 0 0 0.0634296
4 1 1 0 0.0016138
4 1 1 1 0.0243972
4 1 2 0 -0.0000000
4 1 2 1 0.0000000
4 1 2 2 -0.0024628
4 1 3 0 -0.0021696
4 1 3 1 0.0138600
4 1 3 2 0.0000000
4 1 3 3 0.0323116
4 1 4 0 0.0026140
4 1 4 1 0.0097039
4 1 4 2 -0.0000000
4 1 4 3 0.0213593
4 1 4 4 -0.0027663
4 2 0 0 0.0000000
4 2 1 0 0.0000000
4 2 1 1 0.0000000
4 2 2 0 -0.0015064
4 2 2 1 -0.0292255
4 2 2 2 -0.0000000
4 2 3 0 -0.0000000
4 2 3 1 0.0000000
4 2 3 2 -0.0551337
4 2 3 3 0.0000000
4 2 4 0 0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.1247139
4 2 4 3 0.0000000
4 2 4 4 -0.0000000
4 3 0 0 0.1397463
4 3 1 0 0.0028903
4 3 1 1 0.0521355
4 3 2 0 -0.0000000
4 3 2 1 0.0000000
4 3 2 2 -0.0075923
4 3 3 0 -0.0103244
4 3 3 1 0.0340690
4 3 3 2 0.0000000
4 3 3 3 0.0851573
4 3 4 0 0.0002714
4 3 4 1 0.0213593
4 3 4 2 0.0000000
4 3 4 3 0.0686165
4 3 4 4 0.0009330
4 4 0 0 0.5961937
4 4 1 0 0.0132518
4 4 1 1 0.3663777
4 4 2 0 0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.5118119
4 4 3 0 -0.0012781
4 4 3 1 0.0369381
4 4 3 2 0.0000000
4 4 3 3 0.4573831
4 4 4 0 -0.0019280
4 4 4 1 -0.0027663
4 4 4 2 -0.0000000
4 4 4 3 0.0009330
4 4 4 4 0.5404860
5 0 0 0 0.0000000
5 0 1 0 0.0000000
5 0 1 1 -0.0000000
5 0 2 0 0.0113134
5 0 2 1 -0.0122593
5 0 2 2 -0.0000000
5 0 3 0 -0.0000000
5 0 3 1 0.0000000
5 0 3 2 -0.0092030
5 0 3 3 0.0000000
5 0 4 0 0.0000000
5 0 4 1 -0.0000000
5 0 4 2 0.0018033
5 0 4 3 0.0000000
5 0 4 4 0.0000000
5 0 5 0 0.0234917
5 0 5 1 -0.0172312
5 0 5 2 -0.0000000
5 0 5 3 -0.0057141
5 0 5 4 -0.0152546
5 0 5 5 -0.0000000
5 1 0 0 0.0000000
5 1 1 0 0.0000000
5 1 1 1 -0.0000000
5 1 2 0 -0.0085229
5 1 2 1 0.0351555
5 1 2 2 0.0000000
5 1 3 0 0.0000000
5 1 3 1 0.0000000
5 1 3 2 0.0177407
5 1 3 3 0.0000000
5 1 4 0 0.0000000
5 1 4 1 0.0000000
5 1 4 2 -0.0005257
5 1 4 3 -0.0000000
5 1 4 4 0.0000000
5 1 5 0 -0.0172312
5 1 5 1 0.0519907
5 1 5 2 0.0000000
5 1 5 3 0.0156897
5 1 5 4 0.0203515
5 1 5 5 0.0000000
5 2 0 0 0.2351012
5 2 1 0 0.0012731
5 2 1 1 0.1214470
5 2 2 0 -0.0000000
5 2 2 1 0.0000000
5 2 2 2 0.0081533
5 2 3 0 -0.0002042
5 2 3 1 0.0089141
5 2 3 2 0.0000000
5 2 3 3 0.0902285
5 2 4 0 0.0066160
5 2 4 1 0.0225888
5 2 4 2 0.0000000
5 2 4 3 0.0584793
5 2 4 4 -0.0247003
5 2 5 0 -0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.1109694
5 2 5 3 -0.0000000
5 2 5 4 0.0000000
5 2 5 5 0.0766584
5 3 0 0 -0.0000000
5 3 1 0 -0.0000000
5 3 1 1 -0.0000000
5 3 2 0 -0.0035224
5 3 2 1 0.0036550
5 3 2 2 -0.0000000
5 3 3 0 -0.0000000
5 3 3 1 -0.0000000
5 3 3 2 0.0038231
5 3 3 3 -0.0000000
5 3 4 0 -0.0000000
5 3 4 1 -0.0000000
5 3 4 2 0.0373409
5 3 4 3 -0.0000000
5 3 4 4 -0.0000000
5 3 5 0 -0.0057141
5 3 5 1 0.0156897
5 3 5 2 -0.0000000
5 3 5 3 0.0329574
5 3 5 4 -0.0164563
5 3 5 5 -0.0000000
5 4 0 0 0.0000000
5 4 1 0 0.0000000
5 4 1 1 -0.0000000
5 4 2 0 -0.0056775
5 4 2 1 0.0391391
5 4 2 2 0.0000000
5 4 3 0 0.0000000
5 4 3 1 -0.0000000
5 4 3 2 0.0662011
5 4 3 3 -0.0000000
5 4 4 0 0.0000000
5 4 4 1 0.0000000
5 4 4 2 -0.1045156
5 4 4 3 -0.0000000
5 4 4 4 0.0000000
5 4 5 0 -0.0152546
5 4 5 1 0.0203515
5 4 5 2 0.0000000
5 4 5 3 -0.0164563
5 4 5 4 0.1156717
5 4 5 5 0.0000000
5 5 0 0 0.7923093
5 5 1 0 0.0068101
5 5 1 1 0.5026665
5 5 2 0 -0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.5204984
5 5 3 0 0.0023646
5 5 3 1 0.0337518
5 5 3 2 0.0000000
5 5 3 3 0.5156622
5 5 4 0 0.0086456
5 5 4 1 0.0152189
5 5 4 2 0.0000000
5 5 4 3 0.0297414
5 5 4 4 0.5006866
5 5 5 0 -0.0000000
5 5 5 1 0.0000000
5 5 5 2 0.0766584
5 5 5 3 -0.0000000
5 5 5 4 0.0000000
5 5 5 5 0.5875405
6 0 0 0 0.1802990
6 0 1 0 0.0250833
6 0 1 1 -0.0087393
6 0 2 0 0.0000000
6 0 2 1 0.0000000
6 0 2 2 0.0043727
6 0 3 0 -0.0013124
6 0 3 1 0.0098028
6 0 3 2 0.0000000
6 0 3 3 0.0098913
6 0 4 0 0.0101215
6 0 4 1 0.0031027
6 0 4 2 0.0000000
6 0 4 3 0.0099641
6 0 4 4 0.0140925
6 0 5 0 0.0000000
6 0 5 1 0.0000000
6 0 5 2 0.0010980
6 0 5 3 -0.0000000
6 0 5 4 0.0000000
6 0 5 5 0.0046826
6 0 6 0 0.0275610
6 0 6 1 -0.0031569
6 0 6 2 0.0000000
6 0 6 3 -0.0031565
6 0 6 4 -0.0032274
6 0 6 5 0.0000000
6 0 6 6 -0.0084366
6 1 0 0 0.2369129
6 1 1 0 0.0000744
6 1 1 1 0.0688745
6 1 2 0 0.0000000
6 1 2 1 -0.0000000
6 1 2 2 0.0673324
6 1 3 0 0.0051512
6 1 3 1 0.0405662
6 1 3 2 0.0000000
6 1 3 3 0.0697325
6 1 4 0 0.0102637
6 1 4 1 0.0089022
6 1 4 2 0.0000000
6 1 4 3 0.0161528
6 1 4 4 0.0572916
6 1 5 0 0.0000000
6 1 5 1 0.0000000
6 1 5 2 0.0414338
6 1 5 3 -0.0000000
6 1 5 4 -0.0000000
6 1 5 5 0.1059103
6 1 6 0 -0.0031569
6 1 6 1 0.1145517
6 1 6 2 -0.0000000
6 1 6 3 -0.0577260
6 1 6 4 0.0000502
6 1 6 5 -0.0000000
6 1 6 6 -0.0028281
6 2 0 0 -0.0000000
6 2 1 0 0.0000000
6 2 1 1 -0.0000000
6 2 2 0 -0.0034518
6 2 2 1 0.0134298
6 2 2 2 0.0000000
6 2 3 0 0.0000000
6 2 3 1 0.0000000
6 2 3 2 -0.0008414
6 2 3 3 -0.0000000
6 2 4 0 -0.0000000
6 2 4 1 -0.0000000
6 2 4 2 0.0015715
6 2 4 3 -0.0000000
6 2 4 4 0.0000000
6 2 5 0 -0.0068133
6 2 5 1 0.0199939
6 2 5 2 -0.0000000
6 2 5 3 0.0013072
6 2 5 4 0.0023254
6 2 5 5 0.0000000
6 2 6 0 0.0000000
6 2 6 1 -0.0000000
6 2 6 2 0.0121942
6 2 6 3 -0.0000000
6 2 6 4 0.0000000
6 2 6 5 0.0163068
6 2 6 6 -0.0000000
6 3 0 0 -0.1260890
6 3 1 0 -0.0055139
6 3 1 1 0.0137452
6 3 2 0 0.0000000
6 3 2 1 0.0000000
6 3 2 2 -0.0535909
6 3 3 0 -0.0035269
6 3 3 1 -0.0222418
6 3 3 2 -0.0000000
6 3 3 3 -0.0517051
6 3 4 0 0.0005109
6 3 4 1 -0.0029395
6 3 4 2 -0.0000000
6 3 4 3 -0.0130043
6 3 4 4 -0.0650620
6 3 5 0 0.0000000
6 3 5 1 -0.0000000
6 3 5 2 -0.0064949
6 3 5 3 0.0000000
6 3 5 4 0.0000000
6 3 5 5 -0.0555841
6 3 6 0 -0.0031565
6 3 6 1 -0.0577260
6 3 6 2 -0.0000000
6 3 6 3 0.0642976
6 3 6 4 0.0055473
6 3 6 5 0.0000000
6 3 6 6 0.0321363
6 4 0 0 -0.0191822
6 4 1 0 -0.0001534
6 4 1 1 -0.0045286
6 4 2 0 0.0000000
6 4 2 1 -0.0000000
6 4 2 2 -0.0012504
6 4 3 0 0.0044909
6 4 3 1 -0.0076533
6 4 3 2 -0.0000000
6 4 3 3 -0.0205522
6 4 4 0 0.0026358
6 4 4 1 -0.0029513
6 4 4 2 0.0000000
6 4 4 3 -0.0188924
6 4 4 4 -0.0082827
6 4 5 0 0.0000000
6 4 5 1 -0.0000000
6 4 5 2 -0.0089018
6 4 5 3 0.0000000
6 4 5 4 -0.0000000
6 4 5 5 -0.0042818
6 4 6 0 -0.0032274
6 4 6 1 0.0000502
6 4 6 2 0.0000000
6 4 6 3 0.0055473
6 4 6 4 0.0085233
6 4 6 5 -0.0000000
6 4 6 6 -0.0041574
6 5 0 0 -0.0000000
6 5 1 0 -0.0000000
6 5 1 1 0.0000000
6 5 2 0 -0.0061123
6 5 2 1 0.0257301
6 5 2 2 -0.0000000
6 5 3 0 0.0000000
6 5 3 1 -0.0000000
6 5 3 2 0.0125715
6 5 3 3 -0.0000000
6 5 4 0 0.0000000
6 5 4 1 0.0000000
6 5 4 2 -0.0162863
6 5 4 3 0.0000000
6 5 4 4 -0.0000000
6 5 5 0 -0.0129537
6 5 5 1 0.0335341
6 5 5 2 0.0000000
6 5 5 3 -0.0017680
6 5 5 4 0.0241212
6 5 5 5 -0.0000000
6 5 6 0 0.0000000
6 5 6 1 -0.0000000
6 5 6 2 0.0163068
6 5 6 3 0.0000000
6 5 6 4 -0.0000000
6 5 6 5 0.0291906
6 5 6 6 0.0000000
6 6 0 0 0.6887770
6 6 1 0 0.0003525
6 6 1 1 0.5978402
6 6 2 0 0.0000000
6 6 2 1 0.0000000
6 6 2 2 0.3848488
6 6 3 0 0.0127299
6 6 3 1 -0.0786696
6 6 3 2 -0.0000000
6 6 3 3 0.4795260
6 6 4 0 0.0155927
6 6 4 1 0.0149987
6 6 4 2 0.0000000
6 6 4 3 0.0336065
6 6 4 4 0.3515703
6 6 5 0 0.0000000
6 6 5 1 -0.0000000
6 6 5 2 0.1000970
6 6 5 3 0.0000000
6 6 5 4 -0.0000000
6 6 5 5 0.4579554
6 6 6 0 -0.0084366
6 6 6 1 -0.0028281
6 6 6 2 -0.0000000
