NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-21.206683
ENERGIES
-6.712258
-0.104905
0.052977
0.056551
1.496470
1.510934
1.625234
1000001.264541

OEI
-13.310390	
-0.232108	-3.254426	
0.000000	0.000000	-3.049268	
0.006955	0.001788	0.000000	-3.033817	
-0.000000	-0.000000	-0.552613	0.000000	-2.810536	
-0.014506	-0.032183	-0.000000	-0.538644	-0.000000	-2.814561	
0.495069	0.714691	-0.000000	-0.035279	0.000000	0.007456	-2.835746	
0.152340	-0.120745	0.000000	0.003361	0.000000	-0.000693	0.032213	999997.144725	

ENV_OEI
0.313487	
-0.118073	0.508466	
0.000000	-0.000000	0.512142	
0.003686	-0.006519	-0.000000	0.507222	
-0.000000	0.000000	0.168589	-0.000000	0.747774	
-0.007399	0.009916	0.000000	0.181217	0.000000	0.764464	
0.277339	-0.154848	0.000000	0.005757	0.000000	0.007614	0.639584	
0.118507	0.040806	-0.000000	-0.003221	0.000000	0.002986	-0.040724	0.665255	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
-0.974324	-0.111738	0.033872	0.033966	0.033872	0.071729	-0.000000	-0.000098	
-0.142748	0.080081	0.423272	0.449909	0.423272	-0.236516	0.000000	0.005924	
0.000000	-0.000000	0.604745	0.000000	-0.604745	0.000000	0.316420	0.000000	
0.004247	-0.005811	-0.363705	0.701780	-0.363705	0.007197	-0.000000	0.299197	
-0.000000	0.000000	-0.745476	-0.000000	0.745476	-0.000000	1.197263	0.000000	
-0.009428	0.042063	0.406838	-0.868646	0.406838	-0.017074	-0.000000	1.201204	
0.323582	-1.475775	0.672254	0.633143	0.672254	0.591980	0.000000	0.033388	
0.117784	-0.542251	0.000000	0.000000	0.000000	-0.850774	0.000000	0.000000	

ERI
0 0 0 0 3.3965541
1 0 0 0 0.2198733
1 0 1 0 0.0233629
1 0 1 1 -0.0021064
1 1 0 0 0.5611628
1 1 1 0 -0.0021064
1 1 1 1 0.4799333
2 0 0 0 -0.0000000
2 0 1 0 -0.0000000
2 0 1 1 -0.0000000
2 0 2 0 0.0043285
2 0 2 1 -0.0075855
2 0 2 2 0.0000000
2 1 0 0 -0.0000000
2 1 1 0 -0.0000000
2 1 1 1 0.0000000
2 1 2 0 -0.0075855
2 1 2 1 0.1356252
2 1 2 2 -0.0000000
2 2 0 0 0.5306863
2 2 1 0 -0.0000393
2 2 1 1 0.4588064
2 2 2 0 0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5279223
3 0 0 0 -0.0065092
3 0 1 0 -0.0006031
3 0 1 1 -0.0002912
3 0 2 0 -0.0000000
3 0 2 1 0.0000000
3 0 2 2 0.0030205
3 0 3 0 0.0040398
3 0 3 1 -0.0073894
3 0 3 2 -0.0000000
3 0 3 3 -0.0026782
3 1 0 0 -0.0017467
3 1 1 0 -0.0001232
3 1 1 1 0.0063529
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 -0.0903862
3 1 3 0 -0.0073894
3 1 3 1 0.1449206
3 1 3 2 0.0000000
3 1 3 3 0.0849868
3 2 0 0 -0.0000000
3 2 1 0 -0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0033554
3 2 2 1 -0.0906279
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0691127
3 2 3 3 -0.0000000
3 3 0 0 0.5249662
3 3 1 0 -0.0002995
3 3 1 1 0.4667791
3 3 2 0 -0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4022730
3 3 3 0 -0.0026782
3 3 3 1 0.0849868
3 3 3 2 -0.0000000
3 3 3 3 0.5207072
4 0 0 0 0.0000000
4 0 1 0 0.0000000
4 0 1 1 -0.0000000
4 0 2 0 0.0108982
4 0 2 1 -0.0183736
4 0 2 2 0.0000000
4 0 3 0 -0.0000000
4 0 3 1 0.0000000
4 0 3 2 0.0087778
4 0 3 3 -0.0000000
