NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-36.421674
ENERGIES
-11.095803
-0.842315
-0.630532
-0.590798
0.603932
0.633512
0.681272
1000000.440600

OEI
-18.514152	
-0.257917	-4.526526	
-0.000000	0.000000	-4.213509	
-0.007284	-0.017023	0.000000	-4.152365	
-0.000000	-0.000000	0.806152	0.000000	-3.576069	
-0.037239	-0.117321	-0.000000	0.794649	-0.000000	-3.575887	
0.308255	0.922169	0.000000	0.109005	-0.000000	0.010922	-3.487657	
0.160056	-0.149829	0.000000	-0.002322	0.000000	-0.002086	0.002016	999995.993329	

ENV_OEI
-4.901873	
-0.497668	-0.352641	
-0.000000	0.000000	-0.310202	
-0.014798	-0.000135	0.000000	-0.268090	
-0.000000	-0.000000	0.171976	-0.000000	-0.359657	
-0.076650	-0.020598	-0.000000	0.155289	-0.000000	-0.339392	
0.643151	0.234466	0.000000	0.031603	0.000000	0.017582	-0.412429	
0.306800	0.019495	-0.000000	-0.000168	0.000000	-0.004332	-0.042596	-0.486141	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
-0.996648	-0.016985	0.006555	0.006549	0.006555	0.027131	0.000000	-0.000006	
-0.173994	0.453829	0.258915	0.233454	0.258915	-0.380914	-0.000000	-0.002406	
-0.000000	0.000000	0.404041	0.000000	-0.404041	-0.000000	0.599648	0.000000	
-0.005354	0.021440	-0.242872	0.479483	-0.242872	-0.011899	-0.000000	0.583090	
-0.000000	0.000000	0.870748	-0.000000	-0.870748	-0.000000	-1.083504	-0.000000	
-0.026472	0.160656	-0.577093	0.910155	-0.577093	-0.060382	0.000000	-1.086291	
0.224019	-1.402174	0.686241	0.859448	0.686241	0.512104	-0.000000	-0.116326	
0.117784	-0.542251	0.000000	-0.000000	0.000000	-0.850774	0.000000	0.000000	

ERI
0 0 0 0 3.5236466
1 0 0 0 0.2302063
1 0 1 0 0.0275858
1 0 1 1 -0.0030181
1 1 0 0 0.6835345
1 1 1 0 -0.0030181
1 1 1 1 0.5614243
2 0 0 0 0.0000000
2 0 1 0 0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0090030
2 0 2 1 -0.0120550
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 0.0000000
2 1 1 1 -0.0000000
2 1 2 0 -0.0120550
2 1 2 1 0.1154935
2 1 2 2 -0.0000000
2 2 0 0 0.6464172
2 2 1 0 0.0018299
2 2 1 1 0.5052950
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5407166
3 0 0 0 0.0070603
3 0 1 0 0.0007828
3 0 1 1 0.0002667
3 0 2 0 -0.0000000
3 0 2 1 0.0000000
3 0 2 2 0.0027901
3 0 3 0 0.0086317
3 0 3 1 -0.0115645
3 0 3 2 -0.0000000
3 0 3 3 -0.0032968
3 1 0 0 0.0053706
3 1 1 0 0.0000567
3 1 1 1 -0.0018529
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 -0.0470404
3 1 3 0 -0.0115645
3 1 3 1 0.1105181
3 1 3 2 0.0000000
3 1 3 3 0.0544596
3 2 0 0 -0.0000000
3 2 1 0 -0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0025448
3 2 2 1 -0.0484688
3 2 2 2 -0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0416609
3 2 3 3 0.0000000
3 3 0 0 0.6389147
3 3 1 0 0.0017056
3 3 1 1 0.4991312
3 3 2 0 -0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4522398
3 3 3 0 -0.0032968
3 3 3 1 0.0544596
3 3 3 2 0.0000000
3 3 3 3 0.5412329
4 0 0 0 0.0000000
4 0 1 0 0.0000000
4 0 1 1 -0.0000000
4 0 2 0 -0.0131023
4 0 2 1 0.0159905
4 0 2 2 0.0000000
4 0 3 0 0.0000000
4 0 3 1 0.0000000
4 0 3 2 -0.0031000
4 0 3 3 0.0000000
4 0 4 0 0.0191726
4 0 4 1 -0.0083870
4 0 4 2 -0.0000000
4 0 4 3 -0.0043858
4 0 4 4 -0.0000000
4 1 0 0 0.0000000
4 1 1 0 0.0000000
4 1 1 1 0.0000000
4 1 2 0 0.0061729
4 1 2 1 0.0136575
4 1 2 2 0.0000000
4 1 3 0 0.0000000
4 1 3 1 0.0000000
4 1 3 2 -0.0272627
4 1 3 3 0.0000000
4 1 4 0 -0.0083870
4 1 4 1 0.0445253
4 1 4 2 -0.0000000
4 1 4 3 -0.0157670
4 1 4 4 -0.0000000
4 2 0 0 -0.2528834
4 2 1 0 -0.0058679
4 2 1 1 -0.0493035
4 2 2 0 -0.0000000
4 2 2 1 -0.0000000
4 2 2 2 -0.0407552
4 2 3 0 0.0025329
4 2 3 1 -0.0483868
4 2 3 2 0.0000000
4 2 3 3 -0.0721296
4 2 4 0 -0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.1215613
4 2 4 3 0.0000000
4 2 4 4 -0.0470628
4 3 0 0 -0.0000000
4 3 1 0 -0.0000000
4 3 1 1 0.0000000
4 3 2 0 0.0029900
4 3 2 1 -0.0492522
4 3 2 2 0.0000000
4 3 3 0 -0.0000000
4 3 3 1 0.0000000
4 3 3 2 0.0160646
4 3 3 3 -0.0000000
4 3 4 0 -0.0043858
4 3 4 1 -0.0157670
4 3 4 2 0.0000000
4 3 4 3 0.0365171
4 3 4 4 0.0000000
4 4 0 0 0.7175240
4 4 1 0 0.0064321
4 4 1 1 0.4953126
4 4 2 0 0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.5304525
4 4 3 0 -0.0000536
4 4 3 1 -0.0335092
4 4 3 2 0.0000000
4 4 3 3 0.4573439
4 4 4 0 -0.0000000
4 4 4 1 -0.0000000
4 4 4 2 -0.0470628
4 4 4 3 0.0000000
4 4 4 4 0.5494983
5 0 0 0 0.0345685
5 0 1 0 0.0042119
5 0 1 1 -0.0006948
5 0 2 0 0.0000000
5 0 2 1 -0.0000000
5 0 2 2 -0.0031425
5 0 3 0 -0.0127429
5 0 3 1 0.0157462
5 0 3 2 0.0000000
5 0 3 3 0.0045556
5 0 4 0 0.0000000
5 0 4 1 0.0000000
5 0 4 2 -0.0048963
5 0 4 3 0.0000000
5 0 4 4 0.0015532
5 0 5 0 0.0199702
5 0 5 1 -0.0087510
5 0 5 2 0.0000000
5 0 5 3 0.0038761
5 0 5 4 -0.0000000
5 0 5 5 -0.0037160
5 1 0 0 0.0353840
5 1 1 0 0.0000677
5 1 1 1 0.0122561
5 1 2 0 -0.0000000
5 1 2 1 0.0000000
5 1 2 2 -0.0166362
5 1 3 0 0.0062981
5 1 3 1 0.0092748
5 1 3 2 0.0000000
5 1 3 3 0.0327526
5 1 4 0 0.0000000
5 1 4 1 0.0000000
5 1 4 2 -0.0231488
5 1 4 3 -0.0000000
5 1 4 4 -0.0231066
5 1 5 0 -0.0087510
5 1 5 1 0.0434063
5 1 5 2 0.0000000
5 1 5 3 -0.0001038
5 1 5 4 0.0000000
5 1 5 5 0.0350878
5 2 0 0 0.0000000
5 2 1 0 0.0000000
5 2 1 1 0.0000000
5 2 2 0 0.0019708
5 2 2 1 -0.0488600
5 2 2 2 -0.0000000
5 2 3 0 -0.0000000
5 2 3 1 0.0000000
5 2 3 2 0.0177569
5 2 3 3 0.0000000
5 2 4 0 -0.0030268
5 2 4 1 -0.0202649
5 2 4 2 0.0000000
5 2 4 3 0.0347469
5 2 4 4 0.0000000
5 2 5 0 0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0399151
5 2 5 3 -0.0000000
5 2 5 4 0.0230155
5 2 5 5 -0.0000000
5 3 0 0 -0.2493833
5 3 1 0 -0.0057188
5 3 1 1 -0.0526552
5 3 2 0 -0.0000000
5 3 2 1 0.0000000
5 3 2 2 -0.0687871
5 3 3 0 -0.0032846
5 3 3 1 0.0425101
5 3 3 2 0.0000000
5 3 3 3 -0.0385427
5 3 4 0 0.0000000
5 3 4 1 -0.0000000
5 3 4 2 0.0553844
5 3 4 3 -0.0000000
5 3 4 4 -0.0722777
5 3 5 0 0.0038761
5 3 5 1 -0.0001038
5 3 5 2 -0.0000000
5 3 5 3 0.1147155
5 3 5 4 -0.0000000
5 3 5 5 -0.0637835
5 4 0 0 0.0000000
5 4 1 0 -0.0000000
5 4 1 1 0.0000000
5 4 2 0 0.0010778
5 4 2 1 -0.0458955
5 4 2 2 0.0000000
5 4 3 0 0.0000000
5 4 3 1 -0.0000000
5 4 3 2 0.0394818
5 4 3 3 -0.0000000
5 4 4 0 -0.0011677
5 4 4 1 -0.0347319
5 4 4 2 0.0000000
5 4 4 3 0.0201919
5 4 4 4 0.0000000
5 4 5 0 -0.0000000
5 4 5 1 0.0000000
5 4 5 2 0.0230155
5 4 5 3 -0.0000000
5 4 5 4 0.0485550
5 4 5 5 -0.0000000
5 5 0 0 0.7260125
5 5 1 0 0.0065302
5 5 1 1 0.4949405
5 5 2 0 0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.4730733
5 5 3 0 0.0032266
5 5 3 1 0.0119795
5 5 3 2 -0.0000000
5 5 3 3 0.5193848
5 5 4 0 0.0000000
5 5 4 1 0.0000000
5 5 4 2 -0.0671294
5 5 4 3 -0.0000000
5 5 4 4 0.4809886
5 5 5 0 -0.0037160
5 5 5 1 0.0350878
5 5 5 2 -0.0000000
5 5 5 3 -0.0637835
5 5 5 4 -0.0000000
5 5 5 5 0.5406516
6 0 0 0 -0.2923020
6 0 1 0 -0.0348400
6 0 1 1 0.0018486
6 0 2 0 -0.0000000
6 0 2 1 0.0000000
6 0 2 2 -0.0028139
6 0 3 0 -0.0024296
6 0 3 1 0.0016661
6 0 3 2 -0.0000000
6 0 3 3 -0.0018052
6 0 4 0 -0.0000000
6 0 4 1 -0.0000000
6 0 4 2 0.0062033
6 0 4 3 -0.0000000
6 0 4 4 -0.0073561
6 0 5 0 -0.0031775
6 0 5 1 -0.0011927
6 0 5 2 -0.0000000
6 0 5 3 0.0070062
6 0 5 4 -0.0000000
6 0 5 5 -0.0080689
6 0 6 0 0.0444164
6 0 6 1 0.0018520
6 0 6 2 -0.0000000
6 0 6 3 0.0000335
6 0 6 4 0.0000000
6 0 6 5 0.0011825
6 0 6 6 -0.0018810
6 1 0 0 -0.2761287
6 1 1 0 -0.0007511
6 1 1 1 -0.1051499
6 1 2 0 0.0000000
6 1 2 1 0.0000000
6 1 2 2 -0.0656293
6 1 3 0 0.0005544
6 1 3 1 -0.0015939
6 1 3 2 -0.0000000
6 1 3 3 -0.0589454
6 1 4 0 -0.0000000
6 1 4 1 -0.0000000
6 1 4 2 0.0704891
6 1 4 3 -0.0000000
6 1 4 4 -0.0646313
6 1 5 0 -0.0010531
6 1 5 1 -0.0093877
6 1 5 2 -0.0000000
6 1 5 3 0.0715453
6 1 5 4 -0.0000000
6 1 5 5 -0.0621908
6 1 6 0 0.0018520
6 1 6 1 0.1027836
6 1 6 2 0.0000000
6 1 6 3 0.0140896
6 1 6 4 0.0000000
6 1 6 5 0.0055396
6 1 6 6 -0.0843319
6 2 0 0 -0.0000000
6 2 1 0 -0.0000000
6 2 1 1 -0.0000000
6 2 2 0 0.0060433
6 2 2 1 0.0193839
6 2 2 2 -0.0000000
6 2 3 0 0.0000000
6 2 3 1 -0.0000000
6 2 3 2 -0.0269187
6 2 3 3 -0.0000000
6 2 4 0 -0.0080988
6 2 4 1 0.0433249
6 2 4 2 0.0000000
6 2 4 3 -0.0203938
6 2 4 4 -0.0000000
6 2 5 0 -0.0000000
6 2 5 1 -0.0000000
6 2 5 2 -0.0248082
6 2 5 3 0.0000000
6 2 5 4 -0.0365743
6 2 5 5 -0.0000000
6 2 6 0 -0.0000000
6 2 6 1 0.0000000
6 2 6 2 0.0461984
6 2 6 3 -0.0000000
6 2 6 4 0.0250574
6 2 6 5 -0.0000000
6 2 6 6 -0.0000000
6 3 0 0 -0.0338766
6 3 1 0 -0.0006920
6 3 1 1 -0.0098959
6 3 2 0 0.0000000
6 3 2 1 -0.0000000
6 3 2 2 -0.0388709
6 3 3 0 0.0051015
6 3 3 1 0.0311750
6 3 3 2 0.0000000
6 3 3 3 0.0254267
6 3 4 0 -0.0000000
6 3 4 1 -0.0000000
6 3 4 2 -0.0179179
6 3 4 3 0.0000000
6 3 4 4 -0.0467625
6 3 5 0 -0.0070529
6 3 5 1 0.0440178
6 3 5 2 0.0000000
6 3 5 3 0.0340549
6 3 5 4 0.0000000
6 3 5 5 0.0203863
6 3 6 0 0.0000335
6 3 6 1 0.0140896
6 3 6 2 -0.0000000
6 3 6 3 0.0606605
6 3 6 4 -0.0000000
6 3 6 5 0.0452983
6 3 6 6 0.0046146
6 4 0 0 0.0000000
6 4 1 0 0.0000000
6 4 1 1 -0.0000000
6 4 2 0 -0.0118632
6 4 2 1 0.0968646
6 4 2 2 0.0000000
6 4 3 0 0.0000000
6 4 3 1 -0.0000000
6 4 3 2 -0.0424297
6 4 3 3 0.0000000
6 4 4 0 0.0163986
6 4 4 1 0.0196635
6 4 4 2 -0.0000000
6 4 4 3 -0.0498286
6 4 4 4 -0.0000000
6 4 5 0 -0.0000000
6 4 5 1 -0.0000000
6 4 5 2 -0.0504282
6 4 5 3 0.0000000
6 4 5 4 -0.0461951
6 4 5 5 0.0000000
6 4 6 0 0.0000000
6 4 6 1 0.0000000
6 4 6 2 0.0250574
6 4 6 3 -0.0000000
6 4 6 4 0.0967192
6 4 6 5 -0.0000000
6 4 6 6 0.0000000
6 5 0 0 -0.0026151
6 5 1 0 0.0006659
6 5 1 1 -0.0093221
6 5 2 0 0.0000000
6 5 2 1 -0.0000000
6 5 2 2 -0.0497928
6 5 3 0 -0.0114482
6 5 3 1 0.1005483
6 5 3 2 0.0000000
6 5 3 3 0.0545661
6 5 4 0 -0.0000000
6 5 4 1 -0.0000000
6 5 4 2 -0.0527008
6 5 4 3 0.0000000
6 5 4 4 -0.0427761
6 5 5 0 0.0162659
6 5 5 1 0.0213182
6 5 5 2 0.0000000
6 5 5 3 0.0449032
6 5 5 4 0.0000000
6 5 5 5 0.0189016
6 5 6 0 0.0011825
6 5 6 1 0.0055396
6 5 6 2 -0.0000000
6 5 6 3 0.0452983
6 5 6 4 -0.0000000
6 5 6 5 0.1113030
6 5 6 6 0.0206498
6 6 0 0 0.7084938
6 6 1 0 0.0009388
6 6 1 1 0.5283126
6 6 2 0 -0.0000000
6 6 2 1 0.0000000
6 6 2 2 0.4758412
6 6 3 0 -0.0024654
6 6 3 1 0.0247909
6 6 3 2 -0.0000000
6 6 3 3 0.4986295
6 6 4 0 0.0000000
6 6 4 1 0.0000000
6 6 4 2 -0.0501180
6 6 4 3 -0.0000000
6 6 4 4 0.4834179
6 6 5 0 0.0038101
6 6 5 1 0.0158434
6 6 5 2 -0.0000000
6 6 5 3 -0.0268658
6 6 5 4 -0.0000000
6 6 5 5 0.4995284
6 6 6 0 -0.0018810
6 6 6 1 -0.0843319
6 6 6 2 -0.0000000
6 6 6 3 0.0046146
6 6 6 4 0.0000000
6 6 6 5 0.0206498
6 6 6 6 0.5328274
7 0 0 0 -0.1189954
7 0 1 0 -0.0062956
7 0 1 1 -0.0141385
7 0 2 0 -0.0000000
7 0 2 1 -0.0000000
7 0 2 2 -0.0011941
7 0 3 0 -0.0002071
7 0 3 1 -0.0003350
7 0 3 2 -0.0000000
7 0 3 3 -0.0012749
7 0 4 0 -0.0000000
7 0 4 1 -0.0000000
7 0 4 2 -0.0023670
7 0 4 3 -0.0000000
7 0 4 4 0.0006652
7 0 5 0 -0.0011116
7 0 5 1 -0.0014203
7 0 5 2 0.0000000
7 0 5 3 -0.0023653
