NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-34.917385
ENERGIES
-10.706139
-0.858787
-0.394072
-0.230920
0.517599
0.783956
0.874828
849736.418182
965066.198349
996477.673681
1070620.851561
1118093.566328

OEI
-18.041998	
0.178451	-4.424320	
-0.000000	0.000000	-3.954505	
0.212117	-0.165462	-0.000000	-3.969426	
0.105050	-0.004516	0.000000	-0.450391	-3.310874	
-0.248516	0.821687	0.000000	0.085802	-0.255907	-3.851668	
0.000000	-0.000000	0.689980	0.000000	0.000000	0.000000	-3.387235	
0.114060	0.044490	-0.000000	0.055468	0.015498	0.026979	0.000000	849732.818016	
0.000000	-0.000000	-0.104569	-0.000000	-0.000000	-0.000000	-0.003767	-0.000000	965063.204769	
-0.004570	-0.017437	0.000000	-0.002671	0.007602	0.015465	-0.000000	0.001147	0.000000	996474.181130	
-0.036548	-0.212466	0.000000	0.084944	-0.124037	-0.074198	0.000000	0.115384	-0.000000	0.159707	1070618.189476	
0.110631	0.056878	0.000000	0.134196	0.026995	0.013721	0.000000	-0.706671	0.000000	0.041310	0.290144	1118089.885675	

ENV_OEI
-4.568403	
0.337910	-0.677925	
-0.000000	-0.000000	-0.281595	
0.406998	0.317061	0.000000	-0.635095	
0.202949	-0.428090	-0.000000	0.407866	-0.747795	
-0.518674	-0.056490	-0.000000	0.299058	-0.274825	-0.580904	
0.000000	0.000000	0.007545	-0.000000	0.000000	0.000000	-0.300411	
0.231428	0.012453	-0.000000	0.075902	-0.007543	0.044868	-0.000000	-0.801262	
0.000000	0.000000	0.229967	0.000000	0.000000	0.000000	0.195419	-0.000000	-1.092964	
0.016096	-0.517666	-0.000000	0.977509	-1.377157	-0.419431	0.000000	0.131016	-0.000000	-19.357604	
-0.055217	0.101122	-0.000000	-0.029403	0.040329	0.079995	-0.000000	-0.234203	0.000000	1.748318	-1.181397	
0.220108	-0.006831	0.000000	-0.044209	0.021601	0.020251	-0.000000	0.387550	0.000000	0.186817	0.001041	-0.590373	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
0.027047	0.301519	0.378700	0.378700	0.248362	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.015125	-0.113119	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.219667	-0.219667	-0.042713	-0.319437	0.000000	0.000000	1.000000	
0.015125	0.113119	0.044121	0.044121	0.000000	0.000000	0.112775	0.000000	-0.151526	1.000000	
0.000000	0.000000	0.268260	-0.268260	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.042713	0.319437	0.279473	0.279473	0.000000	0.000000	-0.151526	0.000000	-0.261465	0.000000	0.000000	1.000000	

MOCOEFF
-0.996450	-0.017234	0.006710	0.006710	-0.001361	0.006706	0.027962	-0.000000	0.007634	-0.002299	0.000000	0.003299	
0.122479	-0.236022	-0.223782	-0.223782	0.050580	-0.085248	0.270808	-0.000000	0.178424	-0.211913	0.000000	-0.431524	
-0.000000	0.000000	-0.486567	0.486567	0.000000	-0.000000	-0.000000	-0.561834	0.000000	0.000000	0.354560	-0.000000	
0.146036	-0.565775	-0.250305	-0.250305	-0.085125	0.433097	0.339883	-0.000000	-0.462817	0.080477	0.000000	0.541564	
0.069820	-0.413315	0.708823	0.708823	0.117853	-0.747500	0.163013	0.000000	-0.579300	-0.210489	0.000000	-0.640937	
-0.187936	1.145518	-0.668624	-0.668624	0.037729	-0.255113	-0.413738	0.000000	-0.908785	-0.206337	0.000000	-0.418767	
0.000000	-0.000000	-0.926924	0.926924	-0.000000	0.000000	0.000000	1.111666	0.000000	0.000000	0.312294	0.000000	
0.084288	-0.388040	0.000000	0.000000	-0.012325	0.049402	-0.608822	-0.000000	0.000000	0.744813	0.000000	-0.291146	
-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-1.000000	-0.000000	
-0.000564	0.002599	0.000000	0.000000	1.025611	-0.216379	0.004077	-0.000000	-0.000000	0.053739	-0.000000	0.092871	
-0.018946	0.087225	0.000000	0.000000	-0.019714	-0.850781	0.136853	-0.000000	0.000000	0.334095	-0.000000	0.355392	
0.081637	-0.375837	0.000000	0.000000	0.011610	-0.229164	-0.589676	-0.000000	-0.000000	-0.509850	-0.000000	0.308001	

ERI
0 0 0 0 3.5224854
1 0 0 0 -0.1639980
1 0 1 0 0.0151189
1 0 1 1 0.0054248
1 1 0 0 0.5948784
1 1 1 0 0.0054248
1 1 1 1 0.5942872
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0081664
2 0 2 1 0.0088659
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0088659
2 1 2 1 0.0868455
2 1 2 2 -0.0000000
2 2 0 0 0.6270332
2 2 1 0 -0.0001603
2 2 1 1 0.4905268
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5313833
3 0 0 0 -0.1919115
3 0 1 0 0.0140489
3 0 1 1 -0.0056308
3 0 2 0 -0.0000000
3 0 2 1 0.0000000
3 0 2 2 -0.0031319
3 0 3 0 0.0242826
3 0 3 1 0.0044929
3 0 3 2 -0.0000000
3 0 3 3 0.0052335
3 1 0 0 0.0864319
3 1 1 0 -0.0007646
3 1 1 1 -0.0362766
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 0.0358257
3 1 3 0 0.0044929
3 1 3 1 0.0787321
3 1 3 2 0.0000000
3 1 3 3 0.0258136
3 2 0 0 -0.0000000
3 2 1 0 0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0084445
3 2 2 1 0.0565627
3 2 2 2 -0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0549315
3 2 3 3 0.0000000
3 3 0 0 0.7031793
3 3 1 0 -0.0028841
3 3 1 1 0.4908576
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4711745
3 3 3 0 0.0052335
3 3 3 1 0.0258136
3 3 3 2 0.0000000
3 3 3 3 0.5634335
4 0 0 0 -0.0919227
4 0 1 0 0.0050550
4 0 1 1 -0.0073343
4 0 2 0 -0.0000000
4 0 2 1 -0.0000000
4 0 2 2 -0.0031378
4 0 3 0 0.0149237
4 0 3 1 0.0039461
4 0 3 2 -0.0000000
4 0 3 3 0.0058622
4 0 4 0 0.0110456
4 0 4 1 0.0017160
4 0 4 2 -0.0000000
4 0 4 3 0.0077753
4 0 4 4 0.0015864
4 1 0 0 -0.0041625
4 1 1 0 0.0003441
4 1 1 1 0.0293684
4 1 2 0 -0.0000000
4 1 2 1 -0.0000000
4 1 2 2 -0.0365998
4 1 3 0 0.0021660
4 1 3 1 -0.0396185
4 1 3 2 -0.0000000
4 1 3 3 0.0328016
4 1 4 0 0.0017160
4 1 4 1 0.0607277
4 1 4 2 0.0000000
4 1 4 3 -0.0192757
4 1 4 4 0.0134934
4 2 0 0 -0.0000000
4 2 1 0 0.0000000
4 2 1 1 -0.0000000
4 2 2 0 -0.0020292
4 2 2 1 -0.0669705
4 2 2 2 0.0000000
4 2 3 0 -0.0000000
4 2 3 1 -0.0000000
4 2 3 2 -0.0340186
4 2 3 3 -0.0000000
4 2 4 0 -0.0000000
4 2 4 1 0.0000000
4 2 4 2 0.0738657
4 2 4 3 -0.0000000
4 2 4 4 0.0000000
