-2.5275886668598564
-0.2534976726563572
24
11110000	0.9766843788973189
00111100	0.006226559781770945
11000011	0.0060411468469000265
11000110	0.0020907726188551263
11001001	0.0020818885026592493
00110110	0.00202568627295645
00111001	0.002016178831892603
11001100	0.0009263046843313499
00110011	0.0008358529777086019
01101001	0.0002014600140073177
10010110	0.00020063172576846857
10011001	0.0001472833639834626
01100110	0.00014656520990694342
00001111	0.0001374558254630618
01101100	3.6970403892609983e-05
10011100	3.6687928208571965e-05
01100011	3.1148814763784104e-05
10010011	3.094490064222672e-05
00000101	2.3314578338518515e-05
00001010	2.3304970528704294e-05
11111010	2.3295413393756052e-05
11110101	2.328701386885403e-05
10100101	4.4530977702151836e-06
01011010	4.427325070087144e-06
0.0	
0.0	0.0	
0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
