-1.1595878074611958
-0.010747913171454813
26
11000000	0.9849011167831532
00110000	0.006612926877940592
00001100	0.0023374338936491866
00010010	0.0020912963713245413
00100001	0.0020902444248449667
00000011	0.0017987817736562577
01001000	3.3000644940428613e-05
10000100	3.29531406155883e-05
00100100	1.7650755300770087e-05
00011000	1.654054306901621e-05
11111100	1.555784328727144e-05
00001001	8.296430696661524e-06
00000110	7.900415040916475e-06
01100000	5.308814253994997e-06
10010000	5.267642938499163e-06
11011110	5.014260402885324e-06
11101101	4.906706365597365e-06
11001111	4.2351789913989435e-06
11010001	3.25628589058112e-06
11100010	3.1558317499339883e-06
11110011	1.8640817042674475e-06
01000010	1.336822247421127e-06
10000001	1.3301543892294574e-06
01110100	2.3177085664806716e-07
10111000	2.136328831903019e-07
11111001	1.7891980710384916e-07
0.0	
0.0	0.0	
0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
