NMONOMER	1
NELEC	10
ENUC	9.194967
NBASIS	7
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-82.426444
ENERGIES
-21.088030
-2.070128
-1.437856
-1.232207
-1.174575
-0.265480
-0.033546

OEI
-33.426911	
-0.535798	-8.365884	
-0.119254	-0.304696	-6.985324	
-0.258870	-0.482943	0.170768	-7.661512	
0.017552	-0.015563	0.027791	0.001511	-8.173260	
0.242726	1.250897	-0.682189	-0.848752	-0.021657	-6.765407	
0.140431	0.506628	1.443053	-0.607051	0.025776	0.455448	-6.070910	

ENV_OEI
-0.723178	
0.000757	-0.776711	
-0.003575	0.125585	-0.821286	
-0.001572	0.046915	-0.065197	-0.734045	
0.002048	-0.019588	-0.000119	-0.004870	-0.715896	
-0.006297	-0.031760	0.155445	0.080887	0.003915	-0.885827	
0.004530	0.021747	-0.018488	-0.063540	0.001374	0.079859	-0.666948	

OVERLAP
1.000000	
0.236704	1.000000	
0.053978	0.474807	1.000000	
0.053978	0.474807	0.251717	1.000000	
0.000000	0.000000	0.000000	0.380885	1.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.393452	-0.098645	0.000000	0.000000	1.000000	

MOCOEFF
0.994229	0.026151	-0.005810	-0.006044	0.003643	0.000083	0.002514	
0.226368	-0.801385	-0.112073	-0.240218	-0.128015	-0.024157	-0.075166	
0.050707	-0.259785	-0.354585	0.618490	0.291111	0.015414	-0.447592	
0.114179	-0.594242	0.266131	0.349802	0.461830	-0.032196	0.588149	
-0.007478	0.029021	-0.007935	0.010824	-0.013625	-0.999045	-0.024875	
-0.107212	0.727579	-0.376624	-0.966552	0.904245	-0.007209	0.043997	
-0.061337	0.415585	-1.135019	0.377300	-0.324876	-0.000603	0.853203	

ERI
0 0 0 0 4.7452093
1 0 0 0 0.4046490
1 0 1 0 0.0551235
1 0 1 1 0.0112271
1 1 0 0 0.9852448
1 1 1 0 0.0112271
1 1 1 1 0.7239315
2 0 0 0 0.0906396
2 0 1 0 0.0119915
2 0 1 1 0.0045581
2 0 2 0 0.0115328
2 0 2 1 -0.0139277
2 0 2 2 -0.0029021
2 1 0 0 0.0894104
2 1 1 0 0.0034605
2 1 1 1 0.0102654
2 1 2 0 -0.0139277
2 1 2 1 0.1431445
2 1 2 2 0.0162584
2 2 0 0 0.7645881
2 2 1 0 0.0039179
2 2 1 1 0.6292260
2 2 2 0 -0.0029021
2 2 2 1 0.0162584
2 2 2 2 0.6212998
3 0 0 0 0.2030900
3 0 1 0 0.0243715
3 0 1 1 0.0161980
3 0 2 0 0.0028061
3 0 2 1 0.0061726
3 0 2 2 0.0079216
3 0 3 0 0.0291761
3 0 3 1 -0.0162928
3 0 3 2 -0.0025255
3 0 3 3 -0.0114398
3 1 0 0 0.1438898
3 1 1 0 0.0094105
3 1 1 1 0.0003106
3 1 2 0 0.0051817
3 1 2 1 -0.0026309
3 1 2 2 -0.0137647
3 1 3 0 -0.0162928
3 1 3 1 0.1159163
3 1 3 2 0.0030382
3 1 3 3 0.1105829
3 2 0 0 -0.0354293
3 2 1 0 0.0009460
3 2 1 1 -0.0183524
3 2 2 0 -0.0021735
3 2 2 1 -0.0323217
3 2 2 2 -0.0034799
3 2 3 0 -0.0025255
3 2 3 1 0.0030382
3 2 3 2 0.0496261
3 2 3 3 -0.0155428
3 3 0 0 0.9915185
3 3 1 0 0.0137554
3 3 1 1 0.6605588
3 3 2 0 0.0058968
3 3 2 1 0.0221645
3 3 2 2 0.5767927
3 3 3 0 -0.0114398
3 3 3 1 0.1105829
3 3 3 2 -0.0155428
3 3 3 3 0.7764221
4 0 0 0 -0.0131728
4 0 1 0 -0.0010469
4 0 1 1 -0.0022559
4 0 2 0 -0.0005927
4 0 2 1 -0.0000862
4 0 2 2 -0.0001702
4 0 3 0 -0.0006158
4 0 3 1 -0.0008727
4 0 3 2 0.0000757
4 0 3 3 -0.0006824
4 0 4 0 0.0260472
4 0 4 1 -0.0315525
4 0 4 2 -0.0065772
4 0 4 3 -0.0148393
4 0 4 4 0.0017369
4 1 0 0 0.0019872
4 1 1 0 -0.0009877
4 1 1 1 0.0081931
4 1 2 0 0.0001107
4 1 2 1 0.0016060
4 1 2 2 -0.0001275
4 1 3 0 -0.0005387
4 1 3 1 0.0037038
4 1 3 2 -0.0008361
4 1 3 3 0.0021872
4 1 4 0 -0.0315525
4 1 4 1 0.1384242
4 1 4 2 0.0242110
4 1 4 3 0.0509264
4 1 4 4 -0.0057527
4 2 0 0 -0.0072565
4 2 1 0 -0.0004020
4 2 1 1 -0.0003925
4 2 2 0 0.0004177
4 2 2 1 -0.0030018
4 2 2 2 -0.0011042
4 2 3 0 -0.0002175
4 2 3 1 -0.0008121
4 2 3 2 0.0005389
4 2 3 3 -0.0023823
4 2 4 0 -0.0065772
4 2 4 1 0.0242110
4 2 4 2 0.0299646
4 2 4 3 0.0056186
4 2 4 4 -0.0058348
4 3 0 0 -0.0013546
4 3 1 0 -0.0006697
4 3 1 1 0.0041425
4 3 2 0 -0.0000082
4 3 2 1 -0.0006068
4 3 2 2 0.0009561
4 3 3 0 0.0004155
4 3 3 1 -0.0010007
4 3 3 2 -0.0001521
4 3 3 3 -0.0015868
4 3 4 0 -0.0148393
4 3 4 1 0.0509264
4 3 4 2 0.0056186
4 3 4 3 0.0586449
4 3 4 4 -0.0039198
4 4 0 0 1.1151976
4 4 1 0 0.0113620
4 4 1 1 0.7367032
4 4 2 0 0.0024507
4 4 2 1 0.0477279
4 4 2 2 0.6092799
4 4 3 0 0.0056332
4 4 3 1 0.0772208
4 4 3 2 -0.0195979
4 4 3 3 0.7239395
4 4 4 0 0.0017369
4 4 4 1 -0.0057527
4 4 4 2 -0.0058348
4 4 4 3 -0.0039198
4 4 4 4 0.8804363
5 0 0 0 -0.1932356
5 0 1 0 -0.0294744
5 0 1 1 0.0036141
5 0 2 0 0.0008436
5 0 2 1 -0.0124617
5 0 2 2 -0.0016036
5 0 3 0 -0.0020501
5 0 3 1 -0.0161172
5 0 3 2 -0.0050006
5 0 3 3 -0.0166137
5 0 4 0 0.0007362
5 0 4 1 -0.0000046
5 0 4 2 0.0004973
5 0 4 3 0.0006211
5 0 4 4 -0.0050501
5 0 5 0 0.0313014
5 0 5 1 -0.0149408
5 0 5 2 -0.0047226
5 0 5 3 -0.0064450
5 0 5 4 0.0004703
5 0 5 5 0.0108228
5 1 0 0 -0.2755205
5 1 1 0 -0.0041508
5 1 1 1 -0.1362245
5 1 2 0 -0.0086405
5 1 2 1 0.0085916
5 1 2 2 -0.0529946
5 1 3 0 -0.0156054
5 1 3 1 0.0118168
5 1 3 2 0.0298662
5 1 3 3 -0.0780822
5 1 4 0 0.0006398
5 1 4 1 -0.0013857
5 1 4 2 0.0006865
5 1 4 3 -0.0013414
5 1 4 4 -0.1425364
5 1 5 0 -0.0149408
5 1 5 1 0.1123586
5 1 5 2 -0.0308457
5 1 5 3 -0.0308392
5 1 5 4 -0.0018101
5 1 5 5 -0.1129768
5 2 0 0 0.1417327
5 2 1 0 0.0024686
5 2 1 1 0.0434410
5 2 2 0 0.0006842
5 2 2 1 0.0629280
5 2 2 2 0.0181204
5 2 3 0 -0.0035529
5 2 3 1 0.0450672
5 2 3 2 -0.0319378
5 2 3 3 0.0713722
5 2 4 0 -0.0001371
5 2 4 1 0.0015639
5 2 4 2 -0.0019770
5 2 4 3 -0.0015178
5 2 4 4 0.0809278
5 2 5 0 -0.0047226
5 2 5 1 -0.0308457
5 2 5 2 0.0949293
5 2 5 3 0.0458971
5 2 5 4 0.0007094
5 2 5 5 0.0030481
5 3 0 0 0.1750902
5 3 1 0 0.0020959
5 3 1 1 0.0656673
5 3 2 0 -0.0051073
5 3 2 1 0.0526101
5 3 2 2 0.0253744
5 3 3 0 0.0010797
5 3 3 1 0.0309066
5 3 3 2 -0.0017366
5 3 3 3 0.0999858
5 3 4 0 0.0001851
5 3 4 1 -0.0003960
5 3 4 2 -0.0024240
5 3 4 3 -0.0010553
5 3 4 4 0.0961774
5 3 5 0 -0.0064450
5 3 5 1 -0.0308392
5 3 5 2 0.0458971
5 3 5 3 0.0714332
5 3 5 4 0.0008083
5 3 5 5 0.0401709
5 4 0 0 0.0047112
5 4 1 0 0.0004035
5 4 1 1 0.0000555
5 4 2 0 0.0001503
5 4 2 1 0.0004950
5 4 2 2 0.0007126
5 4 3 0 0.0006175
5 4 3 1 -0.0015092
5 4 3 2 -0.0011945
5 4 3 3 0.0005348
5 4 4 0 0.0126229
5 4 4 1 -0.0482538
5 4 4 2 0.0043802
5 4 4 3 -0.0019718
5 4 4 4 0.0053377
5 4 5 0 0.0004703
5 4 5 1 -0.0018101
5 4 5 2 0.0007094
5 4 5 3 0.0008083
5 4 5 4 0.0394173
5 4 5 5 0.0019020
5 5 0 0 0.9111610
5 5 1 0 0.0079658
5 5 1 1 0.6642879
5 5 2 0 0.0081295
5 5 2 1 -0.0361578
5 5 2 2 0.5974725
5 5 3 0 0.0157784
5 5 3 1 -0.0144480
5 5 3 2 0.0119215
5 5 3 3 0.6034437
5 5 4 0 -0.0004451
5 5 4 1 -0.0003523
5 5 4 2 -0.0001914
5 5 4 3 0.0016015
5 5 4 4 0.6475645
5 5 5 0 0.0108228
5 5 5 1 -0.1129768
5 5 5 2 0.0030481
5 5 5 3 0.0401709
5 5 5 4 0.0019020
5 5 5 5 0.6728569
6 0 0 0 -0.1098913
6 0 1 0 -0.0154064
6 0 1 1 -0.0031304
6 0 2 0 -0.0155839
6 0 2 1 0.0178917
6 0 2 2 0.0048180
6 0 3 0 0.0007726
6 0 3 1 -0.0109831
6 0 3 2 0.0023392
6 0 3 3 -0.0114804
6 0 4 0 0.0000906
6 0 4 1 0.0005738
6 0 4 2 -0.0003802
6 0 4 3 0.0005309
6 0 4 4 -0.0028563
6 0 5 0 0.0013138
6 0 5 1 0.0074451
6 0 5 2 -0.0016191
6 0 5 3 0.0065492
6 0 5 4 -0.0003817
6 0 5 5 -0.0071114
6 0 6 0 0.0221213
6 0 6 1 -0.0139047
6 0 6 2 -0.0025324
6 0 6 3 -0.0104839
6 0 6 4 0.0005819
6 0 6 5 0.0070200
6 0 6 6 0.0080306
6 1 0 0 -0.1192650
6 1 1 0 -0.0032837
6 1 1 1 -0.0485964
6 1 2 0 0.0097992
6 1 2 1 -0.0357190
6 1 2 2 -0.0432613
6 1 3 0 -0.0095062
6 1 3 1 0.0131692
6 1 3 2 -0.0220349
6 1 3 3 -0.0231337
6 1 4 0 0.0006537
6 1 4 1 -0.0018518
6 1 4 2 0.0011667
6 1 4 3 -0.0016200
6 1 4 4 -0.0600802
6 1 5 0 0.0061117
6 1 5 1 0.0050406
6 1 5 2 0.0104935
6 1 5 3 -0.0304713
6 1 5 4 0.0008931
6 1 5 5 -0.0421429
6 1 6 0 -0.0139047
6 1 6 1 0.0576218
6 1 6 2 0.0446090
6 1 6 3 -0.0007074
6 1 6 4 -0.0001816
6 1 6 5 0.0099909
6 1 6 6 -0.0164447
6 2 0 0 -0.3136213
6 2 1 0 -0.0066819
6 2 1 1 -0.1149512
6 2 2 0 0.0022483
6 2 2 1 -0.0202710
6 2 2 2 -0.0718613
6 2 3 0 -0.0021679
6 2 3 1 -0.0601369
6 2 3 2 -0.0031742
6 2 3 3 -0.1310327
6 2 4 0 0.0000840
6 2 4 1 0.0004726
6 2 4 2 0.0025919
6 2 4 3 0.0008042
6 2 4 4 -0.1634863
6 2 5 0 0.0075650
6 2 5 1 0.0491105
6 2 5 2 -0.0373681
6 2 5 3 -0.0556737
6 2 5 4 -0.0006029
6 2 5 5 -0.0824270
6 2 6 0 -0.0025324
6 2 6 1 0.0446090
6 2 6 2 0.1207335
6 2 6 3 -0.0477343
6 2 6 4 0.0015022
6 2 6 5 0.0471835
6 2 6 6 -0.0437214
6 3 0 0 0.1246427
6 3 1 0 0.0012060
6 3 1 1 0.0595132
6 3 2 0 0.0078966
6 3 2 1 -0.0586898
6 3 2 2 0.0256923
6 3 3 0 -0.0010496
6 3 3 1 0.0277612
6 3 3 2 0.0006277
6 3 3 3 0.0718564
6 3 4 0 0.0003214
6 3 4 1 -0.0022106
6 3 4 2 0.0002545
6 3 4 3 -0.0009672
6 3 4 4 0.0632503
6 3 5 0 0.0059266
6 3 5 1 -0.0389030
6 3 5 2 -0.0243056
6 3 5 3 -0.0010274
6 3 5 4 0.0006834
6 3 5 5 0.0611784
6 3 6 0 -0.0104839
6 3 6 1 -0.0007074
6 3 6 2 -0.0477343
6 3 6 3 0.0736762
6 3 6 4 -0.0019443
6 3 6 5 -0.0381625
6 3 6 6 -0.0280364
6 4 0 0 -0.0052109
6 4 1 0 0.0001312
6 4 1 1 -0.0034056
6 4 2 0 -0.0005335
6 4 2 1 0.0018626
6 4 2 2 0.0001084
6 4 3 0 0.0004117
6 4 3 1 -0.0026388
6 4 3 2 -0.0000453
6 4 3 3 -0.0033758
6 4 4 0 0.0072749
6 4 4 1 -0.0250394
6 4 4 2 -0.0240348
6 4 4 3 -0.0006440
6 4 4 4 -0.0021517
6 4 5 0 -0.0001907
6 4 5 1 0.0017072
6 4 5 2 -0.0003461
6 4 5 3 -0.0000274
6 4 5 4 0.0014378
6 4 5 5 -0.0017652
6 4 6 0 0.0005819
6 4 6 1 -0.0001816
6 4 6 2 0.0015022
