NMONOMER	1
NELEC	10
ENUC	9.194967
NBASIS	7
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-82.396897
ENERGIES
-21.084780
-2.066740
-1.433325
-1.228851
-1.171836
-0.261488
-0.027698

OEI
-33.424635	
-0.536147	-8.363793	
-0.120210	-0.304366	-6.986324	
-0.256792	-0.481037	0.162914	-7.660354	
0.023707	-0.005607	0.022539	-0.009814	-8.171219	
0.242832	1.250473	-0.692130	-0.846914	-0.004836	-6.754524	
0.141497	0.509331	1.441416	-0.617606	0.035614	0.445483	-6.064651	

ENV_OEI
-0.720907	
0.000758	-0.773622	
-0.003586	0.124088	-0.815398	
-0.001449	0.044422	-0.063543	-0.730979	
0.002241	-0.022080	0.001108	-0.005243	-0.713687	
-0.006194	-0.031628	0.153436	0.079062	0.002159	-0.882569	
0.004488	0.021482	-0.016669	-0.062899	0.002758	0.078637	-0.663020	

OVERLAP
1.000000	
0.236704	1.000000	
0.053978	0.474807	1.000000	
0.053978	0.474807	0.251717	1.000000	
0.000000	0.000000	0.000000	0.380885	1.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.393452	-0.098645	0.000000	0.000000	1.000000	

MOCOEFF
0.994228	0.026155	-0.005810	-0.006045	0.003649	0.000097	0.002512	
0.226476	-0.801987	-0.111456	-0.240002	-0.128539	-0.025888	-0.072915	
0.051153	-0.260832	-0.354899	0.615632	0.295976	0.014131	-0.445689	
0.113326	-0.590454	0.268290	0.345699	0.462801	-0.051759	0.588194	
-0.010236	0.043019	-0.012881	0.002528	-0.021626	-0.998206	-0.035868	
-0.107178	0.727118	-0.370288	-0.971490	0.903810	-0.005985	0.040323	
-0.061827	0.418750	-1.136512	0.373337	-0.319627	-0.000830	0.854153	

ERI
0 0 0 0 4.7452021
1 0 0 0 0.4048489
1 0 1 0 0.0551735
1 0 1 1 0.0112535
1 1 0 0 0.9855643
1 1 1 0 0.0112535
1 1 1 1 0.7241113
2 0 0 0 0.0914207
2 0 1 0 0.0120481
2 0 1 1 0.0047399
2 0 2 0 0.0116118
2 0 2 1 -0.0139546
2 0 2 2 -0.0029373
2 1 0 0 0.0890201
2 1 1 0 0.0035429
2 1 1 1 0.0092472
2 1 2 0 -0.0139546
2 1 2 1 0.1429747
2 1 2 2 0.0167485
2 2 0 0 0.7658842
2 2 1 0 0.0039818
2 2 1 1 0.6294186
2 2 2 0 -0.0029373
2 2 2 1 0.0167485
2 2 2 2 0.6217223
3 0 0 0 0.2015671
3 0 1 0 0.0242199
3 0 1 1 0.0160525
3 0 2 0 0.0028980
3 0 2 1 0.0060614
3 0 2 2 0.0078891
3 0 3 0 0.0290390
