NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-36.866581
ENERGIES
-11.154668
-0.881254
-0.672782
-0.631896
0.560654
0.590500
0.643139
1000000.384773

OEI
-18.597920	
-0.260313	-4.581279	
-0.000000	-0.000000	-4.278569	
-0.007458	-0.017505	0.000000	-4.216331	
-0.000000	-0.000000	0.812789	-0.000000	-3.607891	
0.036606	0.116176	0.000000	-0.802055	0.000000	-3.607287	
0.307624	0.926906	0.000000	0.107982	-0.000000	-0.012700	-3.520575	
0.160363	-0.150238	0.000000	-0.002368	0.000000	0.002017	0.000890	999995.925801	

ENV_OEI
-4.985749	
-0.502705	-0.399780	
-0.000000	0.000000	-0.361833	
-0.015256	-0.000276	0.000000	-0.318081	
-0.000000	-0.000000	0.186072	-0.000000	-0.404907	
0.075199	0.021187	0.000000	-0.169654	0.000000	-0.384555	
0.642226	0.245026	0.000000	0.033325	0.000000	-0.017903	-0.453064	
0.305174	0.021226	-0.000000	0.000028	0.000000	0.004210	-0.045982	-0.553669	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
-0.996686	-0.016809	0.006510	0.006494	0.006510	0.027047	-0.000000	0.000008	
-0.175136	0.461562	0.254978	0.228994	0.254978	-0.383737	0.000000	-0.002407	
-0.000000	0.000000	-0.394745	0.000000	0.394745	-0.000000	-0.611153	0.000000	
-0.005486	0.022191	-0.237713	0.468270	-0.237713	-0.012217	0.000000	0.594959	
-0.000000	0.000000	-0.875002	-0.000000	0.875002	-0.000000	1.077057	-0.000000	
0.025908	-0.157269	0.578110	-0.917270	0.578110	0.059100	0.000000	1.080220	
0.223023	-1.400023	0.688662	0.859267	0.688662	0.510139	0.000000	-0.112708	
0.117784	-0.542251	0.000000	-0.000000	0.000000	-0.850774	-0.000000	0.000000	

ERI
0 0 0 0 3.5238428
1 0 0 0 0.2315944
1 0 1 0 0.0279281
1 0 1 1 -0.0030263
1 1 0 0 0.6865424
1 1 1 0 -0.0030263
1 1 1 1 0.5637617
2 0 0 0 0.0000000
2 0 1 0 0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0092798
2 0 2 1 -0.0123172
2 0 2 2 -0.0000000
2 1 0 0 0.0000000
2 1 1 0 0.0000000
2 1 1 1 -0.0000000
2 1 2 0 -0.0123172
2 1 2 1 0.1149856
2 1 2 2 -0.0000000
2 2 0 0 0.6518121
2 2 1 0 0.0019621
2 2 1 1 0.5070910
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5425055
3 0 0 0 0.0072231
3 0 1 0 0.0008065
3 0 1 1 0.0002753
3 0 2 0 -0.0000000
3 0 2 1 0.0000000
3 0 2 2 0.0027716
3 0 3 0 0.0089130
3 0 3 1 -0.0118278
3 0 3 2 -0.0000000
3 0 3 3 -0.0032927
3 1 0 0 0.0055399
3 1 1 0 0.0000584
3 1 1 1 -0.0017975
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 -0.0455255
3 1 3 0 -0.0118278
3 1 3 1 0.1099958
3 1 3 2 0.0000000
3 1 3 3 0.0530868
3 2 0 0 -0.0000000
3 2 1 0 -0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0025080
3 2 2 1 -0.0469867
3 2 2 2 -0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0410120
3 2 3 3 0.0000000
3 3 0 0 0.6444182
3 3 1 0 0.0018386
3 3 1 1 0.5009564
3 3 2 0 -0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4553881
3 3 3 0 -0.0032927
3 3 3 1 0.0530868
3 3 3 2 0.0000000
3 3 3 3 0.5428436
4 0 0 0 0.0000000
4 0 1 0 0.0000000
4 0 1 1 -0.0000000
4 0 2 0 -0.0132037
4 0 2 1 0.0159860
4 0 2 2 0.0000000
4 0 3 0 0.0000000
4 0 3 1 -0.0000000
4 0 3 2 -0.0029735
4 0 3 3 0.0000000
4 0 4 0 0.0188877
4 0 4 1 -0.0082389
4 0 4 2 -0.0000000
4 0 4 3 -0.0043991
4 0 4 4 -0.0000000
4 1 0 0 0.0000000
4 1 1 0 0.0000000
4 1 1 1 0.0000000
4 1 2 0 0.0061944
4 1 2 1 0.0136355
4 1 2 2 0.0000000
4 1 3 0 -0.0000000
4 1 3 1 0.0000000
4 1 3 2 -0.0272083
4 1 3 3 0.0000000
4 1 4 0 -0.0082389
4 1 4 1 0.0445751
4 1 4 2 -0.0000000
4 1 4 3 -0.0159518
4 1 4 4 0.0000000
4 2 0 0 -0.2535855
4 2 1 0 -0.0059411
4 2 1 1 -0.0499474
4 2 2 0 -0.0000000
4 2 2 1 -0.0000000
4 2 2 2 -0.0432273
4 2 3 0 0.0026025
4 2 3 1 -0.0482608
4 2 3 2 0.0000000
4 2 3 3 -0.0733316
4 2 4 0 -0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.1216438
4 2 4 3 0.0000000
4 2 4 4 -0.0446644
4 3 0 0 0.0000000
4 3 1 0 0.0000000
4 3 1 1 0.0000000
4 3 2 0 0.0030713
4 3 2 1 -0.0491320
4 3 2 2 0.0000000
4 3 3 0 -0.0000000
4 3 3 1 0.0000000
4 3 3 2 0.0153979
4 3 3 3 -0.0000000
4 3 4 0 -0.0043991
4 3 4 1 -0.0159518
4 3 4 2 0.0000000
4 3 4 3 0.0365674
4 3 4 4 0.0000000
4 4 0 0 0.7121326
4 4 1 0 0.0063325
4 4 1 1 0.4949535
4 4 2 0 0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.5305350
4 4 3 0 -0.0000020
4 4 3 1 -0.0339423
4 4 3 2 0.0000000
4 4 3 3 0.4574793
4 4 4 0 -0.0000000
4 4 4 1 0.0000000
4 4 4 2 -0.0446644
4 4 4 3 0.0000000
4 4 4 4 0.5475445
5 0 0 0 -0.0338308
5 0 1 0 -0.0041492
5 0 1 1 0.0006910
5 0 2 0 -0.0000000
5 0 2 1 -0.0000000
5 0 2 2 0.0030139
5 0 3 0 0.0128583
5 0 3 1 -0.0157510
5 0 3 2 -0.0000000
5 0 3 3 -0.0044612
5 0 4 0 -0.0000000
5 0 4 1 -0.0000000
5 0 4 2 0.0048957
5 0 4 3 -0.0000000
5 0 4 4 -0.0014290
5 0 5 0 0.0196705
5 0 5 1 -0.0086093
5 0 5 2 0.0000000
5 0 5 3 0.0038911
5 0 5 4 -0.0000000
5 0 5 5 0.0035335
5 1 0 0 -0.0348685
5 1 1 0 -0.0000680
5 1 1 1 -0.0121496
5 1 2 0 0.0000000
5 1 2 1 -0.0000000
5 1 2 2 0.0165266
5 1 3 0 -0.0063319
5 1 3 1 -0.0092015
5 1 3 2 -0.0000000
5 1 3 3 -0.0327657
5 1 4 0 -0.0000000
5 1 4 1 -0.0000000
5 1 4 2 0.0231575
5 1 4 3 0.0000000
5 1 4 4 0.0238661
5 1 5 0 -0.0086093
5 1 5 1 0.0433409
5 1 5 2 0.0000000
5 1 5 3 0.0002988
5 1 5 4 -0.0000000
5 1 5 5 -0.0350738
5 2 0 0 -0.0000000
5 2 1 0 0.0000000
5 2 1 1 -0.0000000
5 2 2 0 -0.0020369
5 2 2 1 0.0485245
5 2 2 2 0.0000000
5 2 3 0 0.0000000
5 2 3 1 -0.0000000
5 2 3 2 -0.0169655
5 2 3 3 -0.0000000
5 2 4 0 0.0030489
5 2 4 1 0.0203271
5 2 4 2 -0.0000000
5 2 4 3 -0.0346816
5 2 4 4 -0.0000000
5 2 5 0 0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0397142
5 2 5 3 -0.0000000
5 2 5 4 0.0235320
5 2 5 5 0.0000000
5 3 0 0 0.2503358
5 3 1 0 0.0057967
5 3 1 1 0.0534089
5 3 2 0 0.0000000
5 3 2 1 -0.0000000
5 3 2 2 0.0701703
5 3 3 0 0.0033683
5 3 3 1 -0.0425585
5 3 3 2 -0.0000000
5 3 3 3 0.0409110
5 3 4 0 0.0000000
5 3 4 1 0.0000000
5 3 4 2 -0.0554022
5 3 4 3 0.0000000
5 3 4 4 0.0713693
5 3 5 0 0.0038911
5 3 5 1 0.0002988
5 3 5 2 -0.0000000
5 3 5 3 0.1151862
5 3 5 4 -0.0000000
5 3 5 5 0.0612712
5 4 0 0 -0.0000000
5 4 1 0 0.0000000
5 4 1 1 -0.0000000
5 4 2 0 -0.0011124
5 4 2 1 0.0461414
5 4 2 2 -0.0000000
5 4 3 0 -0.0000000
5 4 3 1 0.0000000
5 4 3 2 -0.0393229
5 4 3 3 0.0000000
5 4 4 0 0.0011909
5 4 4 1 0.0353065
5 4 4 2 -0.0000000
5 4 4 3 -0.0207999
5 4 4 4 -0.0000000
5 4 5 0 -0.0000000
5 4 5 1 -0.0000000
5 4 5 2 0.0235320
5 4 5 3 -0.0000000
5 4 5 4 0.0492924
5 4 5 5 0.0000000
5 5 0 0 0.7205836
5 5 1 0 0.0064354
5 5 1 1 0.4944347
5 5 2 0 0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.4727671
5 5 3 0 0.0031447
5 5 3 1 0.0129568
5 5 3 2 -0.0000000
5 5 3 3 0.5200521
5 5 4 0 0.0000000
5 5 4 1 0.0000000
5 5 4 2 -0.0662430
5 5 4 3 -0.0000000
5 5 4 4 0.4778253
5 5 5 0 0.0035335
5 5 5 1 -0.0350738
5 5 5 2 0.0000000
5 5 5 3 0.0612712
5 5 5 4 0.0000000
5 5 5 5 0.5380894
6 0 0 0 -0.2908810
6 0 1 0 -0.0348910
6 0 1 1 0.0018235
6 0 2 0 -0.0000000
6 0 2 1 0.0000000
6 0 2 2 -0.0029137
6 0 3 0 -0.0024254
6 0 3 1 0.0016209
6 0 3 2 -0.0000000
6 0 3 3 -0.0019537
6 0 4 0 -0.0000000
6 0 4 1 -0.0000000
6 0 4 2 0.0062208
6 0 4 3 -0.0000000
6 0 4 4 -0.0071767
6 0 5 0 0.0031245
6 0 5 1 0.0011491
6 0 5 2 0.0000000
6 0 5 3 -0.0070079
6 0 5 4 0.0000000
6 0 5 5 -0.0078454
6 0 6 0 0.0439869
6 0 6 1 0.0018614
6 0 6 2 -0.0000000
6 0 6 3 0.0000331
6 0 6 4 0.0000000
6 0 6 5 -0.0011457
6 0 6 6 -0.0018568
6 1 0 0 -0.2762685
6 1 1 0 -0.0007715
6 1 1 1 -0.1061272
6 1 2 0 0.0000000
6 1 2 1 0.0000000
6 1 2 2 -0.0670107
6 1 3 0 0.0005366
6 1 3 1 -0.0016740
6 1 3 2 -0.0000000
6 1 3 3 -0.0605017
6 1 4 0 -0.0000000
6 1 4 1 -0.0000000
6 1 4 2 0.0704212
6 1 4 3 -0.0000000
6 1 4 4 -0.0630638
6 1 5 0 0.0010099
6 1 5 1 0.0093008
6 1 5 2 0.0000000
6 1 5 3 -0.0715201
6 1 5 4 0.0000000
6 1 5 5 -0.0606978
6 1 6 0 0.0018614
6 1 6 1 0.1025804
6 1 6 2 0.0000000
6 1 6 3 0.0137803
6 1 6 4 0.0000000
6 1 6 5 -0.0056432
6 1 6 6 -0.0831982
6 2 0 0 -0.0000000
6 2 1 0 -0.0000000
6 2 1 1 -0.0000000
6 2 2 0 0.0061869
6 2 2 1 0.0183059
6 2 2 2 -0.0000000
6 2 3 0 0.0000000
6 2 3 1 -0.0000000
6 2 3 2 -0.0262949
6 2 3 3 -0.0000000
6 2 4 0 -0.0081170
6 2 4 1 0.0432423
6 2 4 2 0.0000000
6 2 4 3 -0.0201062
6 2 4 4 -0.0000000
6 2 5 0 0.0000000
6 2 5 1 0.0000000
6 2 5 2 0.0243961
6 2 5 3 -0.0000000
6 2 5 4 0.0367544
6 2 5 5 -0.0000000
6 2 6 0 -0.0000000
6 2 6 1 0.0000000
6 2 6 2 0.0459006
6 2 6 3 -0.0000000
6 2 6 4 0.0253885
6 2 6 5 0.0000000
6 2 6 6 -0.0000000
6 3 0 0 -0.0333905
6 3 1 0 -0.0006866
6 3 1 1 -0.0098860
6 3 2 0 0.0000000
6 3 2 1 -0.0000000
6 3 2 2 -0.0380974
6 3 3 0 0.0052428
6 3 3 1 0.0298134
6 3 3 2 0.0000000
6 3 3 3 0.0243758
6 3 4 0 -0.0000000
6 3 4 1 -0.0000000
6 3 4 2 -0.0176779
6 3 4 3 -0.0000000
6 3 4 4 -0.0467398
6 3 5 0 0.0070943
6 3 5 1 -0.0439762
6 3 5 2 -0.0000000
6 3 5 3 -0.0336319
6 3 5 4 -0.0000000
6 3 5 5 0.0213264
6 3 6 0 0.0000331
6 3 6 1 0.0137803
6 3 6 2 -0.0000000
6 3 6 3 0.0599265
6 3 6 4 -0.0000000
6 3 6 5 -0.0454879
6 3 6 6 0.0046429
6 4 0 0 -0.0000000
6 4 1 0 0.0000000
6 4 1 1 -0.0000000
6 4 2 0 -0.0119303
6 4 2 1 0.0968102
6 4 2 2 0.0000000
6 4 3 0 0.0000000
6 4 3 1 -0.0000000
6 4 3 2 -0.0418681
6 4 3 3 -0.0000000
6 4 4 0 0.0161295
6 4 4 1 0.0209199
6 4 4 2 -0.0000000
6 4 4 3 -0.0502194
6 4 4 4 -0.0000000
6 4 5 0 0.0000000
6 4 5 1 0.0000000
6 4 5 2 0.0507343
6 4 5 3 0.0000000
6 4 5 4 0.0477120
6 4 5 5 0.0000000
6 4 6 0 0.0000000
6 4 6 1 0.0000000
6 4 6 2 0.0253885
6 4 6 3 -0.0000000
6 4 6 4 0.0975452
6 4 6 5 0.0000000
6 4 6 6 0.0000000
6 5 0 0 0.0031211
6 5 1 0 -0.0006401
6 5 1 1 0.0094255
6 5 2 0 -0.0000000
6 5 2 1 0.0000000
6 5 2 2 0.0492532
6 5 3 0 0.0115491
6 5 3 1 -0.1005379
6 5 3 2 -0.0000000
6 5 3 3 -0.0538518
6 5 4 0 0.0000000
6 5 4 1 0.0000000
6 5 4 2 0.0529778
6 5 4 3 -0.0000000
6 5 4 4 0.0446189
6 5 5 0 0.0160393
6 5 5 1 0.0224682
6 5 5 2 0.0000000
6 5 5 3 0.0457783
6 5 5 4 -0.0000000
6 5 5 5 -0.0206486
6 5 6 0 -0.0011457
6 5 6 1 -0.0056432
6 5 6 2 0.0000000
6 5 6 3 -0.0454879
