NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-34.567641
ENERGIES
-10.660389
-0.823583
-0.354144
-0.196761
0.552182
0.823285
0.915821
849736.458843
965066.227092
996477.704577
1070620.877439
1118093.609048

OEI
-17.981720	
0.177457	-4.383696	
-0.000000	0.000000	-3.902854	
-0.212377	0.167355	-0.000000	-3.927392	
0.107773	-0.013642	0.000000	0.446944	-3.275627	
-0.246723	0.815202	0.000000	-0.086443	-0.252220	-3.819117	
0.000000	-0.000000	0.683684	-0.000000	0.000000	0.000000	-3.353060	
0.113978	0.044271	-0.000000	-0.055980	0.015795	0.027470	0.000000	849732.859056	
-0.000000	-0.000000	-0.103524	-0.000000	0.000000	-0.000000	-0.002537	0.000000	965063.227872	
-0.004549	-0.017228	0.000000	0.002712	0.007410	0.015614	-0.000000	0.001131	0.000000	996474.201547	
-0.036484	-0.212552	-0.000000	-0.086071	-0.122675	-0.073975	0.000000	0.113813	0.000000	0.160548	1070618.210146	
0.110547	0.056721	-0.000000	-0.133928	0.027832	0.014512	-0.000000	-0.700517	0.000000	0.041427	0.288728	1118089.929753	

ENV_OEI
-4.508069	
0.336026	-0.645301	
-0.000000	-0.000000	-0.239625	
-0.407140	-0.323737	-0.000000	-0.604562	
0.208082	-0.430120	-0.000000	-0.412712	-0.701087	
-0.515649	-0.065915	-0.000000	-0.305603	-0.268285	-0.540368	
0.000000	0.000000	-0.002827	0.000000	0.000000	0.000000	-0.256555	
0.232245	0.013019	-0.000000	-0.078592	-0.007113	0.043026	-0.000000	-0.760221	
-0.000000	0.000000	0.234151	-0.000000	-0.000000	0.000000	0.194459	-0.000000	-1.069861	
0.016138	-0.521775	-0.000000	-0.986895	-1.367548	-0.424404	0.000000	0.130971	-0.000000	-19.337187	
-0.055292	0.103223	0.000000	0.031140	0.039628	0.081054	-0.000000	-0.238360	-0.000000	1.748249	-1.160728	
0.220918	-0.004491	0.000000	0.043926	0.021704	0.017886	-0.000000	0.407484	0.000000	0.186708	-0.004572	-0.546295	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
0.027047	0.301519	0.378700	0.378700	0.248362	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.015125	-0.113119	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.219667	-0.219667	-0.042713	-0.319437	0.000000	0.000000	1.000000	
0.015125	0.113119	0.044121	0.044121	0.000000	0.000000	0.112775	0.000000	-0.151526	1.000000	
0.000000	0.000000	0.268260	-0.268260	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.042713	0.319437	0.279473	0.279473	0.000000	0.000000	-0.151526	0.000000	-0.261465	0.000000	0.000000	1.000000	

MOCOEFF
-0.996430	-0.017320	0.006729	0.006729	-0.001361	0.006709	0.028008	0.000000	0.007608	-0.002304	0.000000	0.003307	
0.122081	-0.233189	-0.224610	-0.224610	0.050961	-0.087792	0.269898	0.000000	0.173365	-0.213145	-0.000000	-0.434333	
-0.000000	0.000000	0.493109	-0.493109	0.000000	-0.000000	-0.000000	0.553959	0.000000	-0.000000	-0.356759	-0.000000	
-0.146438	0.568187	0.251163	0.251163	0.085935	-0.438168	-0.340570	-0.000000	0.456055	-0.082572	0.000000	-0.546943	
0.071823	-0.424838	0.713354	0.713354	0.116972	-0.742930	0.167431	0.000000	-0.574905	-0.207883	0.000000	-0.633638	
-0.187233	1.140677	-0.663182	-0.663182	0.038121	-0.258912	-0.411996	-0.000000	-0.915945	-0.206881	-0.000000	-0.419979	
0.000000	-0.000000	0.923460	-0.923460	-0.000000	0.000000	0.000000	-1.115611	0.000000	0.000000	-0.309779	0.000000	
0.084288	-0.388040	0.000000	0.000000	-0.012325	0.049402	-0.608822	-0.000000	0.000000	0.744813	0.000000	-0.291146	
0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	1.000000	-0.000000	
-0.000564	0.002599	0.000000	0.000000	1.025611	-0.216379	0.004077	-0.000000	-0.000000	0.053739	-0.000000	0.092871	
-0.018946	0.087225	0.000000	0.000000	-0.019714	-0.850781	0.136853	0.000000	0.000000	0.334095	0.000000	0.355392	
0.081637	-0.375837	0.000000	0.000000	0.011610	-0.229164	-0.589676	0.000000	-0.000000	-0.509850	0.000000	0.308001	

ERI
0 0 0 0 3.5223786
1 0 0 0 -0.1635064
1 0 1 0 0.0149896
1 0 1 1 0.0053517
1 1 0 0 0.5931046
1 1 1 0 0.0053517
1 1 1 1 0.5936158
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0079876
2 0 2 1 0.0087421
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0087421
2 1 2 1 0.0870836
2 1 2 2 -0.0000000
2 2 0 0 0.6234963
2 2 1 0 -0.0001031
2 2 1 1 0.4899669
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5304589
3 0 0 0 0.1925218
3 0 1 0 -0.0141240
3 0 1 1 0.0054912
3 0 2 0 0.0000000
3 0 2 1 -0.0000000
3 0 2 2 0.0030822
3 0 3 0 0.0242688
3 0 3 1 0.0044279
3 0 3 2 -0.0000000
3 0 3 3 -0.0051058
3 1 0 0 -0.0880227
3 1 1 0 0.0007620
3 1 1 1 0.0368272
3 1 2 0 -0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0359437
3 1 3 0 0.0044279
3 1 3 1 0.0798648
3 1 3 2 0.0000000
3 1 3 3 -0.0251952
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 -0.0000000
3 2 2 0 -0.0083360
3 2 2 1 -0.0568294
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0548437
3 2 3 3 -0.0000000
3 3 0 0 0.7011437
3 3 1 0 -0.0027510
3 3 1 1 0.4914251
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4698872
3 3 3 0 -0.0051058
3 3 3 1 -0.0251952
3 3 3 2 -0.0000000
3 3 3 3 0.5621304
4 0 0 0 -0.0946001
4 0 1 0 0.0053262
4 0 1 1 -0.0072291
4 0 2 0 -0.0000000
4 0 2 1 0.0000000
4 0 2 2 -0.0031458
4 0 3 0 -0.0151079
4 0 3 1 -0.0039270
4 0 3 2 0.0000000
4 0 3 3 0.0057265
4 0 4 0 0.0112214
4 0 4 1 0.0017090
4 0 4 2 -0.0000000
4 0 4 3 -0.0077185
4 0 4 4 0.0016668
4 1 0 0 -0.0012681
4 1 1 0 0.0003274
4 1 1 1 0.0297418
4 1 2 0 -0.0000000
4 1 2 1 0.0000000
4 1 2 2 -0.0362844
4 1 3 0 -0.0021297
4 1 3 1 0.0394581
4 1 3 2 0.0000000
4 1 3 3 0.0341706
4 1 4 0 0.0017090
4 1 4 1 0.0603848
4 1 4 2 0.0000000
4 1 4 3 0.0179267
4 1 4 4 0.0126528
4 2 0 0 -0.0000000
4 2 1 0 0.0000000
4 2 1 1 0.0000000
4 2 2 0 -0.0019927
4 2 2 1 -0.0677276
4 2 2 2 0.0000000
4 2 3 0 0.0000000
4 2 3 1 0.0000000
4 2 3 2 0.0347167
4 2 3 3 -0.0000000
4 2 4 0 -0.0000000
4 2 4 1 0.0000000
4 2 4 2 0.0751811
4 2 4 3 0.0000000
4 2 4 4 -0.0000000
4 3 0 0 -0.1966546
4 3 1 0 0.0058523
4 3 1 1 0.0532172
4 3 2 0 0.0000000
4 3 2 1 0.0000000
4 3 2 2 -0.0127154
4 3 3 0 0.0054732
4 3 3 1 0.0715444
4 3 3 2 -0.0000000
4 3 3 3 -0.0741661
4 3 4 0 -0.0077185
4 3 4 1 0.0179267
4 3 4 2 0.0000000
4 3 4 3 0.1377906
4 3 4 4 -0.0009925
4 4 0 0 0.5848091
4 4 1 0 -0.0017478
4 4 1 1 0.4996423
4 4 2 0 0.0000000
4 4 2 1 0.0000000
4 4 2 2 0.4741844
4 4 3 0 -0.0008163
4 4 3 1 0.0073715
4 4 3 2 0.0000000
4 4 3 3 0.4971499
4 4 4 0 0.0016668
4 4 4 1 0.0126528
4 4 4 2 -0.0000000
4 4 4 3 -0.0009925
4 4 4 4 0.5015531
5 0 0 0 0.2466227
5 0 1 0 -0.0246115
5 0 1 1 -0.0123318
5 0 2 0 0.0000000
5 0 2 1 -0.0000000
5 0 2 2 -0.0013132
5 0 3 0 0.0161828
5 0 3 1 -0.0046929
5 0 3 2 0.0000000
5 0 3 3 0.0099131
5 0 4 0 -0.0022638
5 0 4 1 0.0011168
5 0 4 2 -0.0000000
5 0 4 3 -0.0153484
5 0 4 4 0.0045739
5 0 5 0 0.0452852
5 0 5 1 0.0045387
5 0 5 2 -0.0000000
5 0 5 3 -0.0028190
5 0 5 4 0.0017313
5 0 5 5 -0.0104074
5 1 0 0 -0.2537258
5 1 1 0 -0.0008770
5 1 1 1 -0.0593866
5 1 2 0 -0.0000000
5 1 2 1 0.0000000
5 1 2 2 -0.0525513
5 1 3 0 -0.0063483
5 1 3 1 0.0298906
5 1 3 2 -0.0000000
5 1 3 3 -0.0712273
5 1 4 0 0.0059746
5 1 4 1 0.0038376
5 1 4 2 -0.0000000
5 1 4 3 0.0576963
5 1 4 4 -0.0235754
5 1 5 0 0.0045387
5 1 5 1 0.0978908
5 1 5 2 0.0000000
5 1 5 3 -0.0013079
5 1 5 4 -0.0228189
5 1 5 5 -0.1163379
5 2 0 0 -0.0000000
5 2 1 0 0.0000000
5 2 1 1 0.0000000
5 2 2 0 -0.0044421
5 2 2 1 0.0185289
5 2 2 2 -0.0000000
5 2 3 0 0.0000000
5 2 3 1 0.0000000
5 2 3 2 -0.0122391
5 2 3 3 -0.0000000
5 2 4 0 -0.0000000
5 2 4 1 -0.0000000
5 2 4 2 -0.0321053
5 2 4 3 0.0000000
5 2 4 4 0.0000000
5 2 5 0 -0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0385229
5 2 5 3 -0.0000000
5 2 5 4 -0.0000000
5 2 5 5 0.0000000
5 3 0 0 0.0145766
5 3 1 0 0.0023272
5 3 1 1 0.0355079
5 3 2 0 0.0000000
5 3 2 1 -0.0000000
5 3 2 2 -0.0010500
5 3 3 0 -0.0017035
5 3 3 1 0.0059684
5 3 3 2 -0.0000000
5 3 3 3 0.0206111
5 3 4 0 0.0000052
5 3 4 1 0.0289844
5 3 4 2 0.0000000
5 3 4 3 0.0209618
5 3 4 4 0.0095499
5 3 5 0 -0.0028190
5 3 5 1 -0.0013079
5 3 5 2 -0.0000000
5 3 5 3 0.0343219
5 3 5 4 0.0022726
5 3 5 5 0.0115583
5 4 0 0 0.0827494
5 4 1 0 -0.0021602
5 4 1 1 0.0184361
5 4 2 0 -0.0000000
5 4 2 1 -0.0000000
5 4 2 2 -0.0123832
5 4 3 0 0.0038581
5 4 3 1 0.0321053
5 4 3 2 0.0000000
5 4 3 3 0.0322593
5 4 4 0 -0.0023318
5 4 4 1 0.0334821
5 4 4 2 0.0000000
5 4 4 3 -0.0102796
5 4 4 4 0.0114201
5 4 5 0 0.0017313
5 4 5 1 -0.0228189
5 4 5 2 -0.0000000
5 4 5 3 0.0022726
5 4 5 4 0.0514537
5 4 5 5 0.0255694
5 5 0 0 0.8330067
5 5 1 0 0.0008893
5 5 1 1 0.5686226
5 5 2 0 0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.5191090
5 5 3 0 0.0161380
5 5 3 1 -0.0036348
5 5 3 2 -0.0000000
5 5 3 3 0.5075815
5 5 4 0 -0.0146035
5 5 4 1 -0.0061355
5 5 4 2 -0.0000000
5 5 4 3 -0.0106074
5 5 4 4 0.4985934
5 5 5 0 -0.0104074
5 5 5 1 -0.1163379
5 5 5 2 0.0000000
5 5 5 3 0.0115583
5 5 5 4 0.0255694
5 5 5 5 0.6399711
6 0 0 0 -0.0000000
6 0 1 0 0.0000000
6 0 1 1 0.0000000
6 0 2 0 -0.0127214
6 0 2 1 -0.0124241
6 0 2 2 0.0000000
6 0 3 0 -0.0000000
6 0 3 1 0.0000000
6 0 3 2 0.0122637
6 0 3 3 -0.0000000
6 0 4 0 0.0000000
6 0 4 1 -0.0000000
