NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-33.544808
ENERGIES
-10.737128
-0.585984
-0.340261
-0.334927
0.900820
0.908715
0.934038
1000000.787166

OEI
-17.985861	
0.242642	-4.171177	
-0.000000	0.000000	-3.785141	
0.004948	-0.003440	0.000000	-3.758870	
-0.000000	0.000000	-0.757441	0.000000	-3.337288	
-0.062003	0.188131	-0.000000	-0.730726	-0.000000	-3.358524	
-0.308569	0.880705	0.000000	0.163099	0.000000	0.008583	-3.264261	
-0.157701	-0.146336	0.000000	-0.003121	0.000000	0.001322	0.009032	999996.418400	

ENV_OEI
-4.372978	
0.466671	-0.046052	
-0.000000	0.000000	0.033765	
0.010446	0.004844	0.000000	0.037165	
-0.000000	0.000000	-0.084366	0.000000	-0.036474	
-0.127345	0.033543	-0.000000	-0.064518	-0.000000	-0.041315	
-0.641823	0.167174	0.000000	0.019696	-0.000000	-0.027348	-0.133350	
-0.315775	0.005370	0.000000	-0.000491	0.000000	-0.007802	-0.020501	-0.061070	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
-0.996437	-0.017991	0.006808	0.006924	0.006808	0.027604	0.000000	-0.000181	
0.166654	-0.405290	-0.270914	-0.285896	-0.270914	0.363057	0.000000	-0.007801	
-0.000000	-0.000000	0.459304	0.000000	-0.459304	-0.000000	0.528592	0.000000	
0.003440	-0.011126	-0.275849	0.544274	-0.275849	0.007734	-0.000000	0.509400	
-0.000000	0.000000	-0.842907	-0.000000	0.842907	-0.000000	1.119888	0.000000	
-0.045595	0.279079	0.328274	-1.089556	0.328274	-0.103559	-0.000000	1.107241	
-0.227473	1.398578	-0.820203	-0.535098	-0.820203	-0.518182	0.000000	-0.219155	
-0.117784	0.542251	-0.000000	-0.000000	-0.000000	0.850774	-0.000000	-0.000000	

ERI
0 0 0 0 3.5225390
1 0 0 0 -0.2211402
1 0 1 0 0.0254206
1 0 1 1 0.0029737
1 1 0 0 0.6647977
1 1 1 0 0.0029737
1 1 1 1 0.5473414
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0073759
2 0 2 1 0.0103663
2 0 2 2 0.0000000
2 1 0 0 0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0103663
2 1 2 1 0.1143059
2 1 2 2 0.0000000
2 2 0 0 0.6141890
2 2 1 0 -0.0011359
2 2 1 1 0.4906583
2 2 2 0 0.0000000
2 2 2 1 0.0000000
2 2 2 2 0.5321537
3 0 0 0 -0.0044602
3 0 1 0 0.0004073
3 0 1 1 -0.0002681
3 0 2 0 -0.0000000
3 0 2 1 -0.0000000
3 0 2 2 0.0027871
3 0 3 0 0.0069678
3 0 3 1 0.0100893
3 0 3 2 -0.0000000
3 0 3 3 -0.0025266
3 1 0 0 0.0019838
3 1 1 0 -0.0001050
3 1 1 1 -0.0027455
3 1 2 0 -0.0000000
3 1 2 1 0.0000000
3 1 2 2 0.0592844
3 1 3 0 0.0100893
3 1 3 1 0.1187735
3 1 3 2 -0.0000000
3 1 3 3 -0.0564313
3 2 0 0 -0.0000000
3 2 1 0 0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0031047
3 2 2 1 0.0595309
3 2 2 2 -0.0000000
3 2 3 0 -0.0000000
3 2 3 1 -0.0000000
3 2 3 2 0.0495356
3 2 3 3 -0.0000000
3 3 0 0 0.6059057
3 3 1 0 -0.0008680
3 3 1 1 0.4930754
3 3 2 0 -0.0000000
3 3 2 1 -0.0000000
3 3 2 2 0.4375992
3 3 3 0 -0.0025266
3 3 3 1 -0.0564313
3 3 3 2 -0.0000000
3 3 3 3 0.5270190
4 0 0 0 0.0000000
4 0 1 0 -0.0000000
4 0 1 1 0.0000000
4 0 2 0 0.0123611
4 0 2 1 0.0157544
4 0 2 2 0.0000000
4 0 3 0 -0.0000000
4 0 3 1 -0.0000000
4 0 3 2 0.0044834
4 0 3 3 -0.0000000
4 0 4 0 0.0208454
4 0 4 1 0.0093552
4 0 4 2 -0.0000000
4 0 4 3 -0.0037350
4 0 4 4 -0.0000000
4 1 0 0 -0.0000000
4 1 1 0 0.0000000
4 1 1 1 -0.0000000
4 1 2 0 0.0060249
4 1 2 1 -0.0109484
4 1 2 2 -0.0000000
4 1 3 0 -0.0000000
4 1 3 1 -0.0000000
4 1 3 2 -0.0263362
4 1 3 3 0.0000000
4 1 4 0 0.0093552
4 1 4 1 0.0426018
4 1 4 2 0.0000000
4 1 4 3 0.0145802
4 1 4 4 -0.0000000
4 2 0 0 0.2462008
4 2 1 0 -0.0053037
4 2 1 1 0.0482716
4 2 2 0 -0.0000000
4 2 2 1 -0.0000000
4 2 2 2 0.0256450
4 2 3 0 -0.0023424
4 2 3 1 -0.0482421
4 2 3 2 0.0000000
4 2 3 3 0.0614991
4 2 4 0 -0.0000000
4 2 4 1 0.0000000
4 2 4 2 0.1188680
4 2 4 3 -0.0000000
4 2 4 4 0.0608793
4 3 0 0 -0.0000000
4 3 1 0 0.0000000
4 3 1 1 -0.0000000
4 3 2 0 -0.0021646
4 3 2 1 -0.0480618
4 3 2 2 -0.0000000
4 3 3 0 0.0000000
4 3 3 1 0.0000000
4 3 3 2 -0.0216999
4 3 3 3 -0.0000000
4 3 4 0 -0.0037350
4 3 4 1 0.0145802
4 3 4 2 -0.0000000
4 3 4 3 0.0356459
4 3 4 4 -0.0000000
4 4 0 0 0.7497318
4 4 1 0 -0.0069475
4 4 1 1 0.4940995
4 4 2 0 -0.0000000
4 4 2 1 0.0000000
4 4 2 2 0.5277592
4 4 3 0 -0.0006369
4 4 3 1 0.0333467
4 4 3 2 -0.0000000
4 4 3 3 0.4569932
4 4 4 0 -0.0000000
4 4 4 1 -0.0000000
4 4 4 2 0.0608793
4 4 4 3 -0.0000000
4 4 4 4 0.5634480
5 0 0 0 0.0597947
5 0 1 0 -0.0070152
5 0 1 1 -0.0009066
5 0 2 0 0.0000000
5 0 2 1 0.0000000
5 0 2 2 0.0044487
5 0 3 0 0.0117538
5 0 3 1 0.0156011
5 0 3 2 -0.0000000
5 0 3 3 -0.0033569
5 0 4 0 0.0000000
5 0 4 1 -0.0000000
5 0 4 2 -0.0026265
5 0 4 3 0.0000000
5 0 4 4 0.0005290
5 0 5 0 0.0223037
5 0 5 1 0.0091591
5 0 5 2 0.0000000
5 0 5 3 0.0038318
5 0 5 4 0.0000000
5 0 5 5 -0.0039220
5 1 0 0 -0.0581908
5 1 1 0 0.0001057
5 1 1 1 -0.0198086
5 1 2 0 0.0000000
5 1 2 1 -0.0000000
5 1 2 2 -0.0368617
5 1 3 0 0.0058687
5 1 3 1 -0.0123383
5 1 3 2 0.0000000
5 1 3 3 0.0147363
5 1 4 0 -0.0000000
5 1 4 1 0.0000000
5 1 4 2 -0.0019086
5 1 4 3 -0.0000000
5 1 4 4 -0.0438535
5 1 5 0 0.0091591
5 1 5 1 0.0463740
5 1 5 2 -0.0000000
5 1 5 3 -0.0363576
5 1 5 4 0.0000000
5 1 5 5 0.0163028
5 2 0 0 0.0000000
5 2 1 0 -0.0000000
5 2 1 1 0.0000000
5 2 2 0 -0.0031840
5 2 2 1 -0.0397280
5 2 2 2 0.0000000
5 2 3 0 0.0000000
5 2 3 1 0.0000000
5 2 3 2 -0.0129971
5 2 3 3 0.0000000
5 2 4 0 -0.0052882
5 2 4 1 0.0040567
5 2 4 2 0.0000000
5 2 4 3 0.0258471
5 2 4 4 0.0000000
5 2 5 0 0.0000000
5 2 5 1 -0.0000000
5 2 5 2 0.0254443
5 2 5 3 0.0000000
5 2 5 4 0.0050460
5 2 5 5 -0.0000000
5 3 0 0 0.2380264
5 3 1 0 -0.0051575
5 3 1 1 0.0434250
5 3 2 0 0.0000000
5 3 2 1 0.0000000
5 3 2 2 0.0692485
5 3 3 0 0.0012634
5 3 3 1 0.0543153
5 3 3 2 -0.0000000
5 3 3 3 0.0161948
5 3 4 0 0.0000000
5 3 4 1 -0.0000000
5 3 4 2 0.0452188
5 3 4 3 -0.0000000
5 3 4 4 0.0861765
5 3 5 0 0.0038318
5 3 5 1 -0.0363576
5 3 5 2 0.0000000
5 3 5 3 0.1244915
5 3 5 4 -0.0000000
5 3 5 5 0.0358758
5 4 0 0 0.0000000
5 4 1 0 -0.0000000
5 4 1 1 0.0000000
5 4 2 0 -0.0027893
5 4 2 1 0.0104102
5 4 2 2 -0.0000000
5 4 3 0 0.0000000
5 4 3 1 -0.0000000
5 4 3 2 0.0235925
5 4 3 3 0.0000000
5 4 4 0 -0.0047916
5 4 4 1 -0.0257594
5 4 4 2 0.0000000
5 4 4 3 -0.0014140
