NMONOMER	1
NELEC	8
ENUC	8.484879
NBASIS	8
HOMO	1
LUMO	1
ENT	5
HF_ENERGY	-35.688452
ENERGIES
-11.038136
-0.801043
-0.533671
-0.530388
0.752110
0.752978
0.802070
1000000.633561

OEI
-18.477172	
-0.261358	-4.532553	
-0.002988	-0.002034	-4.121594	
0.000926	0.000274	0.000297	-4.120828	
0.012684	0.045931	-0.717219	0.300258	-3.532279	
0.003602	0.011544	-0.299300	-0.719309	-0.001574	-3.530191	
-0.312371	-0.926035	-0.042860	0.007037	-0.001424	-0.000758	-3.431834	
-0.160549	0.151204	0.001559	-0.000428	0.000306	-0.000265	0.000704	999996.172988	

ENV_OEI
-4.804219	
-0.502835	-0.285687	
-0.005952	0.001590	-0.184112	
0.001809	-0.000480	0.000091	-0.181433	
0.026229	0.011083	-0.119426	0.051002	-0.257646	
0.007472	0.002782	-0.049447	-0.121584	-0.000651	-0.256332	
-0.653053	-0.235935	-0.009031	0.001674	0.006178	0.001344	-0.351973	
-0.312277	0.002839	0.003360	-0.001027	0.003408	0.000194	-0.020125	-0.270627	

OVERLAP
1.000000	
0.248362	1.000000	
0.068397	0.514086	1.000000	
0.068399	0.514093	0.187054	1.000000	
0.068288	0.513686	0.187003	0.186920	1.000000	
0.000000	0.000000	-0.359412	0.147430	-0.153210	1.000000	
0.000000	0.000000	0.111715	-0.449159	0.033386	0.000000	1.000000	
0.000000	0.000000	-0.298976	-0.086993	0.454141	0.000000	0.000000	1.000000	

MOCOEFF
0.996487	0.018547	-0.007062	-0.007082	-0.007047	-0.020987	-0.017517	0.003922	
0.176769	-0.446658	-0.244773	-0.251499	-0.242636	0.287763	0.246959	-0.051505	
0.002040	-0.006023	-0.268753	0.492531	-0.229811	0.345381	-0.433519	-0.113651	
-0.000617	0.001954	-0.415258	-0.021128	0.438320	0.133091	-0.037457	0.550786	
-0.009219	0.061524	0.145866	-1.004960	0.763238	0.513889	-0.792622	-0.628799	
-0.002619	0.016870	1.013145	-0.364939	-0.674606	0.507229	-0.409623	0.928949	
0.227609	-1.507700	0.802601	0.739675	0.807822	0.432593	0.301796	-0.090440	
0.117784	-0.542251	0.000000	0.000000	0.000000	-0.647102	-0.538791	0.121573	

ERI
0 0 0 0 3.5227863
1 0 0 0 0.2338160
1 0 1 0 0.0284093
1 0 1 1 -0.0030227
1 1 0 0 0.6924030
1 1 1 0 -0.0030227
1 1 1 1 0.5701296
2 0 0 0 0.0026805
2 0 1 0 0.0002343
2 0 1 1 0.0002184
2 0 2 0 0.0083843
2 0 2 1 -0.0117594
2 0 2 2 0.0027213
2 1 0 0 0.0006902
2 1 1 0 0.0000791
2 1 1 1 -0.0017249
2 1 2 0 -0.0117594
2 1 2 1 0.1158117
2 1 2 2 -0.0496422
2 2 0 0 0.6408686
2 2 1 0 0.0015458
2 2 1 1 0.5089441
2 2 2 0 0.0027213
2 2 2 1 -0.0496422
2 2 2 2 0.5428531
3 0 0 0 -0.0008145
3 0 1 0 -0.0000680
3 0 1 1 -0.0000720
3 0 2 0 -0.0000082
3 0 2 1 -0.0000002
3 0 2 2 -0.0004100
3 0 3 0 0.0084280
3 0 3 1 -0.0117359
3 0 3 2 -0.0030911
3 0 3 3 0.0004686
3 1 0 0 -0.0001267
3 1 1 0 -0.0000245
3 1 1 1 0.0005382
3 1 2 0 0.0000010
3 1 2 1 0.0001872
3 1 2 2 0.0068495
3 1 3 0 -0.0117359
3 1 3 1 0.1135360
3 1 3 2 0.0522887
3 1 3 3 -0.0074924
3 2 0 0 -0.0001120
3 2 1 0 -0.0000089
3 2 1 1 0.0001679
3 2 2 0 -0.0003589
3 2 2 1 0.0067532
3 2 2 2 0.0003655
3 2 3 0 -0.0030911
3 2 3 1 0.0522887
3 2 3 2 0.0456472
3 2 3 3 -0.0005582
3 3 0 0 0.6416832
3 3 1 0 0.0016305
3 3 1 1 0.5068662
3 3 2 0 -0.0029339
3 3 2 1 0.0521131
3 3 2 2 0.4567532
3 3 3 0 0.0004686
3 3 3 1 -0.0074924
3 3 3 2 -0.0005582
3 3 3 3 0.5451884
4 0 0 0 -0.0120939
4 0 1 0 -0.0016107
4 0 1 1 0.0004407
4 0 2 0 0.0120560
4 0 2 1 -0.0152167
4 0 2 2 0.0033039
4 0 3 0 -0.0050465
4 0 3 1 0.0063143
4 0 3 2 0.0011115
4 0 3 3 -0.0038397
4 0 4 0 0.0206234
4 0 4 1 -0.0090316
4 0 4 2 -0.0035708
4 0 4 3 -0.0026557
4 0 4 4 0.0004840
4 1 0 0 -0.0139722
4 1 1 0 -0.0000349
4 1 1 1 -0.0046155
4 1 2 0 -0.0057192
4 1 2 1 -0.0102320
4 1 2 2 0.0222581
4 1 3 0 0.0024146
4 1 3 1 0.0036064
4 1 3 2 0.0067233
4 1 3 3 -0.0283317
4 1 4 0 -0.0090316
4 1 4 1 0.0428675
4 1 4 2 -0.0156448
4 1 4 3 -0.0061301
4 1 4 4 0.0133697
4 2 0 0 0.2281273
4 2 1 0 0.0055613
4 2 1 1 0.0447398
4 2 2 0 -0.0025147
4 2 2 1 0.0483361
4 2 2 2 0.0305143
4 2 3 0 -0.0007184
4 2 3 1 0.0126025
4 2 3 2 0.0069597
4 2 3 3 0.0641481
4 2 4 0 -0.0035708
4 2 4 1 -0.0156448
4 2 4 2 0.1089138
4 2 4 3 -0.0290504
4 2 4 4 0.0444689
4 3 0 0 -0.0954047
4 3 1 0 -0.0022994
4 3 1 1 -0.0196447
4 3 2 0 -0.0007343
4 3 2 1 0.0126287
4 3 2 2 -0.0260240
4 3 3 0 0.0029277
4 3 3 1 -0.0455353
4 3 3 2 -0.0153626
4 3 3 3 -0.0127524
4 3 4 0 -0.0026557
4 3 4 1 -0.0061301
4 3 4 2 -0.0290504
4 3 4 3 0.0467026
4 3 4 4 -0.0237953
4 4 0 0 0.7415942
4 4 1 0 0.0071294
4 4 1 1 0.5041961
4 4 2 0 0.0005783
4 4 2 1 -0.0333096
4 4 2 2 0.5299291
4 4 3 0 -0.0006850
4 4 3 1 -0.0164588
4 4 3 2 -0.0235488
4 4 3 3 0.4748768
4 4 4 0 0.0004840
4 4 4 1 0.0133697
4 4 4 2 0.0444689
4 4 4 3 -0.0237953
4 4 4 4 0.5661058
5 0 0 0 -0.0034227
5 0 1 0 -0.0004288
5 0 1 1 0.0000588
5 0 2 0 0.0050337
5 0 2 1 -0.0063655
5 0 2 2 0.0008309
5 0 3 0 0.0121014
5 0 3 1 -0.0151562
5 0 3 2 -0.0038603
5 0 3 3 -0.0009220
5 0 4 0 0.0000395
5 0 4 1 0.0000272
5 0 4 2 -0.0026446
5 0 4 3 0.0037778
5 0 4 4 -0.0010966
5 0 5 0 0.0205606
5 0 5 1 -0.0090858
5 0 5 2 0.0033772
5 0 5 3 0.0027304
5 0 5 4 0.0012731
5 0 5 5 0.0013112
5 1 0 0 -0.0034877
5 1 1 0 -0.0000111
5 1 1 1 -0.0012454
5 1 2 0 -0.0023831
5 1 2 1 -0.0043784
5 1 2 2 0.0060113
5 1 3 0 -0.0057707
5 1 3 1 -0.0089051
5 1 3 2 -0.0251910
5 1 3 3 -0.0075498
5 1 4 0 0.0000249
5 1 4 1 0.0002602
5 1 4 2 -0.0098312
5 1 4 3 0.0090115
5 1 4 4 0.0257821
5 1 5 0 -0.0090858
5 1 5 1 0.0423443
5 1 5 2 0.0102546
5 1 5 3 0.0068446
5 1 5 4 -0.0143514
5 1 5 5 -0.0270590
5 2 0 0 0.0952336
5 2 1 0 0.0023261
5 2 1 1 0.0185084
5 2 2 0 -0.0006694
5 2 2 1 0.0128583
5 2 2 2 0.0127268
5 2 3 0 0.0026503
5 2 3 1 -0.0468811
5 2 3 2 -0.0169747
5 2 3 3 0.0269162
5 2 4 0 -0.0027090
5 2 4 1 -0.0100305
5 2 4 2 0.0299250
5 2 4 3 0.0194351
5 2 4 4 0.0276695
5 2 5 0 0.0033772
5 2 5 1 0.0102546
5 2 5 2 0.0490046
5 2 5 3 0.0290685
5 2 5 4 -0.0108560
5 2 5 5 0.0212810
5 3 0 0 0.2286174
5 3 1 0 0.0055217
5 3 1 1 0.0466826
5 3 2 0 0.0027914
5 3 2 1 -0.0471768
5 3 2 2 0.0621775
5 3 3 0 0.0007911
5 3 3 1 -0.0121817
5 3 3 2 -0.0063260
5 3 3 3 0.0310318
5 3 4 0 0.0031997
5 3 4 1 0.0076949
5 3 4 2 0.0374084
5 3 4 3 -0.0302360
5 3 4 4 0.0752045
5 3 5 0 0.0027304
5 3 5 1 0.0068446
5 3 5 2 0.0290685
5 3 5 3 0.1071224
5 3 5 4 0.0071105
5 3 5 5 0.0497635
5 4 0 0 0.0004810
5 4 1 0 0.0000123
5 4 1 1 0.0007233
5 4 2 0 0.0000167
5 4 2 1 -0.0225600
5 4 2 2 0.0252316
5 4 3 0 0.0007713
5 4 3 1 0.0219521
5 4 3 2 0.0227281
5 4 3 3 -0.0255586
5 4 4 0 -0.0008041
5 4 4 1 0.0268658
5 4 4 2 -0.0071260
5 4 4 3 -0.0094934
5 4 4 4 0.0041732
5 4 5 0 0.0012731
5 4 5 1 -0.0143514
5 4 5 2 -0.0108560
5 4 5 3 0.0071105
5 4 5 4 0.0374274
5 4 5 5 -0.0016942
5 5 0 0 0.7411902
5 5 1 0 0.0071313
5 5 1 1 0.5030489
5 5 2 0 0.0005590
5 5 2 1 0.0252155
5 5 2 2 0.4789747
5 5 3 0 0.0005256
5 5 3 1 0.0173966
5 5 3 2 0.0234753
5 5 3 3 0.5265806
5 5 4 0 0.0002275
5 5 4 1 -0.0187275
5 5 4 2 0.0725165
5 5 4 3 -0.0282504
5 5 4 4 0.4858810
5 5 5 0 0.0013112
5 5 5 1 -0.0270590
5 5 5 2 0.0212810
5 5 5 3 0.0497635
5 5 5 4 -0.0016942
5 5 5 5 0.5611947
6 0 0 0 0.2976694
6 0 1 0 0.0360660
6 0 1 1 -0.0019478
6 0 2 0 0.0009532
6 0 2 1 -0.0007212
6 0 2 2 0.0022482
6 0 3 0 -0.0001847
6 0 3 1 0.0000897
6 0 3 2 -0.0000032
6 0 3 3 0.0019675
6 0 4 0 -0.0010446
6 0 4 1 -0.0005200
6 0 4 2 0.0060605
6 0 4 3 -0.0026704
6 0 4 4 0.0082158
6 0 5 0 -0.0002907
6 0 5 1 -0.0001350
6 0 5 2 0.0025323
6 0 5 3 0.0064065
6 0 5 4 -0.0000063
6 0 5 5 0.0082300
6 0 6 0 0.0460148
6 0 6 1 0.0020492
6 0 6 2 -0.0000064
6 0 6 3 -0.0000076
6 0 6 4 -0.0004607
6 0 6 5 -0.0001324
6 0 6 6 0.0023059
6 1 0 0 0.2778798
6 1 1 0 0.0009332
6 1 1 1 0.1064252
6 1 2 0 -0.0001822
6 1 2 1 0.0002979
6 1 2 2 0.0607365
6 1 3 0 0.0000051
6 1 3 1 -0.0001607
6 1 3 2 -0.0001046
6 1 3 3 0.0593651
6 1 4 0 -0.0003583
6 1 4 1 -0.0036802
6 1 4 2 0.0640174
6 1 4 3 -0.0270046
6 1 4 4 0.0671470
6 1 5 0 -0.0001166
6 1 5 1 -0.0008267
6 1 5 2 0.0267950
6 1 5 3 0.0648557
6 1 5 4 0.0007598
6 1 5 5 0.0655440
6 1 6 0 0.0020492
6 1 6 1 0.1030583
6 1 6 2 0.0053185
6 1 6 3 -0.0007352
6 1 6 4 -0.0012974
6 1 6 5 -0.0004094
6 1 6 6 0.0870577
6 2 0 0 0.0133604
6 2 1 0 0.0003188
6 2 1 1 0.0037795
6 2 2 0 -0.0052689
6 2 2 1 -0.0268913
6 2 2 2 0.0326077
6 2 3 0 0.0000077
6 2 3 1 -0.0001288
6 2 3 2 -0.0040413
6 2 3 3 -0.0274765
6 2 4 0 -0.0069753
6 2 4 1 0.0399372
6 2 4 2 -0.0210037
6 2 4 3 -0.0079735
6 2 4 4 0.0338021
6 2 5 0 -0.0029019
6 2 5 1 0.0167505
6 2 5 2 -0.0049358
6 2 5 3 0.0271572
6 2 5 4 0.0223538
6 2 5 5 -0.0241518
6 2 6 0 -0.0000064
6 2 6 1 0.0053185
6 2 6 2 0.0515083
6 2 6 3 0.0000040
6 2 6 4 -0.0302035
6 2 6 5 -0.0126993
6 2 6 6 -0.0003746
6 3 0 0 -0.0021490
6 3 1 0 -0.0000521
6 3 1 1 -0.0007708
6 3 2 0 0.0000082
6 3 2 1 -0.0001249
6 3 2 2 -0.0047454
6 3 3 0 -0.0050651
6 3 3 1 -0.0301131
6 3 3 2 -0.0320065
6 3 3 3 0.0039531
6 3 4 0 0.0027803
6 3 4 1 -0.0169482
6 3 4 2 -0.0077467
6 3 4 3 0.0240594
6 3 4 4 0.0203576
6 3 5 0 -0.0066362
6 3 5 1 0.0407831
6 3 5 2 0.0261041
6 3 5 3 0.0056216
6 3 5 4 -0.0273728
6 3 5 5 -0.0218239
6 3 6 0 -0.0000076
6 3 6 1 -0.0007352
6 3 6 2 0.0000040
6 3 6 3 0.0555144
6 3 6 4 0.0153931
6 3 6 5 -0.0370682
6 3 6 6 -0.0000580
6 4 0 0 0.0006769
6 4 1 0 0.0003738
6 4 1 1 -0.0036064
6 4 2 0 -0.0109183
6 4 2 1 0.0913025
6 4 2 2 -0.0438615
6 4 3 0 0.0045647
6 4 3 1 -0.0388026
6 4 3 2 -0.0141209
6 4 3 3 0.0465220
6 4 4 0 -0.0173412
6 4 4 1 -0.0176992
6 4 4 2 0.0414458
6 4 4 3 0.0298489
6 4 4 4 -0.0234952
6 4 5 0 -0.0000366
6 4 5 1 0.0006104
6 4 5 2 0.0316266
6 4 5 3 -0.0384499
6 4 5 4 -0.0317547
6 4 5 5 0.0170973
6 4 6 0 -0.0004607
6 4 6 1 -0.0012974
6 4 6 2 -0.0302035
6 4 6 3 0.0153931
6 4 6 4 0.1017793
6 4 6 5 -0.0023562
6 4 6 6 0.0069232
6 5 0 0 0.0002744
6 5 1 0 0.0000838
6 5 1 1 -0.0006023
6 5 2 0 -0.0045572
6 5 2 1 0.0382591
6 5 2 2 -0.0109767
6 5 3 0 -0.0109362
6 5 3 1 0.0932849
6 5 3 2 0.0495676
6 5 3 3 0.0114490
6 5 4 0 -0.0000363
6 5 4 1 0.0006025
6 5 4 2 0.0315786
6 5 4 3 -0.0391347
6 5 4 4 -0.0311642
6 5 5 0 -0.0173013
6 5 5 1 -0.0190878
6 5 5 2 -0.0404862
6 5 5 3 -0.0299286
6 5 5 4 0.0151063
6 5 5 5 0.0293811
6 5 6 0 -0.0001324
6 5 6 1 -0.0004094
6 5 6 2 -0.0126993
6 5 6 3 -0.0370682
6 5 6 4 -0.0023562
6 5 6 5 0.1066161
6 5 6 6 0.0019276
6 6 0 0 0.7200792
6 6 1 0 0.0010825
6 6 1 1 0.5378082
6 6 2 0 -0.0009690
6 6 2 1 0.0089209
6 6 2 2 0.4887514
6 6 3 0 0.0001065
6 6 3 1 -0.0011302
6 6 3 2 -0.0000080
6 6 3 3 0.4969228
6 6 4 0 -0.0014941
