NMONOMER	1
NELEC	8
ENUC	7.351144
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.383731
ENERGIES
-10.868922
-0.575191
-0.483608
-0.292493
0.535639
0.746166
0.807892
849736.550391
965066.461893
996478.107056
1070620.592729
1118094.033180

OEI
-18.363269	
0.252612	-4.278797	
-0.000000	0.000000	-3.778179	
-0.128436	0.178322	-0.000000	-4.091154	
-0.269282	0.164708	0.000000	-0.487952	-3.088145	
-0.000000	0.000000	0.840640	0.000000	-0.000000	-3.673557	
-0.200481	0.812050	-0.000000	0.354547	0.109717	0.000000	-3.377840	
0.104572	0.060382	-0.000000	-0.118853	0.453411	-0.000000	0.061984	849733.003795	
0.000000	-0.000000	-0.069711	0.000000	-0.000000	0.114800	-0.000000	-0.000000	965063.762025	
0.005006	0.020006	-0.000000	0.002146	0.002175	-0.000000	-0.018186	-0.002820	0.000000	996475.048047	
-0.035376	-0.197958	0.000000	-0.032526	-0.106772	-0.000000	-0.161533	0.186402	-0.000000	-0.130377	1070618.191812	
0.101003	0.061922	-0.000000	-0.222710	0.452994	-0.000000	0.026655	-0.930501	0.000000	-0.035301	0.325963	1118090.375154	

ENV_OEI
-4.891382	
0.470891	-0.722644	
-0.000000	0.000000	-0.160355	
-0.255753	-0.125537	0.000000	-0.443758	
-0.480712	0.079589	0.000000	-0.124482	-0.208939	
-0.000000	-0.000000	0.185114	-0.000000	-0.000000	-0.368763	
-0.389503	-0.230518	0.000000	-0.267334	-0.022197	-0.000000	-1.138966	
0.227419	0.013005	0.000000	-0.074513	0.054586	-0.000000	0.000012	-0.674698	
0.000000	0.000000	0.072045	0.000000	-0.000000	-0.041829	0.000000	-0.000000	-0.884202	
-0.018725	0.572310	-0.000000	0.474829	-0.032641	0.000000	1.431205	-0.128749	0.000000	-18.803736	
-0.055659	0.053247	-0.000000	0.013414	-0.016516	0.000000	0.077860	-0.231071	-0.000000	-1.692741	-0.931364	
0.216067	0.009625	-0.000000	-0.001130	0.071637	0.000000	0.039643	0.232699	0.000000	-0.179458	0.065272	-0.491089	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.005362	0.005362	1.000000	
0.027047	0.301519	0.096511	0.096511	0.248362	1.000000	
0.000000	0.000000	0.155576	0.155576	-0.045312	-0.338874	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.219667	0.219667	0.000000	0.000000	0.000000	0.000000	1.000000	
0.045312	0.338874	0.109532	0.109532	0.000000	0.000000	-0.315123	0.000000	0.000000	1.000000	
0.000000	0.000000	0.051506	-0.051506	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.000000	0.000000	0.029737	0.029737	0.000000	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	

MOCOEFF
-0.996488	-0.018463	0.008728	0.008728	-0.001651	0.008434	0.009425	0.000000	0.018664	0.002905	-0.000000	-0.003625	
0.167042	-0.502940	-0.038600	-0.038600	0.054739	-0.124813	0.340323	-0.000000	0.311457	-0.447847	0.000000	-0.049541	
-0.000000	0.000000	-0.526711	0.526711	-0.000000	0.000000	-0.000000	-0.445009	-0.000000	0.000000	0.128322	0.000000	
-0.091896	0.278958	0.272100	0.272100	0.043008	-0.143451	0.442829	-0.000000	-0.628512	-0.293821	0.000000	0.088422	
-0.160300	1.057056	-0.920421	-0.920421	-0.002620	0.026962	0.505866	0.000000	0.241567	-0.005893	-0.000000	0.014537	
-0.000000	0.000000	-0.802817	0.802817	0.000000	-0.000000	-0.000000	1.170466	-0.000000	-0.000000	-0.112104	-0.000000	
-0.139771	0.823557	-0.088563	-0.088563	0.125994	-0.769710	-0.899697	-0.000000	0.065570	-0.929666	0.000000	-0.005646	
0.084288	-0.388041	0.000000	0.000000	-0.012324	0.049398	-0.203229	0.000000	-0.573902	-0.025821	0.000000	0.799278	
0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-1.000000	0.000000	
0.000565	-0.002600	-0.000000	-0.000000	-1.025611	0.216380	-0.001361	-0.000000	-0.003845	-0.105483	-0.000000	-0.019655	
-0.018948	0.087232	-0.000000	-0.000000	-0.019716	-0.850777	0.045686	-0.000000	0.129014	0.446528	-0.000000	0.196306	
0.081637	-0.375835	0.000000	0.000000	0.011611	-0.229178	-0.196837	0.000000	-0.555850	0.120151	-0.000000	-0.583417	

ERI
0 0 0 0 3.5225616
1 0 0 0 -0.2206850
1 0 1 0 0.0271382
1 0 1 1 0.0061813
1 1 0 0 0.6978645
1 1 1 0 0.0061813
1 1 1 1 0.6489433
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0054725
2 0 2 1 0.0051234
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 -0.0000000
2 1 1 1 -0.0000000
2 1 2 0 0.0051234
2 1 2 1 0.0269721
2 1 2 2 0.0000000
2 2 0 0 0.5761679
2 2 1 0 -0.0058675
2 2 1 1 0.3970732
2 2 2 0 -0.0000000
2 2 2 1 0.0000000
2 2 2 2 0.5277569
3 0 0 0 0.1179969
3 0 1 0 -0.0123004
3 0 1 1 0.0051444
3 0 2 0 0.0000000
3 0 2 1 -0.0000000
3 0 2 2 0.0028879
3 0 3 0 0.0191850
3 0 3 1 0.0112403
3 0 3 2 -0.0000000
3 0 3 3 -0.0083926
3 1 0 0 -0.0732275
3 1 1 0 0.0010900
3 1 1 1 0.0316553
3 1 2 0 -0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0256600
3 1 3 0 0.0112403
3 1 3 1 0.0789560
3 1 3 2 -0.0000000
3 1 3 3 -0.0514266
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 -0.0000000
3 2 2 0 -0.0040546
3 2 2 1 -0.0261309
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 -0.0000000
3 2 3 2 0.0560214
3 2 3 3 0.0000000
3 3 0 0 0.7369711
3 3 1 0 -0.0050454
3 3 1 1 0.4976709
3 3 2 0 0.0000000
3 3 2 1 -0.0000000
3 3 2 2 0.4551658
3 3 3 0 -0.0083926
3 3 3 1 -0.0514266
3 3 3 2 0.0000000
3 3 3 3 0.5722774
4 0 0 0 0.2177204
4 0 1 0 -0.0167209
4 0 1 1 0.0167980
4 0 2 0 0.0000000
4 0 2 1 -0.0000000
4 0 2 2 0.0000033
4 0 3 0 0.0140194
4 0 3 1 0.0001231
4 0 3 2 0.0000000
4 0 3 3 0.0040822
4 0 4 0 0.0255042
4 0 4 1 -0.0026025
4 0 4 2 -0.0000000
4 0 4 3 0.0006585
4 0 4 4 -0.0016806
4 1 0 0 -0.0571817
4 1 1 0 0.0014230
4 1 1 1 -0.0184335
4 1 2 0 -0.0000000
4 1 2 1 0.0000000
4 1 2 2 0.0007242
4 1 3 0 0.0014447
4 1 3 1 0.0127322
4 1 3 2 -0.0000000
4 1 3 3 -0.0292656
4 1 4 0 -0.0026025
4 1 4 1 0.0074200
4 1 4 2 0.0000000
4 1 4 3 -0.0182546
4 1 4 4 0.0009601
4 2 0 0 -0.0000000
4 2 1 0 -0.0000000
4 2 1 1 0.0000000
4 2 2 0 -0.0015647
4 2 2 1 0.0245763
4 2 2 2 -0.0000000
4 2 3 0 0.0000000
4 2 3 1 -0.0000000
4 2 3 2 -0.0581345
4 2 3 3 -0.0000000
4 2 4 0 -0.0000000
4 2 4 1 0.0000000
4 2 4 2 0.1238022
4 2 4 3 -0.0000000
4 2 4 4 0.0000000
4 3 0 0 0.1436612
4 3 1 0 -0.0032120
4 3 1 1 0.0490938
4 3 2 0 0.0000000
4 3 2 1 -0.0000000
4 3 2 2 -0.0092992
4 3 3 0 -0.0097418
4 3 3 1 -0.0327232
4 3 3 2 0.0000000
4 3 3 3 0.0898006
4 3 4 0 0.0006585
4 3 4 1 -0.0182546
4 3 4 2 -0.0000000
4 3 4 3 0.0717450
4 3 4 4 -0.0002021
4 4 0 0 0.5988950
4 4 1 0 -0.0128005
4 4 1 1 0.3571890
4 4 2 0 0.0000000
4 4 2 1 0.0000000
4 4 2 2 0.5116513
4 4 3 0 0.0002305
4 4 3 1 -0.0351643
4 4 3 2 0.0000000
4 4 3 3 0.4590503
4 4 4 0 -0.0016806
4 4 4 1 0.0009601
4 4 4 2 0.0000000
4 4 4 3 -0.0002021
4 4 4 4 0.5400040
5 0 0 0 0.0000000
5 0 1 0 -0.0000000
5 0 1 1 -0.0000000
5 0 2 0 -0.0112859
5 0 2 1 -0.0112142
5 0 2 2 0.0000000
5 0 3 0 -0.0000000
5 0 3 1 -0.0000000
5 0 3 2 0.0104025
5 0 3 3 0.0000000
5 0 4 0 0.0000000
5 0 4 1 0.0000000
5 0 4 2 -0.0016083
5 0 4 3 0.0000000
5 0 4 4 0.0000000
5 0 5 0 0.0235397
5 0 5 1 0.0162393
5 0 5 2 -0.0000000
5 0 5 3 -0.0074050
5 0 5 4 -0.0155038
5 0 5 5 -0.0000000
5 1 0 0 -0.0000000
5 1 1 0 -0.0000000
5 1 1 1 -0.0000000
5 1 2 0 -0.0079582
5 1 2 1 -0.0314378
5 1 2 2 -0.0000000
5 1 3 0 -0.0000000
5 1 3 1 0.0000000
5 1 3 2 0.0202303
5 1 3 3 -0.0000000
5 1 4 0 -0.0000000
5 1 4 1 0.0000000
5 1 4 2 -0.0023000
5 1 4 3 -0.0000000
5 1 4 4 -0.0000000
5 1 5 0 0.0162393
5 1 5 1 0.0467937
5 1 5 2 0.0000000
5 1 5 3 -0.0180761
5 1 5 4 -0.0212090
5 1 5 5 -0.0000000
5 2 0 0 -0.2347062
5 2 1 0 0.0012525
5 2 1 1 -0.1162485
5 2 2 0 0.0000000
5 2 2 1 0.0000000
5 2 2 2 -0.0077602
5 2 3 0 0.0001362
5 2 3 1 0.0127701
5 2 3 2 -0.0000000
5 2 3 3 -0.0900260
5 2 4 0 -0.0065637
5 2 4 1 0.0190540
5 2 4 2 0.0000000
5 2 4 3 -0.0608914
5 2 4 4 0.0235125
5 2 5 0 -0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.1107169
5 2 5 3 0.0000000
5 2 5 4 -0.0000000
5 2 5 5 -0.0769414
5 3 0 0 -0.0000000
5 3 1 0 0.0000000
5 3 1 1 0.0000000
5 3 2 0 0.0043385
5 3 2 1 0.0064196
5 3 2 2 -0.0000000
5 3 3 0 -0.0000000
5 3 3 1 0.0000000
5 3 3 2 -0.0051723
5 3 3 3 -0.0000000
5 3 4 0 -0.0000000
5 3 4 1 -0.0000000
5 3 4 2 -0.0377478
5 3 4 3 -0.0000000
5 3 4 4 -0.0000000
5 3 5 0 -0.0074050
5 3 5 1 -0.0180761
5 3 5 2 0.0000000
5 3 5 3 0.0359169
5 3 5 4 -0.0145637
5 3 5 5 -0.0000000
5 4 0 0 0.0000000
5 4 1 0 0.0000000
5 4 1 1 0.0000000
5 4 2 0 0.0058046
5 4 2 1 0.0341532
5 4 2 2 -0.0000000
5 4 3 0 0.0000000
5 4 3 1 -0.0000000
5 4 3 2 -0.0704766
5 4 3 3 -0.0000000
5 4 4 0 0.0000000
5 4 4 1 0.0000000
5 4 4 2 0.1034367
5 4 4 3 0.0000000
5 4 4 4 0.0000000
5 4 5 0 -0.0155038
5 4 5 1 -0.0212090
5 4 5 2 -0.0000000
5 4 5 3 -0.0145637
5 4 5 4 0.1155722
5 4 5 5 0.0000000
5 5 0 0 0.7931698
5 5 1 0 -0.0064465
5 5 1 1 0.4888770
5 5 2 0 0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.5202459
5 5 3 0 0.0029665
5 5 3 1 -0.0386466
5 5 3 2 0.0000000
5 5 3 3 0.5165353
5 5 4 0 0.0087058
5 5 4 1 -0.0149392
5 5 4 2 -0.0000000
5 5 4 3 0.0304523
5 5 4 4 0.5011750
5 5 5 0 -0.0000000
5 5 5 1 -0.0000000
5 5 5 2 -0.0769414
5 5 5 3 -0.0000000
5 5 5 4 0.0000000
5 5 5 5 0.5881040
6 0 0 0 0.1829711
6 0 1 0 -0.0245062
6 0 1 1 -0.0105443
6 0 2 0 0.0000000
6 0 2 1 0.0000000
6 0 2 2 0.0045382
6 0 3 0 0.0012138
6 0 3 1 -0.0087942
6 0 3 2 -0.0000000
6 0 3 3 0.0113241
6 0 4 0 0.0103349
6 0 4 1 -0.0026214
6 0 4 2 0.0000000
6 0 4 3 0.0105057
6 0 4 4 0.0148496
6 0 5 0 0.0000000
6 0 5 1 -0.0000000
6 0 5 2 -0.0011002
6 0 5 3 0.0000000
6 0 5 4 0.0000000
6 0 5 5 0.0047982
6 0 6 0 0.0294005
6 0 6 1 0.0036386
6 0 6 2 -0.0000000
6 0 6 3 -0.0040546
6 0 6 4 -0.0041235
6 0 6 5 0.0000000
6 0 6 6 -0.0090058
6 1 0 0 -0.2428411
6 1 1 0 -0.0000880
6 1 1 1 -0.0536739
6 1 2 0 0.0000000
6 1 2 1 0.0000000
6 1 2 2 -0.0706260
6 1 3 0 -0.0053719
6 1 3 1 0.0466143
6 1 3 2 -0.0000000
6 1 3 3 -0.0739211
6 1 4 0 -0.0102202
6 1 4 1 0.0095405
6 1 4 2 0.0000000
6 1 4 3 -0.0162062
6 1 4 4 -0.0613049
6 1 5 0 -0.0000000
6 1 5 1 0.0000000
6 1 5 2 0.0416954
6 1 5 3 0.0000000
6 1 5 4 0.0000000
6 1 5 5 -0.1096104
6 1 6 0 0.0036386
6 1 6 1 0.1239182
6 1 6 2 -0.0000000
6 1 6 3 0.0540274
6 1 6 4 0.0016732
6 1 6 5 0.0000000
6 1 6 6 -0.0102684
6 2 0 0 0.0000000
6 2 1 0 -0.0000000
6 2 1 1 0.0000000
6 2 2 0 -0.0034682
6 2 2 1 -0.0132597
6 2 2 2 0.0000000
6 2 3 0 0.0000000
6 2 3 1 -0.0000000
6 2 3 2 0.0002103
6 2 3 3 0.0000000
6 2 4 0 0.0000000
6 2 4 1 -0.0000000
6 2 4 2 0.0015111
6 2 4 3 0.0000000
6 2 4 4 0.0000000
6 2 5 0 0.0068802
6 2 5 1 0.0196589
6 2 5 2 -0.0000000
6 2 5 3 -0.0030666
6 2 5 4 -0.0024284
6 2 5 5 0.0000000
6 2 6 0 -0.0000000
6 2 6 1 -0.0000000
6 2 6 2 0.0131859
6 2 6 3 -0.0000000
6 2 6 4 -0.0000000
6 2 6 5 -0.0175728
6 2 6 6 0.0000000
6 3 0 0 -0.1078505
6 3 1 0 0.0053115
6 3 1 1 0.0286119
6 3 2 0 -0.0000000
6 3 2 1 -0.0000000
6 3 2 2 -0.0498706
6 3 3 0 -0.0032574
6 3 3 1 0.0202482
6 3 3 2 -0.0000000
6 3 3 3 -0.0467254
6 3 4 0 0.0016510
6 3 4 1 0.0028202
6 3 4 2 0.0000000
6 3 4 3 -0.0122066
6 3 4 4 -0.0632933
6 3 5 0 0.0000000
6 3 5 1 0.0000000
6 3 5 2 0.0029957
6 3 5 3 0.0000000
6 3 5 4 0.0000000
6 3 5 5 -0.0483076
6 3 6 0 -0.0040546
6 3 6 1 0.0540274
6 3 6 2 -0.0000000
6 3 6 3 0.0606717
6 3 6 4 0.0083428
6 3 6 5 0.0000000
6 3 6 6 0.0263386
6 4 0 0 -0.0225481
6 4 1 0 0.0006573
6 4 1 1 -0.0011268
6 4 2 0 -0.0000000
6 4 2 1 -0.0000000
6 4 2 2 -0.0029976
6 4 3 0 0.0047514
6 4 3 1 0.0088823
6 4 3 2 0.0000000
6 4 3 3 -0.0234805
6 4 4 0 0.0029707
6 4 4 1 0.0022263
6 4 4 2 -0.0000000
6 4 4 3 -0.0205925
6 4 4 4 -0.0115753
6 4 5 0 0.0000000
6 4 5 1 0.0000000
6 4 5 2 0.0090211
6 4 5 3 0.0000000
6 4 5 4 -0.0000000
6 4 5 5 -0.0059490
6 4 6 0 -0.0041235
6 4 6 1 0.0016732
6 4 6 2 -0.0000000
6 4 6 3 0.0083428
6 4 6 4 0.0103000
6 4 6 5 -0.0000000
6 4 6 6 -0.0020322
6 5 0 0 -0.0000000
6 5 1 0 0.0000000
6 5 1 1 0.0000000
6 5 2 0 0.0061965
6 5 2 1 0.0246179
6 5 2 2 -0.0000000
6 5 3 0 0.0000000
6 5 3 1 0.0000000
6 5 3 2 -0.0151289
6 5 3 3 -0.0000000
6 5 4 0 0.0000000
6 5 4 1 0.0000000
6 5 4 2 0.0162759
6 5 4 3 0.0000000
6 5 4 4 -0.0000000
6 5 5 0 -0.0131841
6 5 5 1 -0.0334106
6 5 5 2 -0.0000000
6 5 5 3 0.0012605
6 5 5 4 0.0245312
6 5 5 5 -0.0000000
6 5 6 0 0.0000000
6 5 6 1 0.0000000
6 5 6 2 -0.0175728
6 5 6 3 0.0000000
6 5 6 4 -0.0000000
6 5 6 5 0.0313404
6 5 6 6 0.0000000
6 6 0 0 0.7184108
6 6 1 0 -0.0002004
6 6 1 1 0.6118005
6 6 2 0 -0.0000000
6 6 2 1 -0.0000000
6 6 2 2 0.3943843
6 6 3 0 0.0127905
6 6 3 1 0.0647116
6 6 3 2 -0.0000000
6 6 3 3 0.4804815
6 6 4 0 0.0162275
6 6 4 1 -0.0127432
6 6 4 2 -0.0000000
6 6 4 3 0.0391142
6 6 4 4 0.3627166
6 6 5 0 0.0000000
6 6 5 1 -0.0000000
6 6 5 2 -0.1039075
6 6 5 3 -0.0000000
6 6 5 4 -0.0000000
6 6 5 5 0.4714372
6 6 6 0 -0.0090058
6 6 6 1 -0.0102684
6 6 6 2 0.0000000
6 6 6 3 0.0263386
6 6 6 4 -0.0020322
6 6 6 5 0.0000000
6 6 6 6 0.6475650
7 0 0 0 -0.0837644
7 0 1 0 0.0041198
7 0 1 1 -0.0085525
7 0 2 0 -0.0000000
7 0 2 1 0.0000000
7 0 2 2 0.0038846
7 0 3 0 -0.0000301
7 0 3 1 0.0053393
7 0 3 2 -0.0000000
7 0 3 3 -0.0029985
7 0 4 0 -0.0127653
7 0 4 1 0.0022775
7 0 4 2 -0.0000000
7 0 4 3 -0.0030660
7 0 4 4 0.0045270
7 0 5 0 -0.0000000
7 0 5 1 0.0000000
7 0 5 2 0.0013360
7 0 5 3 -0.0000000
7 0 5 4 -0.0000000
7 0 5 5 -0.0004908
7 0 6 0 -0.0050414
7 0 6 1 0.0038597
7 0 6 2 -0.0000000
7 0 6 3 -0.0051204
7 0 6 4 -0.0006967
7 0 6 5 -0.0000000
7 0 6 6 -0.0027707
7 0 7 0 0.0112930
7 0 7 1 0.0018144
7 0 7 2 -0.0000000
7 0 7 3 -0.0015820
7 0 7 4 -0.0042137
7 0 7 5 -0.0000000
7 0 7 6 -0.0029145
7 0 7 7 0.0062509
7 1 0 0 -0.0095178
7 1 1 0 -0.0015943
7 1 1 1 -0.0071977
7 1 2 0 0.0000000
7 1 2 1 0.0000000
7 1 2 2 0.0071788
7 1 3 0 0.0035110
7 1 3 1 0.0100666
7 1 3 2 -0.0000000
7 1 3 3 -0.0090476
7 1 4 0 0.0001294
7 1 4 1 0.0027646
7 1 4 2 0.0000000
7 1 4 3 -0.0085538
7 1 4 4 0.0028280
7 1 5 0 -0.0000000
7 1 5 1 -0.0000000
7 1 5 2 0.0034118
7 1 5 3 -0.0000000
7 1 5 4 0.0000000
7 1 5 5 0.0007400
7 1 6 0 -0.0004911
7 1 6 1 0.0018138
7 1 6 2 -0.0000000
7 1 6 3 -0.0049490
7 1 6 4 0.0026436
7 1 6 5 0.0000000
7 1 6 6 -0.0015858
7 1 7 0 0.0018144
7 1 7 1 0.0139755
7 1 7 2 0.0000000
7 1 7 3 0.0037149
7 1 7 4 0.0006862
7 1 7 5 0.0000000
7 1 7 6 0.0057020
7 1 7 7 -0.0014636
7 2 0 0 -0.0000000
7 2 1 0 0.0000000
7 2 1 1 0.0000000
7 2 2 0 0.0038714
7 2 2 1 0.0192049
