NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-36.332264
ENERGIES
-10.917321
-0.889082
-0.489041
-0.277421
0.510729
0.697188
0.766960
849736.519802
965066.298156
996477.977092
1070620.593701
1118093.952163

OEI
-18.485333	
0.209769	-4.565956	
-0.000000	-0.000000	-4.159892	
-0.195486	0.125412	0.000000	-4.225149	
-0.122717	0.150978	-0.000000	-0.451878	-3.120302	
-0.249218	0.917008	-0.000000	0.138318	0.001394	-3.885206	
-0.000000	0.000000	0.775277	-0.000000	0.000000	-0.000000	-3.479232	
-0.115559	-0.051747	-0.000000	0.040339	0.000422	-0.018720	-0.000000	849732.934877	
0.000000	-0.000000	-0.126954	-0.000000	0.000000	0.000000	-0.021261	0.000000	965063.428531	
0.004954	0.022222	-0.000000	0.000764	0.005357	-0.013629	0.000000	0.001145	0.000000	996474.725665	
-0.037775	-0.202055	-0.000000	-0.068763	0.130559	-0.116361	-0.000000	-0.143667	0.000000	-0.139166	1070618.044862	
0.112259	0.072733	0.000000	-0.130863	-0.000354	0.001950	0.000000	0.821677	-0.000000	-0.038466	0.316323	1118090.267279	

ENV_OEI
-5.012409	
0.395647	-0.611800	
-0.000000	-0.000000	-0.424977	
-0.381239	-0.125445	-0.000000	-0.618749	
-0.246785	0.330475	0.000000	0.204681	-0.806079	
-0.509681	0.033374	-0.000000	-0.227139	0.344238	-0.844743	
-0.000000	0.000000	0.122949	-0.000000	0.000000	-0.000000	-0.454413	
-0.221359	-0.007532	0.000000	0.038486	-0.003819	-0.052279	-0.000000	-0.756888	
-0.000000	-0.000000	0.155988	-0.000000	-0.000000	-0.000000	0.162977	-0.000000	-0.869202	
-0.015058	0.330831	0.000000	0.698121	-1.436593	0.751829	0.000000	0.147919	-0.000000	-18.803036	
-0.055599	0.047210	0.000000	0.029393	-0.054054	0.068906	0.000000	0.067910	-0.000000	-1.708241	-0.836515	
0.211208	-0.019829	-0.000000	0.021556	-0.003679	0.029101	0.000000	-0.155225	-0.000000	-0.167004	-0.007247	-0.635811	

OVERLAP
1.000000	
