NMONOMER	1
NELEC	22
ENUC	56.638886
NBASIS	16
HF_ENERGY	-182.151154
ENERGIES
-20.260954
-20.181183
-11.118018
-1.337265
-1.258293
-0.690301
-0.510575
-0.505309
-0.450828
-0.323392
-0.304916
0.377618
0.640809
0.836072
1.052371
1000000.608805

OEI
-36.095355	
0.000228	-36.032646	
-0.000155	0.003788	-23.925029	
-0.407986	-0.327806	-0.147511	-11.572116	
0.372134	-0.413127	-0.062121	-0.196999	-11.409786	
-0.104002	-0.186348	0.163206	0.556940	-0.406051	-10.249975	
-0.004058	-0.044555	0.014238	0.005847	0.060247	-0.015710	-10.333093	
-0.086917	0.271906	-0.047118	-0.086866	-0.395806	-0.033237	0.022691	-10.549808	
-0.219012	-0.095207	0.041200	-0.037690	0.453137	-0.376816	0.009828	-0.006066	-10.279436	
-0.001135	-0.005046	-0.002232	0.020597	-0.026738	-0.003528	0.201617	0.020494	-0.010269	-10.662021	
0.016036	-0.007942	0.033612	-0.155670	0.252799	0.077983	0.033619	0.009799	-0.019732	0.014543	-10.739742	
0.001886	0.001489	0.004498	-0.009666	-0.012407	0.008335	0.578420	0.074150	-0.039208	0.235051	0.036575	-9.936069	
0.300192	0.039370	-0.076813	0.905385	-0.690472	1.193706	-0.064801	0.003572	-1.155344	0.012974	-0.029447	0.019765	-8.495923	
0.067520	0.030966	-0.154975	0.235902	-0.011280	-0.758620	0.060097	-0.200866	0.580352	-0.006517	0.058637	-0.002074	-0.952101	-10.258695	
-0.041019	0.221909	-0.110170	0.352211	0.767168	0.035420	-0.013080	0.218753	0.099274	0.009201	-0.059686	0.004760	-0.253989	-0.174611	-10.341817	
-0.007645	-0.048921	-0.215292	0.269773	0.117804	-0.170722	-0.028140	0.098281	-0.116157	0.007249	-0.091135	-0.007864	0.256950	0.117278	0.166170	999991.631185	

OVERLAP
1.000000	
0.248362	1.000000	
0.000000	0.028557	1.000000	
0.025151	0.306362	0.236704	1.000000	
0.000002	0.039483	0.000000	0.000275	1.000000	
