NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-36.246008
ENERGIES
-10.895560
-0.870311
-0.473965
-0.259189
0.538972
0.729296
0.778240
849736.498516
965066.355715
996478.135945
1070621.047137
1118093.629823

OEI
-18.485902	
0.217445	-4.559322	
-0.000000	0.000000	-4.138202	
0.188847	-0.125067	0.000000	-4.240484	
-0.153583	0.293668	0.000000	0.403195	-3.089918	
-0.233625	0.889877	-0.000000	-0.234520	-0.162090	-3.805252	
0.000000	-0.000000	-0.783109	0.000000	0.000000	0.000000	-3.486942	
0.115686	0.053420	0.000000	0.036024	0.003002	0.016622	-0.000000	849732.921371	
0.000000	0.000000	0.131095	-0.000000	0.000000	-0.000000	-0.022788	0.000000	965063.508485	
-0.005008	-0.023013	-0.000000	0.001990	-0.003110	0.013458	-0.000000	0.001088	-0.000000	996474.930335	
-0.037944	-0.197565	0.000000	0.069893	0.119098	-0.136099	0.000000	0.147503	0.000000	0.135060	1070618.518670	
0.112444	0.078742	-0.000000	0.127305	0.003340	-0.000702	0.000000	-0.838386	-0.000000	0.037880	0.320013	1118089.949481	

ENV_OEI
-5.012866	
0.408325	-0.568997	
0.000000	0.000000	-0.413502	
0.367643	0.079084	-0.000000	-0.594525	
-0.309077	0.300972	-0.000000	-0.153648	-0.711166	
-0.475833	0.022796	0.000000	0.222718	0.310510	-0.905158	
0.000000	0.000000	-0.125323	-0.000000	-0.000000	0.000000	-0.451907	
0.222325	0.006566	0.000000	0.049063	0.046825	0.017378	-0.000000	-0.697905	
0.000000	-0.000000	-0.138749	0.000000	-0.000000	0.000000	0.141335	0.000000	-0.789248	
0.015017	-0.268386	0.000000	0.646115	1.346546	-0.953168	0.000000	0.125648	0.000000	-18.608397	
-0.055168	0.042927	-0.000000	-0.007154	-0.036426	0.068759	-0.000000	-0.230156	0.000000	1.670300	-0.852205	
0.211381	-0.000714	-0.000000	-0.032795	-0.031380	0.048044	-0.000000	0.079217	-0.000000	0.179014	0.122980	-0.526570	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
0.027047	0.301519	0.378700	0.378700	0.248362	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.015125	-0.113119	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.219667	-0.219667	-0.042713	-0.319437	0.000000	0.000000	1.000000	
0.015125	0.113119	0.044121	0.044121	0.000000	0.000000	0.112775	0.000000	-0.151526	1.000000	
0.000000	0.000000	0.268260	-0.268260	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.042713	0.319437	0.279473	0.279473	0.000000	0.000000	-0.151526	0.000000	-0.261465	0.000000	0.000000	1.000000	

MOCOEFF
-0.996653	-0.016365	0.006515	0.006515	-0.001356	0.006677	0.027498	-0.000000	0.007935	-0.002256	-0.000000	0.003215	
0.142915	-0.331617	-0.269322	-0.269322	0.028396	0.041054	0.317946	-0.000000	0.220274	-0.171343	0.000000	-0.287662	
0.000000	-0.000000	-0.450412	0.450412	-0.000000	0.000000	0.000000	-0.604340	-0.000000	0.000000	0.342236	0.000000	
0.128415	-0.517511	-0.123319	-0.123319	-0.057784	0.240156	0.303998	0.000000	-0.670167	0.033142	-0.000000	0.386205	
-0.106187	0.654998	-0.892264	-0.892264	-0.117316	0.701709	-0.240032	0.000000	0.164915	0.163835	0.000000	0.598784	
-0.167113	1.025702	-0.422308	-0.422308	0.084907	-0.516647	-0.368125	-0.000000	-0.939503	-0.284545	-0.000000	-0.689367	
0.000000	-0.000000	0.945021	-0.945021	-0.000000	0.000000	0.000000	-1.089142	0.000000	0.000000	-0.325752	0.000000	
0.084288	-0.388040	0.000000	0.000000	-0.012325	0.049401	-0.608823	-0.000000	0.000000	0.744813	0.000000	-0.291146	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	1.000000	-0.000000	
-0.000564	0.002599	0.000000	0.000000	1.025611	-0.216380	0.004077	-0.000000	-0.000000	0.053739	0.000000	0.092871	
-0.018947	0.087226	0.000000	0.000000	-0.019715	-0.850780	0.136854	0.000000	0.000000	0.334096	0.000000	0.355391	
0.081637	-0.375837	0.000000	0.000000	0.011610	-0.229166	-0.589676	0.000000	-0.000000	-0.509850	0.000000	0.308002	

ERI
0 0 0 0 3.5235548
1 0 0 0 -0.1904666
1 0 1 0 0.0203442
1 0 1 1 0.0057978
1 1 0 0 0.6435905
1 1 1 0 0.0057978
1 1 1 1 0.5917005
2 0 0 0 0.0000000
2 0 1 0 0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0091540
2 0 2 1 0.0108340
2 0 2 2 -0.0000000
2 1 0 0 0.0000000
2 1 1 0 -0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0108340
2 1 2 1 0.1057000
2 1 2 2 -0.0000000
2 2 0 0 0.6465297
2 2 1 0 -0.0006484
2 2 1 1 0.5110044
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5372703
3 0 0 0 -0.1675576
3 0 1 0 0.0129337
3 0 1 1 -0.0084085
3 0 2 0 0.0000000
3 0 2 1 -0.0000000
3 0 2 2 -0.0038006
3 0 3 0 0.0247236
3 0 3 1 0.0080323
3 0 3 2 -0.0000000
3 0 3 3 0.0091412
3 1 0 0 0.0576014
3 1 1 0 -0.0011188
3 1 1 1 -0.0188774
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 0.0198245
3 1 3 0 0.0080323
3 1 3 1 0.0606931
3 1 3 2 -0.0000000
3 1 3 3 0.0413484
3 2 0 0 0.0000000
3 2 1 0 0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0071310
3 2 2 1 0.0393219
3 2 2 2 -0.0000000
3 2 3 0 -0.0000000
3 2 3 1 -0.0000000
3 2 3 2 0.0368331
3 2 3 3 0.0000000
3 3 0 0 0.7703842
3 3 1 0 -0.0063068
3 3 1 1 0.4874289
3 3 2 0 0.0000000
3 3 2 1 -0.0000000
3 3 2 2 0.4817928
3 3 3 0 0.0091412
3 3 3 1 0.0413484
3 3 3 2 0.0000000
3 3 3 3 0.6243332
4 0 0 0 0.1397100
4 0 1 0 -0.0127714
4 0 1 1 0.0017478
4 0 2 0 -0.0000000
4 0 2 1 -0.0000000
4 0 2 2 0.0022073
4 0 3 0 -0.0146094
4 0 3 1 -0.0021620
4 0 3 2 -0.0000000
4 0 3 3 -0.0010522
4 0 4 0 0.0106236
4 0 4 1 -0.0003455
4 0 4 2 -0.0000000
4 0 4 3 0.0013311
4 0 4 4 0.0000087
4 1 0 0 -0.0851924
4 1 1 0 -0.0007833
4 1 1 1 -0.0408974
4 1 2 0 -0.0000000
4 1 2 1 0.0000000
4 1 2 2 0.0156920
4 1 3 0 0.0010826
4 1 3 1 0.0199275
4 1 3 2 -0.0000000
4 1 3 3 -0.0541419
4 1 4 0 -0.0003455
4 1 4 1 0.0702853
4 1 4 2 0.0000000
4 1 4 3 -0.0061488
4 1 4 4 -0.0070719
4 2 0 0 -0.0000000
4 2 1 0 0.0000000
4 2 1 1 0.0000000
4 2 2 0 0.0010730
4 2 2 1 0.0736064
4 2 2 2 -0.0000000
4 2 3 0 -0.0000000
4 2 3 1 -0.0000000
4 2 3 2 0.0172679
4 2 3 3 -0.0000000
4 2 4 0 -0.0000000
4 2 4 1 0.0000000
4 2 4 2 0.0817250
4 2 4 3 0.0000000
4 2 4 4 0.0000000
4 3 0 0 -0.1473532
4 3 1 0 0.0050366
4 3 1 1 0.0216775
4 3 2 0 -0.0000000
4 3 2 1 -0.0000000
4 3 2 2 -0.0190051
4 3 3 0 -0.0083576
4 3 3 1 -0.0553486
4 3 3 2 -0.0000000
4 3 3 3 -0.0912477
4 3 4 0 0.0013311
4 3 4 1 -0.0061488
4 3 4 2 0.0000000
4 3 4 3 0.0835651
4 3 4 4 0.0328641
4 4 0 0 0.5060904
4 4 1 0 0.0017403
4 4 1 1 0.5138743
4 4 2 0 0.0000000
4 4 2 1 0.0000000
4 4 2 2 0.4739248
4 4 3 0 -0.0011617
