NMONOMER	1
NELEC	8
ENUC	7.351144
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-33.748394
ENERGIES
-10.037803
-0.845714
-0.695177
-0.419149
0.363122
0.544672
0.640645
849736.025826
965065.997912
996477.492188
1070620.556783
1118093.151145

OEI
-17.165563	
0.170675	-4.108510	
0.000000	-0.000000	-3.815552	
0.169066	-0.127099	-0.000000	-4.009785	
0.341978	-0.110587	-0.000000	-0.529146	-3.350870	
-0.225422	0.717825	0.000000	-0.087351	-0.056565	-3.896813	
0.000000	-0.000000	0.724357	-0.000000	0.000000	-0.000000	-3.768694	
-0.096226	-0.033722	-0.000000	-0.181235	0.407364	-0.042669	0.000000	849732.498025	
-0.000000	0.000000	0.051338	0.000000	0.000000	-0.000000	-0.107425	-0.000000	965063.235434	
-0.004699	-0.013562	0.000000	-0.003591	-0.000309	0.020876	0.000000	-0.003151	-0.000000	996474.274903	
0.032512	0.210081	0.000000	0.029710	-0.101652	0.114919	0.000000	0.168995	0.000000	-0.145119	1070618.093778	
0.092843	-0.006924	0.000000	0.268425	-0.392964	0.016388	-0.000000	0.838456	0.000000	0.036558	-0.298014	1118089.528972	

ENV_OEI
-3.684677	
0.257249	-1.186850	
0.000000	-0.000000	-0.288724	
0.280310	0.182621	-0.000000	-0.358277	
0.489153	0.026166	-0.000000	-0.054859	-0.362496	
-0.345280	-0.574267	-0.000000	0.208008	0.131550	-1.145727	
0.000000	0.000000	0.053597	-0.000000	-0.000000	0.000000	-0.372905	
-0.180217	0.000409	-0.000000	-0.076951	0.011360	-0.053397	0.000000	-1.107978	
-0.000000	0.000000	-0.104209	0.000000	-0.000000	0.000000	0.086109	-0.000000	-1.410793	
0.027635	-0.939333	-0.000000	0.337608	0.088610	-1.277078	0.000000	-0.136059	0.000000	-19.586914	
0.041261	-0.153037	-0.000000	0.008894	0.000938	-0.097620	0.000000	-0.163968	0.000000	-1.744027	-1.518899	
0.168982	-0.022964	-0.000000	-0.025092	-0.056286	0.048359	-0.000000	-0.456266	-0.000000	0.180538	0.081466	-0.910225	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.005362	0.005362	1.000000	
0.027047	0.301519	0.096511	0.096511	0.248362	1.000000	
0.000000	0.000000	0.259000	0.259000	-0.015125	-0.113119	1.000000	
0.000000	0.000000	-0.380474	0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.073326	0.073326	-0.042713	-0.319437	0.000000	0.000000	1.000000	
0.015125	0.113119	0.064594	0.064594	0.000000	0.000000	0.112775	0.000000	-0.151526	1.000000	
0.000000	0.000000	-0.051506	0.051506	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.042713	0.319437	0.093323	0.093323	0.000000	0.000000	-0.151526	0.000000	-0.261465	0.000000	0.000000	1.000000	

MOCOEFF
-0.992190	-0.039048	0.016134	0.016134	-0.002227	0.013188	0.024099	0.000000	0.004819	-0.001905	-0.000000	0.008018	
0.108762	-0.226075	0.008797	0.008797	0.087178	-0.301932	0.221358	-0.000000	0.219711	-0.248203	0.000000	-0.631866	
0.000000	-0.000000	-0.580427	0.580427	0.000000	-0.000000	0.000000	0.363849	-0.000000	-0.000000	-0.120348	-0.000000	
0.117836	-0.264526	-0.408738	-0.408738	-0.029252	0.126417	0.603484	-0.000000	-0.446960	-0.030539	0.000000	0.198957	
0.201790	-1.169433	0.872462	0.872462	-0.007889	0.035325	-0.285453	0.000000	-0.405431	-0.002273	-0.000000	0.082345	
-0.153929	0.797834	-0.045039	-0.045039	0.110486	-0.721693	-0.287833	-0.000000	-0.970489	-0.275576	0.000000	-0.759985	
0.000000	-0.000000	-0.764881	0.764881	-0.000000	0.000000	-0.000000	-1.198181	-0.000000	0.000000	0.120624	0.000000	
-0.084288	0.388040	-0.000000	-0.000000	0.012325	-0.049402	0.608823	0.000000	0.000000	-0.744813	0.000000	0.291146	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-1.000000	0.000000	
-0.000564	0.002599	0.000000	0.000000	1.025611	-0.216379	0.004077	0.000000	-0.000000	0.053739	-0.000000	0.092871	
0.018946	-0.087224	0.000000	0.000000	0.019714	0.850781	-0.136852	0.000000	-0.000000	-0.334095	0.000000	-0.355392	
0.081637	-0.375837	0.000000	0.000000	0.011610	-0.229163	-0.589677	0.000000	-0.000000	-0.509851	0.000000	0.308001	

ERI
0 0 0 0 3.4992262
1 0 0 0 -0.1505143
1 0 1 0 0.0129884
1 0 1 1 0.0059858
1 1 0 0 0.5669884
1 1 1 0 0.0059858
1 1 1 1 0.6798304
2 0 0 0 -0.0000000
2 0 1 0 0.0000000
2 0 1 1 -0.0000000
2 0 2 0 0.0041739
2 0 2 1 0.0023782
2 0 2 2 0.0000000
2 1 0 0 0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0023782
2 1 2 1 0.0086185
2 1 2 2 -0.0000000
2 2 0 0 0.5449433
2 2 1 0 -0.0042088
2 2 1 1 0.3455435
2 2 2 0 0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5275451
3 0 0 0 -0.1558894
3 0 1 0 0.0108789
3 0 1 1 -0.0037783
3 0 2 0 0.0000000
3 0 2 1 0.0000000
3 0 2 2 -0.0054727
3 0 3 0 0.0232046
3 0 3 1 0.0057025
3 0 3 2 0.0000000
3 0 3 3 0.0092470
3 1 0 0 0.0591206
3 1 1 0 0.0000514
3 1 1 1 -0.0316809
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 0.0111605
3 1 3 0 0.0057025
3 1 3 1 0.0299875
3 1 3 2 0.0000000
3 1 3 3 0.0427836
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0035956
3 2 2 1 0.0136255
3 2 2 2 0.0000000
3 2 3 0 0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0890719
3 2 3 3 -0.0000000
3 3 0 0 0.7218615
3 3 1 0 -0.0048348
3 3 1 1 0.4048731
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4565969
3 3 3 0 0.0092470
3 3 3 1 0.0427836
3 3 3 2 -0.0000000
3 3 3 3 0.5653973
4 0 0 0 -0.2854906
4 0 1 0 0.0152418
4 0 1 1 -0.0141699
4 0 2 0 0.0000000
4 0 2 1 -0.0000000
4 0 2 2 -0.0008262
4 0 3 0 0.0212608
4 0 3 1 -0.0020831
4 0 3 2 0.0000000
4 0 3 3 -0.0062648
4 0 4 0 0.0387603
4 0 4 1 -0.0034677
4 0 4 2 -0.0000000
4 0 4 3 -0.0035216
4 0 4 4 -0.0034193
4 1 0 0 0.0452447
4 1 1 0 -0.0002777
4 1 1 1 -0.0014980
4 1 2 0 0.0000000
4 1 2 1 0.0000000
4 1 2 2 0.0059578
4 1 3 0 0.0001460
4 1 3 1 0.0092073
4 1 3 2 0.0000000
4 1 3 3 0.0205700
4 1 4 0 -0.0034677
4 1 4 1 0.0048505
4 1 4 2 -0.0000000
4 1 4 3 0.0091761
4 1 4 4 0.0074417
4 2 0 0 0.0000000
4 2 1 0 -0.0000000
4 2 1 1 0.0000000
4 2 2 0 0.0028964
4 2 2 1 -0.0066717
4 2 2 2 -0.0000000
4 2 3 0 0.0000000
4 2 3 1 0.0000000
4 2 3 2 -0.0772854
4 2 3 3 0.0000000
4 2 4 0 -0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.1145007
4 2 4 3 0.0000000
4 2 4 4 -0.0000000
4 3 0 0 0.1742955
4 3 1 0 -0.0033430
4 3 1 1 0.0455801
4 3 2 0 0.0000000
4 3 2 1 0.0000000
4 3 2 2 -0.0284329
4 3 3 0 0.0110971
4 3 3 1 0.0234743
4 3 3 2 0.0000000
4 3 3 3 0.0978261
4 3 4 0 -0.0035216
4 3 4 1 0.0091761
4 3 4 2 0.0000000
4 3 4 3 0.1064527
4 3 4 4 0.0137184
4 4 0 0 0.6535322
4 4 1 0 -0.0113378
4 4 1 1 0.3326338
4 4 2 0 0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.5069199
4 4 3 0 -0.0033322
4 4 3 1 0.0186826
4 4 3 2 0.0000000
4 4 3 3 0.4956499
4 4 4 0 -0.0034193
4 4 4 1 0.0074417
4 4 4 2 -0.0000000
4 4 4 3 0.0137184
4 4 4 4 0.5379398
5 0 0 0 0.2098208
5 0 1 0 -0.0208285
5 0 1 1 -0.0153963
5 0 2 0 -0.0000000
5 0 2 1 -0.0000000
5 0 2 2 0.0059224
5 0 3 0 -0.0092008
5 0 3 1 0.0026529
5 0 3 2 0.0000000
5 0 3 3 0.0134726
5 0 4 0 -0.0175372
5 0 4 1 0.0003167
5 0 4 2 0.0000000
5 0 4 3 0.0117528
5 0 4 4 0.0216614
5 0 5 0 0.0386762
5 0 5 1 0.0028328
5 0 5 2 0.0000000
5 0 5 3 0.0064286
5 0 5 4 0.0080928
5 0 5 5 -0.0098768
5 1 0 0 -0.2324898
5 1 1 0 -0.0005187
5 1 1 1 0.0268848
5 1 2 0 0.0000000
5 1 2 1 0.0000000
5 1 2 2 -0.0692347
5 1 3 0 0.0041863
5 1 3 1 -0.0363341
5 1 3 2 -0.0000000
5 1 3 3 -0.0903168
5 1 4 0 0.0104002
5 1 4 1 -0.0173659
5 1 4 2 -0.0000000
5 1 4 3 -0.0209391
5 1 4 4 -0.0741378
5 1 5 0 0.0028328
5 1 5 1 0.1316261
5 1 5 2 0.0000000
5 1 5 3 -0.0207023
5 1 5 4 -0.0052902
5 1 5 5 -0.0545962
5 2 0 0 -0.0000000
5 2 1 0 -0.0000000
5 2 1 1 -0.0000000
5 2 2 0 -0.0029930
5 2 2 1 -0.0097825
5 2 2 2 -0.0000000
5 2 3 0 -0.0000000
5 2 3 1 -0.0000000
5 2 3 2 -0.0071055
5 2 3 3 -0.0000000
5 2 4 0 0.0000000
5 2 4 1 -0.0000000
5 2 4 2 0.0029227
5 2 4 3 -0.0000000
5 2 4 4 -0.0000000
5 2 5 0 0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0144053
5 2 5 3 0.0000000
5 2 5 4 0.0000000
5 2 5 5 -0.0000000
5 3 0 0 0.0292697
5 3 1 0 -0.0038940
5 3 1 1 -0.0478830
5 3 2 0 -0.0000000
5 3 2 1 -0.0000000
5 3 2 2 0.0268796
5 3 3 0 -0.0044087
5 3 3 1 -0.0074498
5 3 3 2 -0.0000000
5 3 3 3 0.0171269
5 3 4 0 0.0037957
