NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-36.522458
ENERGIES
-10.916774
-0.908349
-0.512473
-0.300532
0.487708
0.679350
0.744128
849736.493755
965066.274657
996477.942240
1070620.572322
1118093.927422

OEI
-18.504139	
0.209801	-4.582311	
0.000000	0.000000	-4.192242	
-0.196636	0.126558	0.000000	-4.259382	
0.119222	-0.137923	0.000000	0.453985	-3.140019	
-0.252322	0.920878	0.000000	0.132957	-0.011358	-3.908669	
0.000000	-0.000000	0.778144	-0.000000	-0.000000	0.000000	-3.498591	
-0.115744	-0.052176	0.000000	0.039561	-0.000095	-0.018068	0.000000	849732.907494	
0.000000	0.000000	0.127792	0.000000	-0.000000	0.000000	0.022040	0.000000	965063.410812	
0.004983	0.022330	-0.000000	0.000719	-0.005603	-0.013608	0.000000	0.001166	0.000000	996474.700395	
-0.037888	-0.202873	-0.000000	-0.067684	-0.131897	-0.114332	0.000000	-0.145456	0.000000	-0.138441	1070618.028553	
0.112456	0.072958	-0.000000	-0.130863	-0.000638	0.001238	0.000000	0.828688	0.000000	-0.038379	0.317917	1118090.240203	

ENV_OEI
-5.031115	
0.394105	-0.632700	
-0.000000	-0.000000	-0.452256	
-0.382097	-0.124060	-0.000000	-0.645874	
0.239087	-0.331353	-0.000000	-0.200885	-0.838541	
-0.514270	0.036503	0.000000	-0.220168	-0.347254	-0.858125	
0.000000	0.000000	0.128602	0.000000	0.000000	0.000000	-0.478842	
-0.221506	-0.008315	0.000000	0.032048	0.005923	-0.049163	0.000000	-0.784272	
-0.000000	0.000000	-0.154964	0.000000	-0.000000	-0.000000	-0.164023	0.000000	-0.886921	
-0.015074	0.334410	0.000000	0.691066	1.448023	0.735430	-0.000000	0.147951	0.000000	-18.828307	
-0.055650	0.046585	0.000000	0.027031	0.054765	0.068566	-0.000000	0.065772	0.000000	-1.710283	-0.852824	
0.211364	-0.019151	0.000000	0.027772	0.001717	0.025819	-0.000000	-0.144943	0.000000	-0.167523	-0.004388	-0.662888	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
