NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.799673
ENERGIES
-10.837311
-0.800243
-0.416105
-0.199161
0.605917
0.794595
0.835766
849736.636796
965066.423519
996478.202231
1070620.625158
1118094.118909

OEI
-18.443647	
0.217693	-4.489376	
-0.000000	0.000000	-4.089613	
-0.187472	0.115507	-0.000000	-4.201145	
-0.157752	0.312113	-0.000000	-0.393597	-3.023859	
-0.233907	0.889506	0.000000	0.244507	-0.194724	-3.721075	
-0.000000	0.000000	-0.789523	0.000000	-0.000000	-0.000000	-3.426248	
-0.115687	-0.053635	0.000000	0.034836	-0.003620	-0.015548	0.000000	849733.061335	
-0.000000	-0.000000	-0.132744	-0.000000	0.000000	0.000000	0.024388	-0.000000	965063.586518	
0.005034	0.023334	0.000000	0.002195	0.002800	-0.013276	0.000000	0.001092	-0.000000	996475.016550	
-0.038011	-0.197244	-0.000000	-0.066661	0.117910	-0.139794	-0.000000	-0.149839	0.000000	-0.133359	1070618.106066	
0.112450	0.079036	-0.000000	-0.126967	0.004664	-0.002915	-0.000000	0.847619	0.000000	-0.037637	0.322007	1118090.438638	

ENV_OEI
-4.970653	
0.408417	-0.494901	
-0.000000	-0.000000	-0.359420	
-0.364835	-0.071809	-0.000000	-0.529899	
-0.317318	0.293890	0.000000	0.134853	-0.638003	
-0.475441	0.025251	-0.000000	-0.206399	0.305754	-0.857481	
-0.000000	-0.000000	-0.134647	-0.000000	0.000000	-0.000000	-0.396707	
-0.221320	-0.008328	0.000000	0.041337	-0.045623	-0.020716	-0.000000	-0.630100	
-0.000000	0.000000	0.135495	-0.000000	-0.000000	0.000000	-0.140695	0.000000	-0.711215	
-0.014973	0.257365	0.000000	0.616773	-1.335264	0.988039	0.000000	0.126797	-0.000000	-18.512150	
-0.055020	0.047494	-0.000000	0.008563	-0.041732	0.075149	0.000000	0.218627	0.000000	-1.666100	-0.775078	
0.210399	-0.006963	0.000000	0.033242	-0.027378	0.048283	0.000000	-0.054521	0.000000	-0.177035	0.120209	-0.465017	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
0.027047	0.301519	0.378700	0.378700	0.248362	1.000000	
0.000000	0.000000	-0.259000	-0.259000	-0.045312	-0.338874	1.000000	
0.000000	0.000000	-0.380474	0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.073326	-0.073326	0.000000	0.000000	0.000000	0.000000	1.000000	
0.045312	0.338874	0.278171	0.278171	0.000000	0.000000	-0.315123	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.268260	0.268260	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.051700	-0.051700	0.000000	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	

MOCOEFF
0.996668	0.016301	-0.006504	-0.006504	0.001355	-0.006665	-0.016630	0.000000	-0.023246	-0.002270	-0.000000	0.003196	
-0.142526	0.329685	0.273772	0.273772	-0.027482	-0.046621	-0.317258	-0.000000	-0.224071	0.322827	0.000000	0.065601	
0.000000	-0.000000	0.446453	-0.446453	-0.000000	0.000000	-0.000000	-0.608893	0.000000	0.000000	0.340870	-0.000000	
0.127253	-0.510098	-0.119871	-0.119871	-0.055238	0.225015	-0.545255	0.000000	0.512988	0.357227	-0.000000	-0.097773	
0.108905	-0.671242	0.899837	0.899837	0.116436	-0.693825	-0.048157	-0.000000	0.277856	-0.610600	-0.000000	0.046799	
0.166495	-1.019520	0.403974	0.403974	-0.088055	0.533369	1.001042	0.000000	0.034855	0.762842	0.000000	0.035970	
0.000000	-0.000000	-0.946897	0.946897	-0.000000	0.000000	0.000000	-1.086603	0.000000	0.000000	-0.327182	0.000000	
0.084288	-0.388040	0.000000	0.000000	-0.012324	0.049398	-0.203229	0.000000	-0.573902	-0.025821	-0.000000	0.799278	
-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-1.000000	-0.000000	
-0.000565	0.002600	0.000000	0.000000	1.025611	-0.216380	0.001362	-0.000000	0.003845	0.105483	-0.000000	0.019655	
0.018948	-0.087232	-0.000000	-0.000000	0.019716	0.850777	-0.045686	-0.000000	-0.129015	-0.446528	0.000000	-0.196307	
-0.081636	0.375835	-0.000000	-0.000000	-0.011611	0.229178	0.196837	-0.000000	0.555850	-0.120151	-0.000000	0.583417	

ERI
0 0 0 0 3.5236340
1 0 0 0 -0.1899051
1 0 1 0 0.0202796
1 0 1 1 0.0058414
1 1 0 0 0.6437561
1 1 1 0 0.0058414
1 1 1 1 0.5914547
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0092632
2 0 2 1 0.0109200
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0109200
2 1 2 1 0.1063206
2 1 2 2 -0.0000000
2 2 0 0 0.6486566
2 2 1 0 -0.0006768
2 2 1 1 0.5116264
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5379928
3 0 0 0 0.1660074
3 0 1 0 -0.0126071
3 0 1 1 0.0086275
3 0 2 0 0.0000000
3 0 2 1 -0.0000000
3 0 2 2 0.0038444
3 0 3 0 0.0248534
3 0 3 1 0.0081863
3 0 3 2 -0.0000000
3 0 3 3 -0.0094942
3 1 0 0 -0.0534544
3 1 1 0 0.0010976
3 1 1 1 0.0188850
3 1 2 0 -0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0186974
3 1 3 0 0.0081863
3 1 3 1 0.0586553
3 1 3 2 0.0000000
3 1 3 3 -0.0413659
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 -0.0000000
3 2 2 0 -0.0071126
3 2 2 1 -0.0386704
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0367257
3 2 3 3 0.0000000
3 3 0 0 0.7761365
3 3 1 0 -0.0065847
3 3 1 1 0.4860844
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4836292
3 3 3 0 -0.0094942
3 3 3 1 -0.0413659
3 3 3 2 0.0000000
3 3 3 3 0.6305186
4 0 0 0 0.1432981
4 0 1 0 -0.0132096
4 0 1 1 0.0014047
4 0 2 0 0.0000000
4 0 2 1 0.0000000
4 0 2 2 0.0021767
4 0 3 0 0.0144845
4 0 3 1 0.0019805
4 0 3 2 -0.0000000
4 0 3 3 -0.0005861
4 0 4 0 0.0109738
4 0 4 1 -0.0003976
4 0 4 2 -0.0000000
4 0 4 3 -0.0010200
4 0 4 4 -0.0000234
4 1 0 0 -0.0905535
4 1 1 0 -0.0008437
4 1 1 1 -0.0422039
4 1 2 0 -0.0000000
4 1 2 1 0.0000000
4 1 2 2 0.0139289
4 1 3 0 -0.0014013
4 1 3 1 -0.0194004
4 1 3 2 -0.0000000
4 1 3 3 -0.0548723
4 1 4 0 -0.0003976
4 1 4 1 0.0715415
4 1 4 2 -0.0000000
4 1 4 3 0.0053675
4 1 4 4 -0.0067579
4 2 0 0 0.0000000
4 2 1 0 -0.0000000
4 2 1 1 0.0000000
4 2 2 0 0.0009419
4 2 2 1 0.0731025
4 2 2 2 -0.0000000
4 2 3 0 -0.0000000
4 2 3 1 -0.0000000
4 2 3 2 -0.0166171
4 2 3 3 0.0000000
4 2 4 0 -0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.0810519
4 2 4 3 0.0000000
4 2 4 4 -0.0000000
4 3 0 0 0.1424129
4 3 1 0 -0.0049312
4 3 1 1 -0.0210116
4 3 2 0 -0.0000000
4 3 2 1 -0.0000000
4 3 2 2 0.0187074
4 3 3 0 -0.0085616
4 3 3 1 -0.0529774
4 3 3 2 0.0000000
4 3 3 3 0.0918470
4 3 4 0 -0.0010200
4 3 4 1 0.0053675
4 3 4 2 0.0000000
4 3 4 3 0.0793799
4 3 4 4 -0.0324490
4 4 0 0 0.5061647
4 4 1 0 0.0019112
4 4 1 1 0.5152061
4 4 2 0 -0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.4742944
4 4 3 0 0.0014838
4 4 3 1 0.0178489
4 4 3 2 -0.0000000
4 4 3 3 0.4406966
4 4 4 0 -0.0000234
4 4 4 1 -0.0067579
4 4 4 2 -0.0000000
4 4 4 3 -0.0324490
4 4 4 4 0.5199831
5 0 0 0 0.2187882
5 0 1 0 -0.0260185
5 0 1 1 -0.0117808
5 0 2 0 0.0000000
5 0 2 1 -0.0000000
5 0 2 2 -0.0008275
5 0 3 0 0.0066261
5 0 3 1 -0.0063557
5 0 3 2 0.0000000
5 0 3 3 0.0156818
5 0 4 0 0.0135088
5 0 4 1 0.0013263
5 0 4 2 0.0000000
5 0 4 3 0.0121127
5 0 4 4 -0.0030266
5 0 5 0 0.0389796
5 0 5 1 0.0041413
5 0 5 2 -0.0000000
5 0 5 3 -0.0042420
5 0 5 4 -0.0026295
5 0 5 5 -0.0100589
5 1 0 0 -0.2633430
5 1 1 0 -0.0003932
5 1 1 1 -0.0695514
5 1 2 0 -0.0000000
5 1 2 1 0.0000000
5 1 2 2 -0.0694269
5 1 3 0 -0.0079338
5 1 3 1 0.0266094
5 1 3 2 -0.0000000
5 1 3 3 -0.0899248
5 1 4 0 -0.0030016
5 1 4 1 0.0158331
5 1 4 2 -0.0000000
5 1 4 3 -0.0469108
5 1 4 4 -0.0009653
5 1 5 0 0.0041413
5 1 5 1 0.1039479
5 1 5 2 0.0000000
5 1 5 3 0.0372178
5 1 5 4 -0.0399009
5 1 5 5 -0.0819282
5 2 0 0 -0.0000000
5 2 1 0 0.0000000
5 2 1 1 0.0000000
5 2 2 0 -0.0058998
5 2 2 1 -0.0068928
5 2 2 2 -0.0000000
5 2 3 0 0.0000000
5 2 3 1 0.0000000
5 2 3 2 0.0017291
5 2 3 3 -0.0000000
5 2 4 0 -0.0000000
5 2 4 1 0.0000000
5 2 4 2 0.0150821
5 2 4 3 -0.0000000
5 2 4 4 0.0000000
5 2 5 0 -0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0229494
5 2 5 3 0.0000000
5 2 5 4 0.0000000
5 2 5 5 -0.0000000
5 3 0 0 -0.0881471
5 3 1 0 0.0042007
5 3 1 1 0.0186883
5 3 2 0 0.0000000
5 3 2 1 0.0000000
5 3 2 2 -0.0167976
5 3 3 0 -0.0026788
5 3 3 1 0.0074762
5 3 3 2 -0.0000000
5 3 3 3 -0.0370292
5 3 4 0 -0.0019725
5 3 4 1 -0.0190557
5 3 4 2 -0.0000000
5 3 4 3 -0.0355602
5 3 4 4 0.0260573
5 3 5 0 -0.0042420
5 3 5 1 0.0372178
5 3 5 2 0.0000000
5 3 5 3 0.0537827
5 3 5 4 -0.0212692
5 3 5 5 0.0032708
5 4 0 0 0.0595637
5 4 1 0 0.0010774
5 4 1 1 0.0111704
5 4 2 0 0.0000000
5 4 2 1 0.0000000
5 4 2 2 0.0331192
5 4 3 0 0.0023900
5 4 3 1 -0.0321133
5 4 3 2 -0.0000000
5 4 3 3 -0.0020591
5 4 4 0 0.0005311
5 4 4 1 0.0391587
5 4 4 2 0.0000000
5 4 4 3 0.0265655
5 4 4 4 -0.0012038
5 4 5 0 -0.0026295
5 4 5 1 -0.0399009
5 4 5 2 0.0000000
5 4 5 3 -0.0212692
5 4 5 4 0.0588595
5 4 5 5 -0.0130596
5 5 0 0 0.7854102
5 5 1 0 0.0006707
5 5 1 1 0.5765055
