NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.172164
ENERGIES
-10.777531
-0.734859
-0.315490
-0.151878
0.668394
0.868482
0.926519
849736.674276
965066.478755
996478.263452
1070621.166064
1118093.816039

OEI
-18.358192	
0.221726	-4.421946	
-0.000000	-0.000000	-3.944945	
0.188402	-0.151251	0.000000	-4.144251	
-0.150464	0.313499	-0.000000	0.366842	-2.936685	
-0.230780	0.874686	0.000000	-0.257691	-0.184029	-3.663726	
0.000000	-0.000000	0.776874	0.000000	-0.000000	0.000000	-3.373187	
0.115886	0.054510	0.000000	0.034264	0.005259	0.014892	-0.000000	849733.102713	
0.000000	0.000000	-0.131857	-0.000000	0.000000	-0.000000	-0.019904	-0.000000	965063.635478	
-0.005006	-0.023023	0.000000	0.002723	-0.002688	0.013332	-0.000000	0.000990	0.000000	996475.066476	
-0.037996	-0.196657	-0.000000	0.072233	0.118067	-0.136676	0.000000	0.146824	-0.000000	0.134081	1070618.640408	
0.112669	0.083046	0.000000	0.124145	0.007650	-0.001314	0.000000	-0.837162	-0.000000	0.037782	0.319713	1118090.141514	

ENV_OEI
-4.885075	
0.416413	-0.427741	
-0.000000	-0.000000	-0.250311	
0.366636	0.052316	0.000000	-0.479284	
-0.303441	0.304412	0.000000	-0.140650	-0.574819	
-0.470389	0.015178	-0.000000	0.220170	0.308126	-0.769717	
0.000000	-0.000000	0.104183	-0.000000	-0.000000	0.000000	-0.308086	
0.226003	0.021335	-0.000000	0.040466	0.049234	-0.004119	-0.000000	-0.515405	
-0.000000	-0.000000	0.147291	0.000000	0.000000	0.000000	0.137449	0.000000	-0.662255	
0.014980	-0.258998	-0.000000	0.613316	1.347707	-0.973463	0.000000	0.126668	0.000000	-18.472256	
-0.055997	0.046461	0.000000	-0.011033	-0.041513	0.082130	-0.000000	-0.235831	-0.000000	1.666697	-0.730240	
0.215111	0.015763	0.000000	-0.041085	-0.030244	0.022506	-0.000000	0.127089	-0.000000	0.177165	0.103057	-0.335920	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
