NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-33.432850
ENERGIES
-10.723363
-0.574045
-0.327809
-0.321983
0.913734
0.922061
0.945829
1000000.802734

OEI
-17.969031	
0.242429	-4.157848	
-0.000000	0.000000	-3.769423	
0.004134	-0.002705	0.000000	-3.743815	
-0.000000	0.000000	-0.756075	-0.000000	-3.326551	
-0.057818	0.174200	0.000000	-0.732478	-0.000000	-3.345591	
0.309388	-0.883024	-0.000000	-0.150434	-0.000000	-0.008300	-3.252531	
-0.157666	-0.146286	0.000000	-0.002670	-0.000000	0.001238	-0.009153	999996.435441	

ENV_OEI
-4.356136	
0.466253	-0.033292	
-0.000000	0.000000	0.046972	
0.008817	0.004267	-0.000000	0.050929	
-0.000000	0.000000	-0.082039	-0.000000	-0.023226	
-0.118737	0.031053	0.000000	-0.063640	-0.000000	-0.026373	
0.643474	-0.166689	-0.000000	-0.017589	0.000000	0.025589	-0.121781	
-0.315986	0.004779	0.000000	-0.000006	-0.000000	-0.006959	0.020071	-0.044029	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
0.996434	0.018009	-0.006815	-0.006924	-0.006815	-0.027612	0.000000	0.000171	
-0.166575	0.404722	0.272044	0.284582	0.272044	-0.362856	0.000000	0.006480	
0.000000	-0.000000	0.460874	-0.000000	-0.460874	0.000000	0.526504	-0.000000	
-0.002872	0.009352	0.275855	-0.545621	0.275855	-0.006480	-0.000000	-0.508394	
0.000000	-0.000000	-0.842049	0.000000	0.842049	0.000000	1.120872	-0.000000	
0.042537	-0.260331	-0.338987	1.081864	-0.338987	0.096606	-0.000000	-1.110486	
-0.228147	1.402365	-0.815455	-0.549832	-0.815455	-0.519680	0.000000	-0.204629	
0.117784	-0.542251	0.000000	0.000000	0.000000	-0.850774	0.000000	0.000000	

ERI
0 0 0 0 3.5225186
1 0 0 0 -0.2210467
1 0 1 0 0.0253978
1 0 1 1 0.0029717
1 1 0 0 0.6645811
1 1 1 0 0.0029717
1 1 1 1 0.5471468
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0073301
2 0 2 1 0.0103331
2 0 2 2 0.0000000
2 1 0 0 0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0103331
2 1 2 1 0.1147164
2 1 2 2 0.0000000
2 2 0 0 0.6132717
2 2 1 0 -0.0011085
2 2 1 1 0.4907709
2 2 2 0 0.0000000
2 2 2 1 0.0000000
2 2 2 2 0.5319641
3 0 0 0 -0.0037141
3 0 1 0 0.0003398
3 0 1 1 -0.0002219
3 0 2 0 -0.0000000
3 0 2 1 0.0000000
3 0 2 2 0.0027958
3 0 3 0 0.0069434
3 0 3 1 0.0100619
3 0 3 2 -0.0000000
3 0 3 3 -0.0025852
3 1 0 0 0.0016738
3 1 1 0 -0.0000880
3 1 1 1 -0.0022804
3 1 2 0 0.0000000
3 1 2 1 0.0000000
3 1 2 2 0.0593213
3 1 3 0 0.0100619
3 1 3 1 0.1185092
3 1 3 2 -0.0000000
3 1 3 3 -0.0571213
3 2 0 0 -0.0000000
3 2 1 0 0.0000000
3 2 1 1 0.0000000
3 2 2 0 0.0030715
3 2 2 1 0.0595597
3 2 2 2 -0.0000000
3 2 3 0 -0.0000000
3 2 3 1 -0.0000000
3 2 3 2 0.0493490
3 2 3 3 0.0000000
3 3 0 0 0.6054484
3 3 1 0 -0.0008646
3 3 1 1 0.4926381
3 3 2 0 -0.0000000
3 3 2 1 -0.0000000
3 3 2 2 0.4369503
3 3 3 0 -0.0025852
3 3 3 1 -0.0571213
3 3 3 2 0.0000000
3 3 3 3 0.5275095
4 0 0 0 0.0000000
4 0 1 0 -0.0000000
4 0 1 1 0.0000000
4 0 2 0 0.0123363
4 0 2 1 0.0157668
4 0 2 2 0.0000000
4 0 3 0 0.0000000
4 0 3 1 0.0000000
4 0 3 2 0.0044526
4 0 3 3 -0.0000000
4 0 4 0 0.0208920
4 0 4 1 0.0093778
4 0 4 2 -0.0000000
4 0 4 3 -0.0037642
4 0 4 4 -0.0000000
4 1 0 0 -0.0000000
