NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.623637
ENERGIES
-10.840800
-0.854874
-0.404453
-0.248119
0.534979
0.754430
0.844487
849736.523673
965066.301658
996478.002833
1070621.001796
1118093.668346

OEI
-18.321586	
0.206809	-4.499284	
-0.000000	0.000000	-3.996997	
-0.199696	0.167555	-0.000000	-4.130585	
0.120326	-0.151128	0.000000	0.438807	-3.111431	
0.240979	-0.878616	-0.000000	-0.124613	0.050876	-3.870178	
-0.000000	-0.000000	0.738432	-0.000000	-0.000000	-0.000000	-3.449027	
-0.115354	-0.051392	0.000000	0.043804	-0.001347	0.020867	0.000000	849732.939598	
0.000000	0.000000	-0.120326	-0.000000	-0.000000	-0.000000	-0.011895	-0.000000	965063.394623	
-0.004829	-0.020847	-0.000000	-0.000546	0.005220	-0.014403	0.000000	-0.001041	0.000000	996474.680057	
0.037441	0.202657	-0.000000	0.080371	0.127509	-0.106575	-0.000000	0.133350	0.000000	-0.144955	1070618.417868	
0.112063	0.073918	0.000000	-0.129388	0.003991	-0.007639	0.000000	0.781581	-0.000000	0.039304	-0.307317	1118089.991133	

ENV_OEI
-4.848352	
0.390565	-0.583390	
-0.000000	-0.000000	-0.319343	
-0.387972	-0.145693	-0.000000	-0.602365	
0.241412	-0.357115	-0.000000	-0.261456	-0.763704	
0.496947	0.008611	0.000000	0.275947	0.324760	-0.747087	
0.000000	0.000000	0.058054	0.000000	0.000000	-0.000000	-0.366946	
-0.229319	-0.022070	0.000000	0.058454	0.032967	0.015554	-0.000000	-0.678520	
-0.000000	-0.000000	0.180485	-0.000000	0.000000	-0.000000	0.157649	0.000000	-0.903110	
0.015329	-0.358626	-0.000000	-0.772476	-1.419352	0.696634	0.000000	-0.129069	-0.000000	-18.858676	
0.056120	-0.057201	-0.000000	-0.018288	-0.039173	0.072818	0.000000	-0.228308	-0.000000	-1.699474	-0.952780	
0.218331	0.009934	0.000000	0.036046	0.021222	-0.008449	-0.000000	-0.261947	0.000000	0.180588	-0.052143	-0.486301	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
0.027047	0.301519	0.378700	0.378700	0.248362	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.015125	-0.113119	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.219667	-0.219667	-0.042713	-0.319437	0.000000	0.000000	1.000000	
0.015125	0.113119	0.044121	0.044121	0.000000	0.000000	0.112775	0.000000	-0.151526	1.000000	
0.000000	0.000000	0.268260	-0.268260	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.042713	0.319437	0.279473	0.279473	0.000000	0.000000	-0.151526	0.000000	-0.261465	0.000000	0.000000	1.000000	

MOCOEFF
-0.996581	-0.016654	0.006560	0.006560	-0.001356	0.006676	0.027662	0.000000	0.007769	-0.002283	-0.000000	0.003228	
0.138802	-0.310727	-0.249142	-0.249142	0.036592	-0.006923	0.308483	-0.000000	0.191120	-0.187737	-0.000000	-0.339803	
-0.000000	0.000000	-0.483337	0.483337	0.000000	-0.000000	-0.000000	-0.565700	0.000000	-0.000000	0.353471	-0.000000	
-0.137359	0.560644	0.143357	0.143357	0.068715	-0.310773	-0.322747	0.000000	0.589867	-0.057464	-0.000000	-0.456540	
0.083302	-0.519546	0.824866	0.824866	0.123203	-0.753014	0.190396	0.000000	-0.344519	-0.193006	0.000000	-0.653718	
0.176599	-1.085387	0.546986	0.546986	-0.062272	0.393728	0.388649	-0.000000	0.950972	0.249931	-0.000000	0.560740	
0.000000	-0.000000	-0.928612	0.928612	-0.000000	0.000000	0.000000	1.109703	0.000000	0.000000	0.313527	0.000000	
-0.084288	0.388040	-0.000000	-0.000000	0.012325	-0.049402	0.608822	-0.000000	-0.000000	-0.744813	0.000000	0.291146	
-0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-1.000000	0.000000	
-0.000564	0.002599	0.000000	0.000000	1.025611	-0.216379	0.004077	0.000000	-0.000000	0.053739	0.000000	0.092871	
0.018946	-0.087225	-0.000000	-0.000000	0.019714	0.850780	-0.136854	0.000000	-0.000000	-0.334096	-0.000000	-0.355391	
0.081637	-0.375837	0.000000	0.000000	0.011610	-0.229165	-0.589676	-0.000000	-0.000000	-0.509850	-0.000000	0.308002	

ERI
0 0 0 0 3.5231787
1 0 0 0 -0.1852387
1 0 1 0 0.0190444
1 0 1 1 0.0054841
1 1 0 0 0.6290159
1 1 1 0 0.0054841
1 1 1 1 0.5897489
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0082450
2 0 2 1 0.0098657
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0098657
2 1 2 1 0.1005158
2 1 2 2 -0.0000000
2 2 0 0 0.6287818
2 2 1 0 -0.0003057
2 2 1 1 0.5034555
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5318558
3 0 0 0 0.1797277
3 0 1 0 -0.0143507
3 0 1 1 0.0071759
3 0 2 0 0.0000000
3 0 2 1 -0.0000000
3 0 2 2 0.0035408
3 0 3 0 0.0248595
3 0 3 1 0.0068513
3 0 3 2 -0.0000000
3 0 3 3 -0.0076264
3 1 0 0 -0.0780382
3 1 1 0 0.0010715
3 1 1 1 0.0221987
3 1 2 0 -0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0253559
3 1 3 0 0.0068513
3 1 3 1 0.0702329
3 1 3 2 0.0000000
3 1 3 3 -0.0407427
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 -0.0000000
3 2 2 0 -0.0071625
3 2 2 1 -0.0433181
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0384787
3 2 3 3 0.0000000
3 3 0 0 0.7459458
3 3 1 0 -0.0048481
3 3 1 1 0.4894838
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4716507
3 3 3 0 -0.0076264
3 3 3 1 -0.0407427
3 3 3 2 0.0000000
3 3 3 3 0.6009327
4 0 0 0 -0.1095998
4 0 1 0 0.0087797
4 0 1 1 -0.0040166
4 0 2 0 -0.0000000
4 0 2 1 -0.0000000
4 0 2 2 -0.0024218
4 0 3 0 -0.0145650
4 0 3 1 -0.0032683
4 0 3 2 0.0000000
4 0 3 3 0.0038501
4 0 4 0 0.0085816
4 0 4 1 0.0003105
4 0 4 2 -0.0000000
4 0 4 3 -0.0036969
4 0 4 4 -0.0000142
4 1 0 0 0.0421990
4 1 1 0 0.0005033
4 1 1 1 0.0323277
4 1 2 0 -0.0000000
4 1 2 1 0.0000000
4 1 2 2 -0.0287355
4 1 3 0 -0.0006758
4 1 3 1 0.0270823
4 1 3 2 0.0000000
4 1 3 3 0.0449652
4 1 4 0 0.0003105
4 1 4 1 0.0658782
4 1 4 2 -0.0000000
4 1 4 3 0.0148588
4 1 4 4 0.0131165
4 2 0 0 -0.0000000
4 2 1 0 0.0000000
4 2 1 1 0.0000000
4 2 2 0 -0.0020170
4 2 2 1 -0.0768727
4 2 2 2 0.0000000
4 2 3 0 0.0000000
4 2 3 1 0.0000000
4 2 3 2 0.0228817
4 2 3 3 -0.0000000
4 2 4 0 -0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.0850353
4 2 4 3 0.0000000
4 2 4 4 0.0000000
4 3 0 0 -0.1709945
4 3 1 0 0.0054488
4 3 1 1 0.0309689
4 3 2 0 0.0000000
4 3 2 1 0.0000000
4 3 2 2 -0.0171960
4 3 3 0 0.0070443
4 3 3 1 0.0661325
4 3 3 2 -0.0000000
4 3 3 3 -0.0882358
4 3 4 0 -0.0036969
4 3 4 1 0.0148588
4 3 4 2 0.0000000
4 3 4 3 0.1061180
4 3 4 4 0.0335915
4 4 0 0 0.5139676
4 4 1 0 0.0006166
4 4 1 1 0.5089518
4 4 2 0 -0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.4717869
4 4 3 0 -0.0000151
4 4 3 1 0.0207384
4 4 3 2 0.0000000
4 4 3 3 0.4610875
4 4 4 0 -0.0000142
4 4 4 1 0.0131165
4 4 4 2 0.0000000
4 4 4 3 0.0335915
4 4 4 4 0.5111638
5 0 0 0 -0.2322903
5 0 1 0 0.0263561
5 0 1 1 0.0121324
5 0 2 0 -0.0000000
5 0 2 1 0.0000000
5 0 2 2 0.0014006
5 0 3 0 -0.0106300
5 0 3 1 0.0065285
5 0 3 2 -0.0000000
5 0 3 3 -0.0140273
5 0 4 0 0.0069649
5 0 4 1 -0.0001524
5 0 4 2 0.0000000
5 0 4 3 0.0138357
5 0 4 4 0.0004855
5 0 5 0 0.0428475
5 0 5 1 0.0049059
5 0 5 2 -0.0000000
5 0 5 3 -0.0039871
5 0 5 4 0.0024523
5 0 5 5 0.0106842
5 1 0 0 0.2652156
5 1 1 0 0.0005610
5 1 1 1 0.0701555
5 1 2 0 0.0000000
5 1 2 1 -0.0000000
5 1 2 2 0.0601417
5 1 3 0 0.0077376
5 1 3 1 -0.0304461
5 1 3 2 0.0000000
5 1 3 3 0.0828822
5 1 4 0 -0.0043760
5 1 4 1 0.0059465
5 1 4 2 -0.0000000
5 1 4 3 -0.0531152
5 1 4 4 0.0020391
5 1 5 0 0.0049059
5 1 5 1 0.1041194
5 1 5 2 0.0000000
5 1 5 3 0.0230172
5 1 5 4 0.0068855
5 1 5 5 0.1103844
5 2 0 0 0.0000000
5 2 1 0 -0.0000000
5 2 1 1 -0.0000000
5 2 2 0 0.0048690
5 2 2 1 -0.0085753
5 2 2 2 0.0000000
5 2 3 0 -0.0000000
5 2 3 1 -0.0000000
5 2 3 2 0.0033347
5 2 3 3 0.0000000
5 2 4 0 -0.0000000
5 2 4 1 -0.0000000
5 2 4 2 0.0263516
5 2 4 3 -0.0000000
5 2 4 4 0.0000000
5 2 5 0 -0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0298053
5 2 5 3 0.0000000
5 2 5 4 -0.0000000
5 2 5 5 0.0000000
5 3 0 0 0.0532269
5 3 1 0 -0.0035880
5 3 1 1 -0.0265242
5 3 2 0 -0.0000000
5 3 2 1 -0.0000000
5 3 2 2 0.0093965
5 3 3 0 0.0022935
5 3 3 1 -0.0095954
5 3 3 2 0.0000000
5 3 3 3 0.0136220
5 3 4 0 -0.0008438
5 3 4 1 -0.0254664
5 3 4 2 -0.0000000
5 3 4 3 -0.0387362
5 3 4 4 -0.0212467
5 3 5 0 -0.0039871
5 3 5 1 0.0230172
5 3 5 2 0.0000000
5 3 5 3 0.0455172
5 3 5 4 0.0070545
5 3 5 5 0.0022913
5 4 0 0 -0.0165087
5 4 1 0 0.0018264
5 4 1 1 -0.0047503
5 4 2 0 -0.0000000
5 4 2 1 -0.0000000
5 4 2 2 0.0234789
5 4 3 0 -0.0006492
5 4 3 1 -0.0329351
5 4 3 2 -0.0000000
5 4 3 3 -0.0273016
5 4 4 0 0.0003478
5 4 4 1 -0.0458894
5 4 4 2 -0.0000000
5 4 4 3 -0.0135539
5 4 4 4 -0.0046528
5 4 5 0 0.0024523
5 4 5 1 0.0068855
5 4 5 2 -0.0000000
5 4 5 3 0.0070545
