NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.762788
ENERGIES
-10.833633
-0.819620
-0.426928
-0.210513
0.580892
0.776129
0.827384
849736.610706
965066.384449
996478.138412
1070620.589018
1118094.094593

OEI
-18.402353	
0.213125	-4.492180	
-0.000000	0.000000	-4.082882	
-0.190550	0.123703	0.000000	-4.172395	
-0.146528	0.254396	0.000000	-0.420566	-3.048464	
-0.238896	0.894052	-0.000000	0.207053	-0.118825	-3.786495	
-0.000000	0.000000	0.775880	0.000000	-0.000000	-0.000000	-3.436487	
-0.115474	-0.052757	-0.000000	0.037794	-0.001637	-0.017355	-0.000000	849733.032256	
0.000000	0.000000	-0.128981	-0.000000	0.000000	0.000000	-0.021294	0.000000	965063.526534	
0.004973	0.022622	-0.000000	0.001626	0.003586	-0.013677	0.000000	0.001097	-0.000000	996474.912001	
-0.037809	-0.198717	-0.000000	-0.070348	0.123152	-0.129299	-0.000000	-0.145130	0.000000	-0.136832	1070618.050786	
0.112226	0.076644	-0.000000	-0.128312	0.001303	0.000207	0.000000	0.828372	-0.000000	-0.038118	0.317703	1118090.414717	

ENV_OEI
-4.929282	
0.400329	-0.521188	
-0.000000	-0.000000	-0.361331	
-0.370432	-0.095751	-0.000000	-0.544991	
-0.294415	0.306132	0.000000	0.174130	-0.688023	
-0.487156	0.014921	-0.000000	-0.228792	0.319295	-0.830238	
-0.000000	-0.000000	0.116454	-0.000000	0.000000	-0.000000	-0.398304	
-0.222801	-0.008853	0.000000	0.046870	-0.040131	-0.025931	-0.000000	-0.659179	
-0.000000	-0.000000	0.146159	-0.000000	0.000000	-0.000000	0.146641	-0.000000	-0.771198	
-0.015098	0.285165	0.000000	0.669341	-1.372512	0.893618	0.000000	0.127522	-0.000000	-18.616699	
-0.055111	0.051347	0.000000	0.011052	-0.041687	0.072131	0.000000	0.220219	0.000000	-1.676091	-0.830358	
0.211853	-0.008039	0.000000	0.033268	-0.028229	0.043085	0.000000	-0.099720	0.000000	-0.178043	0.105052	-0.488938	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
