NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-36.165303
ENERGIES
-10.876450
-0.890902
-0.490505
-0.281707
0.505053
0.709950
0.766186
849736.455052
965066.304052
996478.039739
1070621.000338
1118093.588753

OEI
-18.412988	
0.210027	-4.550500	
0.000000	-0.000000	-4.135812	
0.193212	-0.132003	0.000000	-4.213065	
-0.134780	0.201461	-0.000000	0.437509	-3.128538	
-0.243735	0.895822	-0.000000	-0.171266	-0.047186	-3.882655	
0.000000	-0.000000	-0.765974	-0.000000	-0.000000	0.000000	-3.494712	
0.115296	0.052076	-0.000000	0.040098	-0.000091	0.018694	0.000000	849732.874106	
0.000000	0.000000	0.125638	0.000000	-0.000000	0.000000	-0.018981	0.000000	965063.428434	
-0.004920	-0.021992	0.000000	0.001216	-0.004366	0.013933	0.000000	0.001096	0.000000	996474.778585	
-0.037643	-0.199955	0.000000	0.073263	0.127494	-0.119469	-0.000000	0.141117	0.000000	0.139797	1070618.445831	
0.112045	0.074899	-0.000000	0.129072	-0.001212	0.002438	0.000000	-0.812020	-0.000000	0.038528	0.313989	1118089.909267	

ENV_OEI
-4.939778	
0.394372	-0.600017	
0.000000	-0.000000	-0.418082	
0.374227	0.115202	-0.000000	-0.620001	
-0.269814	0.319801	-0.000000	-0.207904	-0.787633	
-0.497960	0.009926	-0.000000	0.240978	0.328536	-0.852151	
0.000000	-0.000000	-0.104581	-0.000000	-0.000000	0.000000	-0.452708	
0.224483	0.008190	0.000000	0.048520	0.040969	0.022746	-0.000000	-0.745170	
-0.000000	-0.000000	-0.153759	0.000000	0.000000	0.000000	0.151398	0.000000	-0.869299	
0.015201	-0.310571	-0.000000	0.708441	1.405237	-0.805033	-0.000000	0.127238	-0.000000	-18.760147	
-0.055285	0.049315	-0.000000	-0.007961	-0.037399	0.066130	-0.000000	-0.227831	-0.000000	1.686545	-0.925044	
0.213501	-0.003773	0.000000	-0.039813	-0.029481	0.036441	0.000000	0.132568	-0.000000	0.180436	0.102166	-0.566783	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
