NMONOMER	1
NELEC	8
ENUC	7.351144
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.328999
ENERGIES
-10.860094
-0.538477
-0.460598
-0.269939
0.556658
0.767395
0.853177
849736.596377
965066.517961
996478.189376
1070620.642500
1118094.080460

OEI
-18.391099	
0.262597	-4.293825	
0.000000	-0.000000	-3.773531	
0.117498	-0.165635	-0.000000	-4.090301	
-0.267936	0.174300	-0.000000	0.485037	-3.070223	
0.000000	0.000000	-0.849734	-0.000000	-0.000000	-3.658581	
0.199765	-0.808922	-0.000000	0.389493	-0.105568	0.000000	-3.283916	
0.104874	0.063686	0.000000	0.113370	0.456921	-0.000000	-0.063987	849733.050350	
-0.000000	0.000000	0.072051	-0.000000	-0.000000	0.116028	-0.000000	-0.000000	965063.831803	
0.005063	0.020620	0.000000	-0.003310	0.002361	-0.000000	0.017645	-0.002808	0.000000	996475.160079	
-0.035588	-0.194909	-0.000000	0.037897	-0.106144	-0.000000	0.167305	0.189752	0.000000	-0.127772	1070618.254797	
0.101323	0.070473	0.000000	0.218249	0.457372	-0.000000	-0.026585	-0.945108	-0.000000	-0.034964	0.329638	1118090.420082	

ENV_OEI
-4.919279	
0.490696	-0.673134	
0.000000	-0.000000	-0.149736	
0.234319	0.108566	0.000000	-0.433765	
-0.475712	0.088964	-0.000000	0.124690	-0.195657	
0.000000	0.000000	-0.195662	0.000000	-0.000000	-0.359758	
0.389679	0.187222	-0.000000	-0.246988	0.011627	0.000000	-1.114013	
0.226204	0.013921	0.000000	0.071709	0.064137	-0.000000	0.006085	-0.628142	
0.000000	0.000000	-0.067886	-0.000000	-0.000000	-0.037969	-0.000000	0.000000	-0.814424	
-0.018463	0.524904	0.000000	-0.466693	-0.046769	0.000000	-1.450545	-0.127575	-0.000000	-18.691703	
-0.055596	0.049001	0.000000	-0.012265	-0.019459	0.000000	-0.079499	-0.238637	0.000000	-1.683223	-0.868380	
0.214842	0.013822	0.000000	0.000658	0.078671	-0.000000	-0.045090	0.189889	0.000000	-0.178951	0.085032	-0.446161	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.005362	0.005362	1.000000	
0.027047	0.301519	0.096511	0.096511	0.248362	1.000000	
0.000000	0.000000	0.155576	0.155576	-0.045312	-0.338874	1.000000	
0.000000	0.000000	0.380474	-0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	0.219667	0.219667	0.000000	0.000000	0.000000	0.000000	1.000000	
0.045312	0.338874	0.109532	0.109532	0.000000	0.000000	-0.315123	0.000000	0.000000	1.000000	
0.000000	0.000000	0.051506	-0.051506	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.000000	0.000000	0.029737	0.029737	0.000000	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	

MOCOEFF
-0.996513	-0.018378	0.008796	0.008796	-0.001638	0.008334	0.009211	0.000000	0.018622	0.002821	-0.000000	-0.003622	
0.173377	-0.531450	-0.045881	-0.045881	0.050482	-0.103616	0.340442	0.000000	0.333668	-0.417267	-0.000000	-0.052804	
0.000000	-0.000000	-0.523045	0.523045	0.000000	-0.000000	0.000000	-0.450342	0.000000	-0.000000	0.128832	-0.000000	
0.083995	-0.251876	-0.264279	-0.264279	-0.042472	0.132216	-0.477951	-0.000000	0.615302	0.291780	0.000000	-0.086689	
-0.158360	1.047893	-0.922120	-0.922120	-0.003884	0.033842	0.509008	-0.000000	0.246878	0.003181	0.000000	0.013754	
0.000000	-0.000000	0.805210	-0.805210	0.000000	-0.000000	-0.000000	-1.168424	-0.000000	-0.000000	0.111517	-0.000000	
0.139061	-0.826089	0.091057	0.091057	-0.127906	0.774581	0.879688	-0.000000	-0.061714	0.944433	0.000000	0.004856	
0.084288	-0.388041	0.000000	0.000000	-0.012324	0.049398	-0.203229	-0.000000	-0.573902	-0.025821	-0.000000	0.799278	
-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	1.000000	0.000000	
0.000565	-0.002600	-0.000000	-0.000000	-1.025611	0.216380	-0.001361	0.000000	-0.003845	-0.105483	0.000000	-0.019655	
-0.018948	0.087232	-0.000000	-0.000000	-0.019716	-0.850777	0.045686	0.000000	0.129014	0.446528	-0.000000	0.196307	
0.081637	-0.375835	0.000000	0.000000	0.011611	-0.229178	-0.196837	0.000000	-0.555850	0.120151	-0.000000	-0.583417	

ERI
0 0 0 0 3.5226899
1 0 0 0 -0.2287669
1 0 1 0 0.0290653
1 0 1 1 0.0060911
1 1 0 0 0.7133506
1 1 1 0 0.0060911
1 1 1 1 0.6491287
2 0 0 0 -0.0000000
2 0 1 0 0.0000000
2 0 1 1 -0.0000000
2 0 2 0 0.0055739
2 0 2 1 0.0054320
2 0 2 2 0.0000000
2 1 0 0 0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0054320
2 1 2 1 0.0297834
2 1 2 2 -0.0000000
2 2 0 0 0.5783154
2 2 1 0 -0.0060665
2 2 1 1 0.4029952
2 2 2 0 0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5279074
3 0 0 0 -0.1076437
3 0 1 0 0.0116203
3 0 1 1 -0.0050430
3 0 2 0 0.0000000
3 0 2 1 -0.0000000
3 0 2 2 -0.0025659
3 0 3 0 0.0184802
3 0 3 1 0.0121752
3 0 3 2 0.0000000
3 0 3 3 0.0079206
3 1 0 0 0.0680007
3 1 1 0 -0.0011577
3 1 1 1 -0.0295776
3 1 2 0 -0.0000000
3 1 2 1 -0.0000000
3 1 2 2 0.0254301
3 1 3 0 0.0121752
3 1 3 1 0.0827289
3 1 3 2 0.0000000
3 1 3 3 0.0472352
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 -0.0000000
3 2 2 0 0.0038542
3 2 2 1 0.0266894
3 2 2 2 0.0000000
3 2 3 0 0.0000000
3 2 3 1 0.0000000
3 2 3 2 0.0530537
3 2 3 3 0.0000000
3 3 0 0 0.7385076
3 3 1 0 -0.0051283
3 3 1 1 0.5067507
3 3 2 0 -0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4559063
3 3 3 0 0.0079206
3 3 3 1 0.0472352
3 3 3 2 0.0000000
3 3 3 3 0.5716052
4 0 0 0 0.2153425
4 0 1 0 -0.0171579
4 0 1 1 0.0172615
4 0 2 0 -0.0000000
4 0 2 1 0.0000000
4 0 2 2 0.0000036
4 0 3 0 -0.0132157
4 0 3 1 -0.0007383
4 0 3 2 0.0000000
4 0 3 3 0.0040744
4 0 4 0 0.0251102
4 0 4 1 -0.0025816
4 0 4 2 0.0000000
4 0 4 3 -0.0004571
4 0 4 4 -0.0018576
4 1 0 0 -0.0596172
4 1 1 0 0.0015427
4 1 1 1 -0.0211474
4 1 2 0 0.0000000
4 1 2 1 -0.0000000
4 1 2 2 0.0015341
4 1 3 0 -0.0017607
4 1 3 1 -0.0131020
4 1 3 2 -0.0000000
4 1 3 3 -0.0306108
4 1 4 0 -0.0025816
4 1 4 1 0.0083535
4 1 4 2 -0.0000000
4 1 4 3 0.0195541
4 1 4 4 0.0020264
4 2 0 0 0.0000000
4 2 1 0 0.0000000
4 2 1 1 0.0000000
4 2 2 0 -0.0015286
4 2 2 1 0.0267918
4 2 2 2 0.0000000
4 2 3 0 -0.0000000
4 2 3 1 -0.0000000
4 2 3 2 0.0561260
4 2 3 3 0.0000000
4 2 4 0 0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.1238847
4 2 4 3 -0.0000000
4 2 4 4 -0.0000000
4 3 0 0 -0.1414228
4 3 1 0 0.0031009
4 3 1 1 -0.0502449
4 3 2 0 0.0000000
4 3 2 1 -0.0000000
4 3 2 2 0.0078178
4 3 3 0 -0.0099890
4 3 3 1 -0.0335047
4 3 3 2 -0.0000000
4 3 3 3 -0.0876081
4 3 4 0 -0.0004571
4 3 4 1 0.0195541
4 3 4 2 -0.0000000
4 3 4 3 0.0696665
4 3 4 4 -0.0002442
4 4 0 0 0.5966535
4 4 1 0 -0.0130302
4 4 1 1 0.3615268
4 4 2 0 -0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.5116211
4 4 3 0 0.0004680
4 4 3 1 0.0359479
4 4 3 2 -0.0000000
4 4 3 3 0.4575958
4 4 4 0 -0.0018576
4 4 4 1 0.0020264
4 4 4 2 -0.0000000
4 4 4 3 -0.0002442
4 4 4 4 0.5403283
5 0 0 0 -0.0000000
5 0 1 0 -0.0000000
5 0 1 1 -0.0000000
5 0 2 0 0.0113642
5 0 2 1 0.0117898
5 0 2 2 0.0000000
5 0 3 0 0.0000000
5 0 3 1 -0.0000000
5 0 3 2 0.0098263
5 0 3 3 0.0000000
5 0 4 0 0.0000000
5 0 4 1 0.0000000
5 0 4 2 0.0017058
5 0 4 3 -0.0000000
5 0 4 4 -0.0000000
5 0 5 0 0.0234317
5 0 5 1 0.0167019
5 0 5 2 0.0000000
5 0 5 3 0.0065786
5 0 5 4 -0.0153070
5 0 5 5 0.0000000
5 1 0 0 -0.0000000
5 1 1 0 -0.0000000
5 1 1 1 -0.0000000
5 1 2 0 0.0082983
5 1 2 1 0.0334733
5 1 2 2 0.0000000
5 1 3 0 0.0000000
5 1 3 1 -0.0000000
5 1 3 2 0.0191119
5 1 3 3 -0.0000000
5 1 4 0 0.0000000
5 1 4 1 0.0000000
5 1 4 2 0.0014759
5 1 4 3 0.0000000
5 1 4 4 -0.0000000
5 1 5 0 0.0167019
5 1 5 1 0.0492777
5 1 5 2 -0.0000000
5 1 5 3 0.0169722
5 1 5 4 -0.0206630
5 1 5 5 -0.0000000
5 2 0 0 0.2356854
5 2 1 0 -0.0012717
5 2 1 1 0.1193575
5 2 2 0 0.0000000
5 2 2 1 0.0000000
5 2 2 2 0.0087396
5 2 3 0 0.0001520
5 2 3 1 0.0111074
5 2 3 2 -0.0000000
5 2 3 3 0.0905832
5 2 4 0 0.0066170
5 2 4 1 -0.0206501
5 2 4 2 -0.0000000
5 2 4 3 -0.0595118
5 2 4 4 -0.0245148
5 2 5 0 0.0000000
5 2 5 1 -0.0000000
5 2 5 2 0.1113401
5 2 5 3 0.0000000
5 2 5 4 0.0000000
5 2 5 5 0.0762336
5 3 0 0 0.0000000
5 3 1 0 -0.0000000
5 3 1 1 0.0000000
5 3 2 0 0.0039701
5 3 2 1 0.0052366
5 3 2 2 0.0000000
5 3 3 0 0.0000000
5 3 3 1 0.0000000
5 3 3 2 0.0046912
5 3 3 3 0.0000000
5 3 4 0 0.0000000
5 3 4 1 0.0000000
5 3 4 2 -0.0373662
5 3 4 3 -0.0000000
5 3 4 4 0.0000000
5 3 5 0 0.0065786
5 3 5 1 0.0169722
5 3 5 2 0.0000000
5 3 5 3 0.0342468
5 3 5 4 0.0156649
5 3 5 5 0.0000000
5 4 0 0 0.0000000
5 4 1 0 0.0000000
5 4 1 1 0.0000000
5 4 2 0 -0.0057615
5 4 2 1 -0.0366623
5 4 2 2 -0.0000000
5 4 3 0 -0.0000000
5 4 3 1 0.0000000
5 4 3 2 -0.0681875
5 4 3 3 0.0000000
5 4 4 0 -0.0000000
5 4 4 1 0.0000000
5 4 4 2 -0.1043351
5 4 4 3 0.0000000
5 4 4 4 0.0000000
5 4 5 0 -0.0153070
5 4 5 1 -0.0206630
5 4 5 2 0.0000000
5 4 5 3 0.0156649
5 4 5 4 0.1163579
5 4 5 5 -0.0000000
5 5 0 0 0.7910262
5 5 1 0 -0.0066332
5 5 1 1 0.4952045
5 5 2 0 -0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.5208691
5 5 3 0 -0.0026944
5 5 3 1 0.0364198
5 5 3 2 0.0000000
5 5 3 3 0.5153512
5 5 4 0 0.0086026
5 5 4 1 -0.0146609
5 5 4 2 0.0000000
5 5 4 3 -0.0296494
5 5 4 4 0.5009209
5 5 5 0 0.0000000
5 5 5 1 -0.0000000
5 5 5 2 0.0762336
5 5 5 3 0.0000000
5 5 5 4 -0.0000000
5 5 5 5 0.5867071
6 0 0 0 -0.1818399
6 0 1 0 0.0248706
6 0 1 1 0.0096438
6 0 2 0 0.0000000
6 0 2 1 0.0000000
6 0 2 2 -0.0044610
6 0 3 0 -0.0000024
6 0 3 1 -0.0093575
6 0 3 2 -0.0000000
6 0 3 3 -0.0106971
6 0 4 0 -0.0101781
6 0 4 1 0.0028702
6 0 4 2 0.0000000
6 0 4 3 0.0102580
6 0 4 4 -0.0144143
6 0 5 0 0.0000000
6 0 5 1 0.0000000
6 0 5 2 -0.0011086
6 0 5 3 -0.0000000
6 0 5 4 0.0000000
6 0 5 5 -0.0047408
6 0 6 0 0.0285036
6 0 6 1 0.0034051
6 0 6 2 0.0000000
6 0 6 3 0.0035991
6 0 6 4 -0.0036309
6 0 6 5 0.0000000
6 0 6 6 0.0087169
6 1 0 0 0.2404029
6 1 1 0 -0.0000051
6 1 1 1 0.0618640
6 1 2 0 0.0000000
6 1 2 1 0.0000000
6 1 2 2 0.0693932
6 1 3 0 -0.0053208
6 1 3 1 0.0438411
6 1 3 2 0.0000000
6 1 3 3 0.0718090
6 1 4 0 0.0102605
6 1 4 1 -0.0088971
6 1 4 2 0.0000000
6 1 4 3 -0.0161752
6 1 4 4 0.0592638
6 1 5 0 -0.0000000
6 1 5 1 -0.0000000
6 1 5 2 0.0417949
6 1 5 3 0.0000000
6 1 5 4 0.0000000
6 1 5 5 0.1076525
6 1 6 0 0.0034051
6 1 6 1 0.1195254
6 1 6 2 0.0000000
6 1 6 3 -0.0562143
6 1 6 4 0.0007090
6 1 6 5 0.0000000
6 1 6 6 0.0036464
6 2 0 0 0.0000000
6 2 1 0 -0.0000000
