NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-29.675818
ENERGIES
-9.297542
-0.491438
-0.306381
-0.289849
0.985608
0.993362
1.078158
1000000.722592

OEI
-16.326662	
-0.237118	-3.885603	
0.019194	0.010761	-3.615943	
-0.000000	-0.000000	0.000000	-3.609625	
-0.042828	-0.140487	-0.676424	0.000000	-3.300694	
-0.000000	-0.000000	0.000000	0.696866	-0.000000	-3.272936	
-0.374306	-0.830079	0.140558	-0.000000	-0.012624	0.000000	-3.242709	
-0.155340	0.137405	-0.010359	-0.000000	0.002191	-0.000000	0.019517	999996.438125	

ENV_OEI
-2.701253	
-0.335367	0.093440	
0.028127	-0.014295	0.110969	
-0.000000	0.000000	0.000000	0.129980	
-0.062778	-0.000601	0.013456	-0.000000	0.094080	
-0.000000	-0.000000	0.000000	-0.001580	-0.000000	0.107177	
-0.566390	-0.039341	0.008963	-0.000000	-0.021724	-0.000000	0.013315	
-0.225885	-0.031132	-0.008891	0.000000	-0.016165	-0.000000	-0.054921	-0.041345	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
-0.990478	-0.045566	0.014961	0.015122	0.014961	0.040501	-0.000000	-0.000225	
-0.155397	0.272121	0.319206	0.386607	0.319206	-0.312059	-0.000000	0.029489	
0.012746	-0.028762	-0.317021	0.573934	-0.317021	0.025948	0.000000	0.449807	
-0.000000	0.000000	0.507192	-0.000000	-0.507192	-0.000000	0.463068	-0.000000	
-0.029580	0.161530	0.386614	-1.006319	0.386614	-0.062460	0.000000	1.146668	
-0.000000	0.000000	0.814989	-0.000000	-0.814989	-0.000000	-1.148533	0.000000	
-0.261271	1.447607	-0.760225	-0.599759	-0.760225	-0.555224	0.000000	-0.124563	
-0.117784	0.542251	-0.000000	0.000000	-0.000000	0.850774	0.000000	-0.000000	

ERI
0 0 0 0 3.4903250
1 0 0 0 0.2178075
1 0 1 0 0.0237998
1 0 1 1 -0.0026140
1 1 0 0 0.6192726
1 1 1 0 -0.0026140
1 1 1 1 0.5163523
2 0 0 0 -0.0177512
2 0 1 0 -0.0015298
2 0 1 1 -0.0011161
2 0 2 0 0.0062383
2 0 2 1 -0.0093860
2 0 2 2 -0.0016901
2 1 0 0 -0.0050103
2 1 1 0 -0.0004262
2 1 1 1 0.0156986
2 1 2 0 -0.0093860
2 1 2 1 0.1325914
2 1 2 2 0.0535639
2 2 0 0 0.5817058
2 2 1 0 0.0005726
2 2 1 1 0.4860355
2 2 2 0 -0.0016901
2 2 2 1 0.0535639
2 2 2 2 0.5104521
3 0 0 0 0.0000000
3 0 1 0 0.0000000
3 0 1 1 0.0000000
3 0 2 0 0.0000000
3 0 2 1 0.0000000
3 0 2 2 0.0000000
3 0 3 0 0.0063640
3 0 3 1 -0.0092544
3 0 3 2 0.0037789
3 0 3 3 -0.0000000
3 1 0 0 0.0000000
3 1 1 0 0.0000000
3 1 1 1 -0.0000000
3 1 2 0 0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0000000
3 1 3 0 -0.0092544
3 1 3 1 0.1137657
3 1 3 2 -0.0726504
3 1 3 3 0.0000000
3 2 0 0 0.0000000
3 2 1 0 0.0000000
3 2 1 1 -0.0000000
3 2 2 0 0.0000000
3 2 2 1 -0.0000000
3 2 2 2 0.0000000
3 2 3 0 0.0037789
3 2 3 1 -0.0726504
3 2 3 2 0.0621003
3 2 3 3 -0.0000000
3 3 0 0 0.5861983
3 3 1 0 0.0010141
3 3 1 1 0.4685756
3 3 2 0 0.0029208
3 3 2 1 -0.0720279
3 3 2 2 0.4323557
3 3 3 0 -0.0000000
3 3 3 1 0.0000000
3 3 3 2 -0.0000000
3 3 3 3 0.5277654
4 0 0 0 0.0409683
4 0 1 0 0.0052130
4 0 1 1 -0.0024540
4 0 2 0 0.0114235
4 0 2 1 -0.0165926
4 0 2 2 -0.0026871
4 0 3 0 -0.0000000
4 0 3 1 0.0000000
4 0 3 2 0.0000000
4 0 3 3 0.0055441
4 0 4 0 0.0239238
4 0 4 1 -0.0085421
4 0 4 2 0.0050594
4 0 4 3 -0.0000000
4 0 4 4 -0.0014072
4 1 0 0 0.0464937
4 1 1 0 0.0001365
4 1 1 1 0.0074326
4 1 2 0 -0.0052689
4 1 2 1 -0.0265479
4 1 2 2 -0.0202035
4 1 3 0 0.0000000
4 1 3 1 0.0000000
4 1 3 2 0.0000000
4 1 3 3 0.0377500
4 1 4 0 -0.0085421
4 1 4 1 0.0480938
4 1 4 2 0.0321209
4 1 4 3 -0.0000000
4 1 4 4 -0.0162675
4 2 0 0 0.2299596
4 2 1 0 0.0054339
4 2 1 1 0.0247121
4 2 2 0 0.0013744
4 2 2 1 -0.0533687
4 2 2 2 0.0150162
4 2 3 0 -0.0000000
