NMONOMER	1
NELEC	8
ENUC	7.676927
NBASIS	12
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.827373
ENERGIES
-10.873914
-0.835324
-0.399956
-0.242893
0.562447
0.758559
0.845017
849736.618424
965066.341914
996478.018810
1070620.631261
1118094.064116

OEI
-18.421827	
-0.213847	-4.510555	
-0.000000	-0.000000	-4.030345	
0.196708	0.157298	0.000000	-4.189486	
0.118689	0.166803	0.000000	-0.425812	-3.044329	
0.243976	0.902625	0.000000	0.159018	0.004347	-3.833463	
0.000000	0.000000	-0.764848	-0.000000	0.000000	-0.000000	-3.437279	
-0.115794	0.052752	0.000000	-0.039759	0.001775	0.018253	-0.000000	849733.036952	
-0.000000	-0.000000	0.126271	0.000000	0.000000	0.000000	-0.017183	0.000000	965063.467649	
0.004933	-0.021990	-0.000000	-0.001259	-0.005115	0.013726	-0.000000	0.001052	-0.000000	996474.758793	
-0.037788	0.201682	-0.000000	0.073374	-0.128678	0.115173	-0.000000	-0.141210	0.000000	-0.139683	1070618.077283	
0.112510	-0.076691	-0.000000	0.128412	-0.002966	-0.003575	0.000000	0.813244	-0.000000	-0.038590	0.314491	1118090.384233	

ENV_OEI
-4.948806	
-0.403785	-0.556004	
-0.000000	0.000000	-0.329126	
0.383779	-0.107380	0.000000	-0.583419	
0.239435	0.343767	-0.000000	0.206090	-0.745269	
0.500341	0.023270	0.000000	-0.239425	0.341850	-0.777997	
0.000000	0.000000	-0.095278	-0.000000	0.000000	-0.000000	-0.378763	
-0.225762	0.020232	0.000000	-0.039407	0.012949	0.027723	0.000000	-0.654814	
0.000000	-0.000000	-0.167859	-0.000000	-0.000000	-0.000000	0.159311	0.000000	-0.830084	
-0.015052	-0.332233	0.000000	-0.690159	1.438702	-0.755105	0.000000	0.147476	0.000000	-18.769908	
-0.056533	-0.046207	0.000000	-0.031706	0.054701	-0.076629	-0.000000	0.086691	0.000000	-1.707794	-0.804094	
0.215619	-0.003582	0.000000	-0.028122	0.001934	-0.004237	-0.000000	-0.223139	0.000000	-0.167221	-0.022061	-0.518857	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.000000	0.027047	0.038545	0.038545	1.000000	
0.027047	0.301519	0.378700	0.378700	0.248362	1.000000	
0.000000	0.000000	-0.259000	-0.259000	-0.045312	-0.338874	1.000000	
0.000000	0.000000	-0.380474	0.380474	0.000000	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.073326	-0.073326	0.000000	0.000000	0.000000	0.000000	1.000000	
0.045312	0.338874	0.278171	0.278171	0.000000	0.000000	-0.315123	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.268260	0.268260	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	
0.000000	0.000000	-0.051700	-0.051700	0.000000	0.000000	0.000000	0.000000	0.166433	0.000000	0.000000	1.000000	

MOCOEFF
0.996657	0.016328	-0.006491	-0.006491	0.001353	-0.006647	-0.016529	-0.000000	-0.023309	-0.002252	-0.000000	0.003208	
0.142021	-0.329586	-0.247061	-0.247061	0.034000	0.008357	0.300395	-0.000000	0.228850	-0.363375	0.000000	-0.063634	
0.000000	-0.000000	0.467056	-0.467056	-0.000000	0.000000	-0.000000	-0.584982	0.000000	0.000000	0.347945	0.000000	
-0.134846	0.550459	0.120552	0.120552	0.061634	-0.265979	0.489797	0.000000	-0.510741	-0.403857	0.000000	0.097469	
-0.082117	0.520828	-0.840121	-0.840121	-0.124974	0.757041	0.216503	0.000000	-0.275175	0.689045	0.000000	-0.041070	
-0.176101	1.084428	-0.529949	-0.529949	0.067412	-0.418036	-1.012597	0.000000	-0.053211	-0.645495	0.000000	-0.045941	
-0.000000	0.000000	-0.936906	0.936906	-0.000000	0.000000	-0.000000	-1.099661	-0.000000	-0.000000	-0.319648	-0.000000	
0.084288	-0.388040	0.000000	0.000000	-0.012324	0.049399	-0.203229	-0.000000	-0.573901	-0.025821	0.000000	0.799278	
0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	1.000000	-0.000000	
-0.000565	0.002600	0.000000	0.000000	1.025611	-0.216380	0.001361	0.000000	0.003845	0.105482	0.000000	0.019655	
0.018948	-0.087231	-0.000000	-0.000000	0.019715	0.850777	-0.045686	0.000000	-0.129013	-0.446528	-0.000000	-0.196305	
-0.081637	0.375836	0.000000	0.000000	-0.011611	0.229176	0.196837	-0.000000	0.555851	-0.120150	0.000000	0.583417	

ERI
0 0 0 0 3.5235800
1 0 0 0 0.1892851
1 0 1 0 0.0199810
1 0 1 1 -0.0056861
1 1 0 0 0.6388080
1 1 1 0 -0.0056861
1 1 1 1 0.5932742
2 0 0 0 0.0000000
2 0 1 0 0.0000000
2 0 1 1 -0.0000000
2 0 2 0 0.0086896
2 0 2 1 -0.0103122
2 0 2 2 0.0000000
2 1 0 0 0.0000000
2 1 1 0 -0.0000000
2 1 1 1 0.0000000
2 1 2 0 -0.0103122
2 1 2 1 0.1010900
2 1 2 2 -0.0000000
2 2 0 0 0.6375699
2 2 1 0 0.0004799
2 2 1 1 0.5068492
2 2 2 0 0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5343989
3 0 0 0 -0.1761459
3 0 1 0 -0.0140179
3 0 1 1 -0.0078813
3 0 2 0 -0.0000000
3 0 2 1 0.0000000
3 0 2 2 -0.0037067
3 0 3 0 0.0252655
3 0 3 1 -0.0075112
3 0 3 2 -0.0000000
3 0 3 3 0.0086589
3 1 0 0 -0.0706717
3 1 1 0 -0.0011127
3 1 1 1 0.0203960
3 1 2 0 0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0227163
3 1 3 0 -0.0075112
3 1 3 1 0.0657531
3 1 3 2 -0.0000000
3 1 3 3 -0.0450733
3 2 0 0 -0.0000000
3 2 1 0 0.0000000
3 2 1 1 -0.0000000
3 2 2 0 0.0071579
3 2 2 1 -0.0401374
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 -0.0000000
3 2 3 2 0.0371707
3 2 3 3 -0.0000000
3 3 0 0 0.7627557
3 3 1 0 0.0057324
3 3 1 1 0.4887333
3 3 2 0 0.0000000
3 3 2 1 0.0000000
3 3 2 2 0.4770514
3 3 3 0 0.0086589
3 3 3 1 -0.0450733
3 3 3 2 -0.0000000
3 3 3 3 0.6177021
4 0 0 0 -0.1079957
4 0 1 0 -0.0090046
4 0 1 1 -0.0034796
4 0 2 0 -0.0000000
4 0 2 1 0.0000000
4 0 2 2 -0.0022809
4 0 3 0 0.0138440
4 0 3 1 -0.0029712
4 0 3 2 -0.0000000
4 0 3 3 0.0033451
4 0 4 0 0.0077657
4 0 4 1 -0.0000710
4 0 4 2 -0.0000000
4 0 4 3 0.0029265
4 0 4 4 -0.0002393
4 1 0 0 -0.0465210
4 1 1 0 0.0006022
4 1 1 1 -0.0339918
4 1 2 0 0.0000000
4 1 2 1 0.0000000
4 1 2 2 0.0266277
4 1 3 0 -0.0001971
4 1 3 1 -0.0250437
4 1 3 2 0.0000000
4 1 3 3 -0.0429052
4 1 4 0 -0.0000710
4 1 4 1 0.0668576
4 1 4 2 0.0000000
4 1 4 3 0.0156190
4 1 4 4 -0.0141392
4 2 0 0 -0.0000000
4 2 1 0 -0.0000000
4 2 1 1 0.0000000
4 2 2 0 -0.0020780
4 2 2 1 0.0761921
4 2 2 2 -0.0000000
4 2 3 0 -0.0000000
4 2 3 1 0.0000000
4 2 3 2 -0.0199769
4 2 3 3 -0.0000000
4 2 4 0 -0.0000000
4 2 4 1 0.0000000
4 2 4 2 0.0839682
4 2 4 3 -0.0000000
4 2 4 4 0.0000000
4 3 0 0 0.1594132
4 3 1 0 0.0053642
4 3 1 1 -0.0268486
4 3 2 0 -0.0000000
4 3 2 1 0.0000000
4 3 2 2 0.0187631
4 3 3 0 0.0073384
4 3 3 1 -0.0599733
4 3 3 2 -0.0000000
4 3 3 3 0.0919792
4 3 4 0 0.0029265
4 3 4 1 0.0156190
4 3 4 2 -0.0000000
4 3 4 3 0.0936564
4 3 4 4 -0.0389329
4 4 0 0 0.4997486
4 4 1 0 -0.0011971
4 4 1 1 0.5113184
4 4 2 0 -0.0000000
4 4 2 1 0.0000000
4 4 2 2 0.4698445
4 4 3 0 -0.0006177
4 4 3 1 0.0243309
4 4 3 2 -0.0000000
4 4 3 3 0.4486000
4 4 4 0 -0.0002393
4 4 4 1 -0.0141392
4 4 4 2 0.0000000
4 4 4 3 -0.0389329
4 4 4 4 0.5175109
5 0 0 0 -0.2314665
5 0 1 0 -0.0269339
5 0 1 1 0.0119805
5 0 2 0 -0.0000000
5 0 2 1 0.0000000
5 0 2 2 0.0010606
5 0 3 0 0.0096664
5 0 3 1 0.0064846
5 0 3 2 -0.0000000
5 0 3 3 -0.0150695
5 0 4 0 0.0076825
5 0 4 1 -0.0002803
5 0 4 2 0.0000000
5 0 4 3 -0.0129324
5 0 4 4 0.0017379
5 0 5 0 0.0421039
5 0 5 1 -0.0045636
5 0 5 2 0.0000000
5 0 5 3 0.0037278
5 0 5 4 0.0021138
5 0 5 5 0.0103208
5 1 0 0 -0.2693304
5 1 1 0 0.0005189
5 1 1 1 -0.0728757
5 1 2 0 -0.0000000
5 1 2 1 0.0000000
5 1 2 2 -0.0637417
5 1 3 0 0.0080127
5 1 3 1 0.0290933
5 1 3 2 -0.0000000
5 1 3 3 -0.0892862
5 1 4 0 0.0039225
5 1 4 1 0.0063863
5 1 4 2 0.0000000
5 1 4 3 -0.0509017
5 1 4 4 0.0030185
5 1 5 0 -0.0045636
5 1 5 1 0.1063698
5 1 5 2 0.0000000
5 1 5 3 0.0263750
5 1 5 4 -0.0137798
5 1 5 5 -0.1043852
5 2 0 0 -0.0000000
5 2 1 0 -0.0000000
5 2 1 1 0.0000000
5 2 2 0 0.0051877
5 2 2 1 0.0055800
5 2 2 2 -0.0000000
5 2 3 0 0.0000000
5 2 3 1 0.0000000
5 2 3 2 -0.0017443
5 2 3 3 -0.0000000
5 2 4 0 -0.0000000
5 2 4 1 0.0000000
5 2 4 2 0.0244550
5 2 4 3 0.0000000
5 2 4 4 0.0000000
5 2 5 0 0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0286066
5 2 5 3 -0.0000000
5 2 5 4 0.0000000
5 2 5 5 0.0000000
5 3 0 0 -0.0620387
5 3 1 0 -0.0037090
5 3 1 1 0.0229253
5 3 2 0 -0.0000000
5 3 2 1 -0.0000000
5 3 2 2 -0.0113881
5 3 3 0 0.0027462
5 3 3 1 0.0063860
5 3 3 2 -0.0000000
5 3 3 3 -0.0209985
5 3 4 0 0.0011304
5 3 4 1 -0.0238685
5 3 4 2 0.0000000
5 3 4 3 -0.0361752
5 3 4 4 0.0243662
5 3 5 0 0.0037278
5 3 5 1 0.0263750
5 3 5 2 -0.0000000
5 3 5 3 0.0461137
5 3 5 4 -0.0102841
5 3 5 5 -0.0026022
5 4 0 0 -0.0013099
5 4 1 0 -0.0015322
5 4 1 1 -0.0036612
5 4 2 0 -0.0000000
5 4 2 1 0.0000000
5 4 2 2 0.0252837
5 4 3 0 0.0002220
5 4 3 1 -0.0330270
5 4 3 2 -0.0000000
5 4 3 3 -0.0213121
5 4 4 0 0.0002061
5 4 4 1 0.0482741
5 4 4 2 0.0000000
5 4 4 3 0.0191512
5 4 4 4 -0.0073084
5 4 5 0 0.0021138
5 4 5 1 -0.0137798
5 4 5 2 0.0000000
5 4 5 3 -0.0102841
5 4 5 4 0.0547943
5 4 5 5 -0.0147516
5 5 0 0 0.8101770
5 5 1 0 -0.0003823
5 5 1 1 0.5795666
5 5 2 0 -0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.5071576
5 5 3 0 -0.0185432
5 5 3 1 0.0244780
5 5 3 2 -0.0000000
5 5 3 3 0.5107064
5 5 4 0 -0.0088268
5 5 4 1 -0.0377565
5 5 4 2 0.0000000
5 5 4 3 -0.0058072
5 5 4 4 0.4958543
5 5 5 0 0.0103208
5 5 5 1 -0.1043852
5 5 5 2 0.0000000
5 5 5 3 -0.0026022
5 5 5 4 -0.0147516
5 5 5 5 0.6252032
6 0 0 0 -0.0000000
6 0 1 0 -0.0000000
6 0 1 1 -0.0000000
6 0 2 0 0.0130241
