NMONOMER	1
NELEC	8
ENUC	8.148059
NBASIS	8
HOMO	2
LUMO	2
ENT	5
HF_ENERGY	-35.853965
ENERGIES
-11.032918
-0.786151
-0.566487
-0.525549
0.668380
0.694870
0.738119
1000000.529468

OEI
-18.429677	
0.255932	-4.459643	
-0.000000	0.000000	-4.122562	
0.012626	-0.018459	-0.000000	-4.069156	
0.000000	-0.000000	0.798090	0.000000	-3.530483	
0.069944	-0.231055	-0.000000	0.767345	0.000000	-3.523755	
0.302201	-0.896122	0.000000	-0.211476	0.000000	-0.004366	-3.429698	
0.159842	0.149479	-0.000000	0.005619	-0.000000	0.001989	0.002657	999996.092805	

ENV_OEI
-4.817393	
0.494468	-0.290350	
-0.000000	-0.000000	-0.237663	
0.025662	0.004172	0.000000	-0.195016	
0.000000	-0.000000	0.154286	0.000000	-0.295663	
0.144329	-0.048473	-0.000000	0.138347	0.000000	-0.280261	
0.631740	-0.222773	0.000000	-0.050755	0.000000	-0.030218	-0.346745	
0.307900	-0.013992	-0.000000	0.008213	0.000000	-0.006730	-0.036583	-0.386665	

OVERLAP
1.000000	
0.248362	1.000000	
0.061767	0.488736	1.000000	
0.061767	0.488736	0.167856	1.000000	
0.061767	0.488736	0.167856	0.167856	1.000000	
0.000000	0.000000	-0.155576	-0.155576	-0.155576	1.000000	
0.000000	0.000000	0.380474	0.000000	-0.380474	0.000000	1.000000	
0.000000	0.000000	-0.219667	0.439334	-0.219667	0.000000	0.000000	1.000000	

MOCOEFF
-0.996646	-0.016992	0.006579	0.006503	0.006579	0.027135	-0.000000	0.000100	
0.173233	-0.449391	-0.265344	-0.226779	-0.265344	0.379165	-0.000000	0.015633	
-0.000000	0.000000	-0.416539	0.000000	0.416539	-0.000000	-0.583982	0.000000	
0.008995	-0.031441	0.242057	-0.492304	0.242057	0.019987	-0.000000	-0.573619	
0.000000	-0.000000	-0.864839	0.000000	0.864839	0.000000	1.092028	0.000000	
0.050389	-0.310484	0.645881	-0.807918	0.645881	0.114908	-0.000000	1.072245	
0.220368	-1.378036	0.619536	0.951270	0.619536	0.503750	-0.000000	-0.233598	
0.117784	-0.542251	0.000000	0.000000	0.000000	-0.850774	0.000000	-0.000000	

ERI
0 0 0 0 3.5236367
1 0 0 0 -0.2292221
1 0 1 0 0.0273572
1 0 1 1 0.0030323
1 1 0 0 0.6817831
1 1 1 0 0.0030323
1 1 1 1 0.5605488
2 0 0 0 0.0000000
2 0 1 0 -0.0000000
2 0 1 1 0.0000000
2 0 2 0 0.0086278
2 0 2 1 0.0117665
2 0 2 2 -0.0000000
2 1 0 0 -0.0000000
2 1 1 0 0.0000000
2 1 1 1 0.0000000
2 1 2 0 0.0117665
2 1 2 1 0.1179198
2 1 2 2 -0.0000000
2 2 0 0 0.6391494
2 2 1 0 -0.0015926
2 2 1 1 0.5054527
2 2 2 0 -0.0000000
2 2 2 1 -0.0000000
2 2 2 2 0.5384656
3 0 0 0 -0.0118199
3 0 1 0 0.0011614
3 0 1 1 -0.0006756
3 0 2 0 -0.0000000
3 0 2 1 -0.0000000
3 0 2 2 -0.0028629
3 0 3 0 0.0084539
3 0 3 1 0.0112819
3 0 3 2 -0.0000000
3 0 3 3 0.0037442
3 1 0 0 0.0061572
3 1 1 0 -0.0002101
3 1 1 1 -0.0050673
3 1 2 0 -0.0000000
3 1 2 1 -0.0000000
3 1 2 2 -0.0476252
3 1 3 0 0.0112819
3 1 3 1 0.1084427
3 1 3 2 -0.0000000
3 1 3 3 0.0590671
3 2 0 0 0.0000000
3 2 1 0 -0.0000000
3 2 1 1 -0.0000000
3 2 2 0 -0.0023202
3 2 2 1 -0.0484842
3 2 2 2 0.0000000
3 2 3 0 -0.0000000
3 2 3 1 -0.0000000
3 2 3 2 0.0403923
3 2 3 3 -0.0000000
3 3 0 0 0.6348997
3 3 1 0 -0.0016883
3 3 1 1 0.4954650
3 3 2 0 -0.0000000
3 3 2 1 -0.0000000
3 3 2 2 0.4470112
3 3 3 0 0.0037442
3 3 3 1 0.0590671
3 3 3 2 -0.0000000
3 3 3 3 0.5447129
4 0 0 0 -0.0000000
4 0 1 0 0.0000000
4 0 1 1 -0.0000000
4 0 2 0 -0.0129504
4 0 2 1 -0.0160758
4 0 2 2 0.0000000
4 0 3 0 -0.0000000
4 0 3 1 -0.0000000
4 0 3 2 0.0029003
4 0 3 3 -0.0000000
4 0 4 0 0.0195475
4 0 4 1 0.0085665
4 0 4 2 -0.0000000
4 0 4 3 0.0045623
4 0 4 4 0.0000000
4 1 0 0 0.0000000
4 1 1 0 -0.0000000
4 1 1 1 0.0000000
4 1 2 0 -0.0061272
4 1 2 1 0.0145344
4 1 2 2 0.0000000
4 1 3 0 -0.0000000
4 1 3 1 -0.0000000
4 1 3 2 -0.0270532
4 1 3 3 -0.0000000
4 1 4 0 0.0085665
4 1 4 1 0.0447966
4 1 4 2 -0.0000000
4 1 4 3 -0.0148985
4 1 4 4 -0.0000000
4 2 0 0 -0.2517536
4 2 1 0 0.0058382
4 2 1 1 -0.0470899
4 2 2 0 0.0000000
4 2 2 1 -0.0000000
4 2 2 2 -0.0373904
4 2 3 0 -0.0023384
4 2 3 1 -0.0478401
4 2 3 2 0.0000000
4 2 3 3 -0.0730815
4 2 4 0 -0.0000000
4 2 4 1 -0.0000000
4 2 4 2 0.1212850
4 2 4 3 0.0000000
4 2 4 4 -0.0502648
4 3 0 0 -0.0000000
4 3 1 0 0.0000000
4 3 1 1 -0.0000000
4 3 2 0 -0.0030198
4 3 2 1 -0.0491773
4 3 2 2 0.0000000
4 3 3 0 0.0000000
4 3 3 1 -0.0000000
4 3 3 2 0.0150201
4 3 3 3 -0.0000000
4 3 4 0 0.0045623
4 3 4 1 -0.0148985
4 3 4 2 0.0000000
4 3 4 3 0.0357225
4 3 4 4 0.0000000
4 4 0 0 0.7247922
4 4 1 0 -0.0065833
4 4 1 1 0.4976260
4 4 2 0 -0.0000000
4 4 2 1 -0.0000000
4 4 2 2 0.5301762
4 4 3 0 -0.0000132
4 4 3 1 -0.0317330
4 4 3 2 0.0000000
4 4 3 3 0.4568099
4 4 4 0 0.0000000
4 4 4 1 -0.0000000
4 4 4 2 -0.0502648
4 4 4 3 0.0000000
4 4 4 4 0.5523021
5 0 0 0 -0.0658598
5 0 1 0 0.0081864
5 0 1 1 0.0015382
5 0 2 0 0.0000000
5 0 2 1 0.0000000
5 0 2 2 0.0029954
5 0 3 0 -0.0121474
5 0 3 1 -0.0153506
5 0 3 2 0.0000000
5 0 3 3 -0.0054374
5 0 4 0 0.0000000
5 0 4 1 0.0000000
5 0 4 2 0.0054870
5 0 4 3 -0.0000000
5 0 4 4 -0.0025060
5 0 5 0 0.0211425
5 0 5 1 0.0086018
5 0 5 2 -0.0000000
5 0 5 3 -0.0036042
5 0 5 4 0.0000000
5 0 5 5 0.0062769
5 1 0 0 0.0699613
5 1 1 0 -0.0001300
5 1 1 1 0.0241347
5 1 2 0 0.0000000
5 1 2 1 -0.0000000
5 1 2 2 -0.0088166
5 1 3 0 -0.0062737
5 1 3 1 0.0081202
5 1 3 2 0.0000000
5 1 3 3 0.0396755
5 1 4 0 -0.0000000
5 1 4 1 -0.0000000
5 1 4 2 -0.0316242
5 1 4 3 -0.0000000
5 1 4 4 -0.0135628
5 1 5 0 0.0086018
5 1 5 1 0.0466431
5 1 5 2 0.0000000
5 1 5 3 -0.0137870
5 1 5 4 0.0000000
5 1 5 5 0.0387673
5 2 0 0 0.0000000
5 2 1 0 -0.0000000
5 2 1 1 -0.0000000
5 2 2 0 -0.0012955
5 2 2 1 -0.0519736
5 2 2 2 0.0000000
5 2 3 0 0.0000000
5 2 3 1 -0.0000000
5 2 3 2 0.0206866
5 2 3 3 0.0000000
5 2 4 0 0.0021813
5 2 4 1 -0.0252643
5 2 4 2 -0.0000000
5 2 4 3 0.0363874
5 2 4 4 0.0000000
5 2 5 0 -0.0000000
5 2 5 1 0.0000000
5 2 5 2 0.0459522
5 2 5 3 -0.0000000
5 2 5 4 0.0319332
5 2 5 5 0.0000000
5 3 0 0 -0.2421277
5 3 1 0 0.0054663
5 3 1 1 -0.0520080
5 3 2 0 -0.0000000
5 3 2 1 -0.0000000
5 3 2 2 -0.0625016
5 3 3 0 0.0036876
5 3 3 1 0.0384934
5 3 3 2 -0.0000000
5 3 3 3 -0.0370275
5 3 4 0 0.0000000
5 3 4 1 -0.0000000
5 3 4 2 0.0563880
5 3 4 3 0.0000000
5 3 4 4 -0.0684957
5 3 5 0 -0.0036042
5 3 5 1 -0.0137870
5 3 5 2 -0.0000000
5 3 5 3 0.1057046
5 3 5 4 -0.0000000
5 3 5 5 -0.0744117
5 4 0 0 -0.0000000
5 4 1 0 0.0000000
5 4 1 1 -0.0000000
5 4 2 0 -0.0022616
5 4 2 1 -0.0564336
5 4 2 2 0.0000000
5 4 3 0 -0.0000000
5 4 3 1 -0.0000000
5 4 3 2 0.0428352
5 4 3 3 0.0000000
5 4 4 0 0.0028900
5 4 4 1 -0.0359947
5 4 4 2 0.0000000
5 4 4 3 0.0236799
5 4 4 4 0.0000000
5 4 5 0 0.0000000
5 4 5 1 0.0000000
5 4 5 2 0.0319332
5 4 5 3 -0.0000000
5 4 5 4 0.0577299
5 4 5 5 -0.0000000
5 5 0 0 0.7303749
5 5 1 0 -0.0062684
5 5 1 1 0.4982535
5 5 2 0 0.0000000
5 5 2 1 0.0000000
5 5 2 2 0.4832443
5 5 3 0 -0.0057287
5 5 3 1 -0.0100897
5 5 3 2 -0.0000000
5 5 3 3 0.5064075
5 5 4 0 -0.0000000
5 5 4 1 0.0000000
5 5 4 2 -0.0564247
5 5 4 3 -0.0000000
5 5 4 4 0.4929583
5 5 5 0 0.0062769
5 5 5 1 0.0387673
5 5 5 2 0.0000000
5 5 5 3 -0.0744117
5 5 5 4 -0.0000000
5 5 5 5 0.5390969
6 0 0 0 -0.2875273
6 0 1 0 0.0340538
6 0 1 1 0.0016403
6 0 2 0 -0.0000000
6 0 2 1 0.0000000
6 0 2 2 -0.0029798
6 0 3 0 0.0044796
6 0 3 1 0.0034122
6 0 3 2 -0.0000000
6 0 3 3 -0.0010411
6 0 4 0 0.0000000
6 0 4 1 -0.0000000
6 0 4 2 0.0055930
6 0 4 3 0.0000000
6 0 4 4 -0.0073229
6 0 5 0 0.0056968
6 0 5 1 -0.0024941
6 0 5 2 -0.0000000
6 0 5 3 0.0073223
6 0 5 4 -0.0000000
6 0 5 5 -0.0091146
6 0 6 0 0.0436565
6 0 6 1 -0.0014728
6 0 6 2 0.0000000
6 0 6 3 -0.0001059
6 0 6 4 -0.0000000
6 0 6 5 -0.0021184
6 0 6 6 -0.0009159
6 1 0 0 0.2693279
6 1 1 0 -0.0007206
6 1 1 1 0.1023441
6 1 2 0 0.0000000
6 1 2 1 -0.0000000
6 1 2 2 0.0642107
6 1 3 0 0.0011032
6 1 3 1 0.0021327
6 1 3 2 0.0000000
6 1 3 3 0.0543592
6 1 4 0 -0.0000000
6 1 4 1 -0.0000000
6 1 4 2 -0.0677850
6 1 4 3 -0.0000000
6 1 4 4 0.0676104
6 1 5 0 -0.0020346
6 1 5 1 0.0176884
6 1 5 2 0.0000000
6 1 5 3 -0.0675391
6 1 5 4 0.0000000
6 1 5 5 0.0611465
6 1 6 0 -0.0014728
6 1 6 1 0.0991285
6 1 6 2 0.0000000
6 1 6 3 0.0270539
6 1 6 4 0.0000000
6 1 6 5 0.0089472
6 1 6 6 0.0810546
6 2 0 0 -0.0000000
6 2 1 0 0.0000000
6 2 1 1 -0.0000000
6 2 2 0 0.0059655
6 2 2 1 -0.0162559
6 2 2 2 -0.0000000
6 2 3 0 0.0000000
6 2 3 1 0.0000000
6 2 3 2 0.0253769
6 2 3 3 0.0000000
6 2 4 0 -0.0082730
6 2 4 1 -0.0412463
6 2 4 2 0.0000000
6 2 4 3 0.0161506
6 2 4 4 0.0000000
6 2 5 0 0.0000000
6 2 5 1 0.0000000
6 2 5 2 0.0258107
6 2 5 3 0.0000000
6 2 5 4 0.0359087
6 2 5 5 -0.0000000
6 2 6 0 0.0000000
6 2 6 1 0.0000000
6 2 6 2 0.0412404
6 2 6 3 -0.0000000
6 2 6 4 0.0160308
6 2 6 5 -0.0000000
6 2 6 6 -0.0000000
6 3 0 0 0.0660365
6 3 1 0 -0.0014091
6 3 1 1 0.0189652
6 3 2 0 0.0000000
6 3 2 1 0.0000000
6 3 2 2 0.0479936
6 3 3 0 0.0046024
6 3 3 1 -0.0358205
6 3 3 2 0.0000000
6 3 3 3 -0.0226006
6 3 4 0 -0.0000000
6 3 4 1 0.0000000
6 3 4 2 0.0108496
6 3 4 3 0.0000000
6 3 4 4 0.0555617
6 3 5 0 -0.0066416
6 3 5 1 -0.0399801
6 3 5 2 0.0000000
6 3 5 3 -0.0413722
6 3 5 4 0.0000000
6 3 5 5 -0.0005895
6 3 6 0 -0.0001059
6 3 6 1 0.0270539
6 3 6 2 -0.0000000
6 3 6 3 0.0702894
6 3 6 4 -0.0000000
6 3 6 5 0.0499747
6 3 6 6 -0.0107626
6 4 0 0 -0.0000000
6 4 1 0 -0.0000000
6 4 1 1 -0.0000000
6 4 2 0 -0.0115519
6 4 2 1 -0.0921615
6 4 2 2 0.0000000
6 4 3 0 -0.0000000
6 4 3 1 0.0000000
6 4 3 2 0.0366864
6 4 3 3 0.0000000
6 4 4 0 0.0164956
6 4 4 1 -0.0149678
6 4 4 2 0.0000000
6 4 4 3 0.0465720
6 4 4 4 0.0000000
6 4 5 0 -0.0000000
6 4 5 1 0.0000000
6 4 5 2 0.0497012
6 4 5 3 0.0000000
6 4 5 4 0.0485944
6 4 5 5 -0.0000000
6 4 6 0 -0.0000000
6 4 6 1 0.0000000
6 4 6 2 0.0160308
6 4 6 3 -0.0000000
6 4 6 4 0.0858309
6 4 6 5 -0.0000000
6 4 6 6 -0.0000000
6 5 0 0 -0.0001295
6 5 1 0 0.0015016
