-4.214672742053657
-1.9829865714257713
47
11110000	0.9738147908211168
00111100	0.008837062337200767
11000011	0.00752830122667385
11000110	0.0018123056568527492
11001001	0.0017609365862904683
00110110	0.0015231529711271763
00111001	0.00148675768395421
11001100	0.0007925728938225347
00110011	0.00042258146669528403
01101001	0.0003145441260182263
10010110	0.0003079142008423875
00001111	0.00016781421269834905
10011001	0.00016514696188352882
01100110	0.00016384414392286867
01101100	0.0001253864414892828
10011100	0.0001244547402395689
01100011	7.280871510432589e-05
10010011	7.194035633524673e-05
11100100	5.3752740182284215e-05
11011000	5.2270018462198065e-05
01111000	4.7765122124659426e-05
11100001	4.470077129855751e-05
00001010	3.769715566484283e-05
00000101	3.751103258848971e-05
11111010	3.6940044140108136e-05
11110101	3.680770458155268e-05
10110100	3.591421418362864e-05
11010010	3.0655875239761055e-05
10100101	2.568471937956044e-05
01011010	2.4972128063674703e-05
10110001	1.8950202148764968e-05
01110010	1.8619387435039006e-05
00010100	7.139646816599799e-07
11101011	6.908581936434531e-07
10000010	6.054896307432418e-07
01111101	5.865036623188108e-07
10000111	4.79520143111912e-07
00011110	4.202516266909121e-07
00101000	3.661121340469886e-07
00100010	3.6003883558602943e-07
01000100	2.535406440756081e-07
00000000	1.896520300217586e-07
01010000	1.8160779919700904e-07
11011101	1.6813330512131334e-07
10100000	1.50610667774415e-07
11111111	1.4361921534564868e-07
01001110	1.3343966999969502e-07
0.0	
0.0	0.0	
0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
